Gene	Term	GLMNET_coefficients	lambda_min
ENST00000521951.1	127932027:127932029	-6.81494703517415	0.402321902456677
ENST00000521951.1	128038916:128038918	0	0.402321902456677
ENST00000521951.1	127881800:127881802	-15.1152370706594	0.402321902456677
ENST00000521951.1	128080302:128080304	-3.93202357579962	0.402321902456677
ENST00000521951.1	128049587:128049589	0	0.402321902456677
ENST00000521951.1	128048447:128048449	0	0.402321902456677
ENST00000521951.1	127989161:127989163	0	0.402321902456677
ENST00000521951.1	127902455:127902457	0	0.402321902456677
ENST00000521951.1	127819908:127819910	0	0.402321902456677
ENST00000521951.1	127996560:127996562	-6.06318822032886	0.402321902456677
ENST00000521951.1	128096520:128096522	-4.90030327838039	0.402321902456677
ENST00000521951.1	128074069:128074071	0	0.402321902456677
ENST00000522414.2	(Intercept)	16.6362691116759	0.880778645885914
ENST00000522414.2	127818899:127818901	0	0.880778645885914
ENST00000522414.2	127882061:127882063	0	0.880778645885914
ENST00000522414.2	128100979:128100981	0	0.880778645885914
ENST00000522414.2	127803149:127803151	0	0.880778645885914
ENST00000522414.2	128082752:128082754	0	0.880778645885914
ENST00000522414.2	127854727:127854729	0	0.880778645885914
ENST00000522414.2	128069068:128069070	0	0.880778645885914
ENST00000522414.2	128099369:128099371	0	0.880778645885914
ENST00000522414.2	128031057:128031059	-0.907897023068497	0.880778645885914
ENST00000522414.2	127855154:127855156	0	0.880778645885914
ENST00000522414.2	128031958:128031960	0	0.880778645885914
ENST00000522414.2	128074072:128074074	0	0.880778645885914
ENST00000522414.2	127816827:127816829	0	0.880778645885914
ENST00000522414.2	127851933:127851935	0	0.880778645885914
ENST00000522414.2	127932464:127932466	0	0.880778645885914
ENST00000522414.2	128070161:128070163	-0.540157851915062	0.880778645885914
ENST00000522414.2	128070159:128070161	0	0.880778645885914
ENST00000522414.2	127890588:127890590	0	0.880778645885914
ENST00000522414.2	128049584:128049586	-16.39603271203	0.880778645885914
ENST00000522414.2	128096517:128096519	0	0.880778645885914
ENST00000522414.2	127932052:127932054	-7.43747569175001	0.880778645885914
ENST00000522414.2	127855162:127855164	0	0.880778645885914
ENST00000522414.2	127932027:127932029	0	0.880778645885914
ENST00000522414.2	128038916:128038918	0	0.880778645885914
ENST00000522414.2	127881800:127881802	0	0.880778645885914
ENST00000522414.2	128080302:128080304	0	0.880778645885914
ENST00000522414.2	128049587:128049589	0	0.880778645885914
ENST00000522414.2	128048447:128048449	0	0.880778645885914
ENST00000522414.2	127989161:127989163	0	0.880778645885914
ENST00000522414.2	127902455:127902457	0	0.880778645885914
ENST00000522414.2	127819908:127819910	0	0.880778645885914
ENST00000522414.2	127996560:127996562	0	0.880778645885914
ENST00000522414.2	128096520:128096522	0	0.880778645885914
ENST00000522414.2	128074069:128074071	0	0.880778645885914
ENST00000522875.5	(Intercept)	-11.3858946179946	0.700438273170855
ENST00000522875.5	127818899:127818901	0	0.700438273170855
ENST00000522875.5	127882061:127882063	0	0.700438273170855
ENST00000522875.5	128100979:128100981	0	0.700438273170855
ENST00000522875.5	127803149:127803151	0	0.700438273170855
ENST00000522875.5	128082752:128082754	-3.63164692797979	0.700438273170855
ENST00000522875.5	127854727:127854729	0	0.700438273170855
ENST00000522875.5	128069068:128069070	0	0.700438273170855
ENST00000522875.5	128099369:128099371	0	0.700438273170855
ENST00000522875.5	128031057:128031059	0	0.700438273170855
ENST00000522875.5	127855154:127855156	0	0.700438273170855
ENST00000522875.5	128031958:128031960	0	0.700438273170855
ENST00000522875.5	128074072:128074074	0	0.700438273170855
ENST00000522875.5	127816827:127816829	0	0.700438273170855
ENST00000522875.5	127851933:127851935	0	0.700438273170855
ENST00000522875.5	127932464:127932466	1.00823453778234	0.700438273170855
ENST00000522875.5	128070161:128070163	4.06470947447601	0.700438273170855
ENST00000522875.5	128070159:128070161	2.40360869397623	0.700438273170855
ENST00000522875.5	127890588:127890590	0	0.700438273170855
ENST00000522875.5	128049584:128049586	0	0.700438273170855
ENST00000522875.5	128096517:128096519	0	0.700438273170855
ENST00000522875.5	127932052:127932054	0	0.700438273170855
ENST00000522875.5	127855162:127855164	0	0.700438273170855
ENST00000522875.5	127932027:127932029	0	0.700438273170855
ENST00000522875.5	128038916:128038918	0	0.700438273170855
ENST00000522875.5	127881800:127881802	0	0.700438273170855
ENST00000522875.5	128080302:128080304	0	0.700438273170855
ENST00000522875.5	128049587:128049589	2.63209441081724	0.700438273170855
ENST00000522875.5	128048447:128048449	0	0.700438273170855
ENST00000522875.5	127989161:127989163	0	0.700438273170855
ENST00000522875.5	127902455:127902457	11.7541891609615	0.700438273170855
ENST00000522875.5	127819908:127819910	-15.043040746443	0.700438273170855
ENST00000522875.5	127996560:127996562	0	0.700438273170855
ENST00000522875.5	128096520:128096522	3.36315014253168	0.700438273170855
ENST00000522875.5	128074069:128074071	0	0.700438273170855
ENST00000522963.6	(Intercept)	-9.08605969454887	1.2357959750239
ENST00000522963.6	127818899:127818901	0	1.2357959750239
ENST00000522963.6	127882061:127882063	0	1.2357959750239
ENST00000522963.6	128100979:128100981	0	1.2357959750239
ENST00000522963.6	127803149:127803151	0	1.2357959750239
ENST00000522963.6	128082752:128082754	-2.8105477246471e-15	1.2357959750239
ENST00000522963.6	127854727:127854729	0	1.2357959750239
ENST00000522963.6	128069068:128069070	0	1.2357959750239
ENST00000522963.6	128099369:128099371	0	1.2357959750239
ENST00000522963.6	128031057:128031059	0	1.2357959750239
ENST00000522963.6	127855154:127855156	0	1.2357959750239
ENST00000522963.6	128031958:128031960	0	1.2357959750239
ENST00000522963.6	128074072:128074074	0	1.2357959750239
ENST00000522963.6	127816827:127816829	0	1.2357959750239
ENST00000522963.6	127851933:127851935	0	1.2357959750239
ENST00000522963.6	127932464:127932466	0	1.2357959750239
ENST00000522963.6	128070161:128070163	0	1.2357959750239
ENST00000522963.6	128070159:128070161	0	1.2357959750239
ENST00000522963.6	127890588:127890590	0	1.2357959750239
ENST00000522963.6	128049584:128049586	0	1.2357959750239
ENST00000522963.6	128096517:128096519	0	1.2357959750239
ENST00000522963.6	127932052:127932054	0	1.2357959750239
ENST00000522963.6	127855162:127855164	0	1.2357959750239
ENST00000522963.6	127932027:127932029	0	1.2357959750239
ENST00000522963.6	128038916:128038918	0	1.2357959750239
ENST00000522963.6	127881800:127881802	0	1.2357959750239
ENST00000522963.6	128080302:128080304	0	1.2357959750239
ENST00000522963.6	128049587:128049589	0	1.2357959750239
ENST00000522963.6	128048447:128048449	0	1.2357959750239
ENST00000522963.6	127989161:127989163	0	1.2357959750239
ENST00000522963.6	127902455:127902457	0	1.2357959750239
ENST00000522963.6	127819908:127819910	0	1.2357959750239
ENST00000522963.6	127996560:127996562	0	1.2357959750239
ENST00000522963.6	128096520:128096522	0	1.2357959750239
ENST00000522963.6	128074069:128074071	0	1.2357959750239
ENST00000523068.2	(Intercept)	14.0771002100768	0.550489335117299
ENST00000523068.2	127818899:127818901	0	0.550489335117299
ENST00000523068.2	127882061:127882063	0	0.550489335117299
ENST00000523068.2	128100979:128100981	0	0.550489335117299
ENST00000523068.2	127803149:127803151	0	0.550489335117299
ENST00000523068.2	128082752:128082754	0	0.550489335117299
ENST00000523068.2	127854727:127854729	0	0.550489335117299
ENST00000523068.2	128069068:128069070	0	0.550489335117299
ENST00000523068.2	128099369:128099371	0	0.550489335117299
ENST00000523068.2	128031057:128031059	0	0.550489335117299
ENST00000523068.2	127855154:127855156	0	0.550489335117299
ENST00000523068.2	128031958:128031960	-1.44808794597978	0.550489335117299
ENST00000523068.2	128074072:128074074	0	0.550489335117299
ENST00000523068.2	127816827:127816829	0	0.550489335117299
ENST00000523068.2	127851933:127851935	0	0.550489335117299
ENST00000523068.2	127932464:127932466	0	0.550489335117299
ENST00000523068.2	128070161:128070163	0	0.550489335117299
ENST00000523068.2	128070159:128070161	0	0.550489335117299
ENST00000523068.2	127890588:127890590	0	0.550489335117299
ENST00000523068.2	128049584:128049586	0	0.550489335117299
ENST00000523068.2	128096517:128096519	0	0.550489335117299
ENST00000523068.2	127932052:127932054	-1.71818700498863	0.550489335117299
