ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0033108	GO:0033108	mitochondrial respiratory chain complex assembly	13/472	118/21288	0.110169491525424	4.96883079574835	6.50987648151477	2.22687033971381e-06	0.000698225072879358	0.000653357364742828	NDUFB2/SAMM50/DMAC2/UQCC2/AIFM1/CHCHD4/NDUFB6/UQCRFS1/TMEM186/NDUFS3/COX19/STMP1/SCO2	13
GO:0006998	GO:0006998	nuclear envelope organization	9/472	56/21288	0.160714285714286	7.24848668280872	7.05022535487556	3.60589875244282e-06	0.00103639539976461	0.000969796980262253	EMD/CHMP3/TARDBP/CHMP1A/LEMD2/BANF1/CTDNEP1/CHMP6/CHMP4A	9
GO:0097576	GO:0097576	vacuole fusion	5/472	13/21288	0.384615384615385	17.3468057366362	8.87767788401822	5.82884304080374e-06	0.00154643689597939	0.00144706338162788	CHMP3/CHMP1A/CHMP6/VPS16/CHMP4A	5
GO:0072655	GO:0072655	establishment of protein localization to mitochondrion	13/472	137/21288	0.0948905109489051	4.27972287517011	5.79911297728619	1.16883935493698e-05	0.00287951923941261	0.00269448230243368	BAX/RNF31/TOMM22/SAMM50/TIMM50/GSK3A/HTRA2/TIMM10/HSPD1/AIFM1/CHCHD4/BCAP31/UBL5	13
GO:0006626	GO:0006626	protein targeting to mitochondrion	12/472	120/21288	0.1	4.51016949152542	5.80641919608175	1.48534818889963e-05	0.00341531060234321	0.00319584389274826	RNF31/TOMM22/SAMM50/TIMM50/GSK3A/HTRA2/TIMM10/HSPD1/AIFM1/CHCHD4/BCAP31/UBL5	12
GO:0070585	GO:0070585	protein localization to mitochondrion	13/472	144/21288	0.0902777777777778	4.07168079096045	5.56920677254032	1.9998524487395e-05	0.00431093193481409	0.00403391289989165	BAX/RNF31/TOMM22/SAMM50/TIMM50/GSK3A/HTRA2/TIMM10/HSPD1/AIFM1/CHCHD4/BCAP31/UBL5	13
GO:0006119	GO:0006119	oxidative phosphorylation	14/472	171/21288	0.0818713450292398	3.69253642581029	5.32320415311622	2.91952832924195e-05	0.00592320776915029	0.00554258443186119	NDUFB2/ANTKMT/CHCHD2/ATP5PB/COX6B1/UQCC2/ATP5PF/NDUFB6/STOML2/UQCRFS1/COX5A/CYC1/SDHD/NDUFS3	14
GO:0043161	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	25/472	456/21288	0.0548245614035088	2.47268064228368	4.78690827677662	3.43246061836254e-05	0.00657697592929577	0.00615434167011669	PSMB1/PSMA4/MAPK9/PSMC5/PSMB5/DMAC2/GSK3A/PSMA2/CRBN/KLHDC3/PSMF1/FBXL12/PSMA1/DDA1/ADRM1/HSPBP1/PSMB7/PSMB6/PSMD6/PSMC3/ZNF598/COMMD1/RAD23A/SHARPIN/TRIM39	25
GO:0072594	GO:0072594	establishment of protein localization to organelle	26/472	489/21288	0.0531697341513292	2.39804512841843	4.70959956188326	4.0215156625848e-05	0.00730010922118683	0.0068310066601025	ZFYVE16/HYAL2/BAX/RNF31/TOMM22/SAMM50/UBL4A/ACD/TIMM50/TNPO2/GSK3A/HTRA2/TARDBP/TRIM28/TIMM10/HSPD1/AIFM1/SEC13/SNF8/CHCHD4/SNUPN/SGF29/BCAP31/UBL5/AP4M1/CHMP4A	26
GO:0006446	GO:0006446	regulation of translational initiation	10/472	95/21288	0.105263157894737	4.74754683318466	5.51241927101655	4.90071443833825e-05	0.00845128204891431	0.00790820550944478	NCK2/EIF1B/EIF2B2/PAIP2/EIF2B5/ZNF598/PPP1CA/EIF1/EIF3K/KLHL25	10
GO:0006413	GO:0006413	translational initiation	12/472	137/21288	0.0875912408759124	3.95051342323395	5.21701416051673	5.58132348072583e-05	0.00916665937382066	0.00857761292827338	NCK2/EIF2B1/EIF1B/EIF2B2/PAIP2/EIF2B5/EIF3M/ZNF598/PPP1CA/EIF1/EIF3K/KLHL25	12
GO:0006888	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	12/472	144/21288	0.0833333333333333	3.75847457627119	5.00133846500574	9.05153867787579e-05	0.0141471844254288	0.0132380911166821	TRAPPC3/COPB1/IER3IP1/PREB/USO1/TEX261/SEC13/PEF1/YIF1B/TRAPPC1/COPB2/BCAP31	12
GO:0016050	GO:0016050	vesicle organization	22/472	400/21288	0.055	2.48059322033898	4.50139280526423	9.59730588412079e-05	0.0141471844254288	0.0132380911166821	ZFYVE16/TRAPPC3/STX4/CHMP3/ATP6V1F/ATP6V1E1/CHMP1A/CC2D1A/VPS13B/PREB/USO1/SEC13/SNF8/AP2M1/PEF1/TRAPPC1/USP50/RNF26/CHMP6/GARIN1A/VPS16/CHMP4A	22
GO:0051469	GO:0051469	vesicle fusion with vacuole	4/472	12/21288	0.333333333333333	15.0338983050847	7.32240164854319	0.00010254555251833	0.0141471844254288	0.0132380911166821	CHMP3/CHMP1A/CHMP6/CHMP4A	4
GO:0061763	GO:0061763	multivesicular body-lysosome fusion	4/472	12/21288	0.333333333333333	15.0338983050847	7.32240164854319	0.00010254555251833	0.0141471844254288	0.0132380911166821	CHMP3/CHMP1A/CHMP6/CHMP4A	4
GO:0048193	GO:0048193	Golgi vesicle transport	19/472	327/21288	0.0581039755351682	2.62058777795055	4.44702966348806	0.000140720776295927	0.0183554247907425	0.0171759113727599	ARF5/TRAPPC3/ATP9A/COPZ1/COPB1/IER3IP1/PREB/USO1/TEX261/SEC13/RER1/PEF1/COG1/YIF1B/TRAPPC1/COMMD1/COPB2/BCAP31/AP4M1	19
GO:0045333	GO:0045333	cellular respiration	17/472	274/21288	0.062043795620438	2.79828034145738	4.51136435608834	0.000143692800623383	0.0183554247907425	0.0171759113727599	NDUFB2/IDH3B/ANTKMT/CHCHD2/ATP5PB/COX6B1/UQCC2/ATP5PF/CHCHD4/NDUFB6/STOML2/UQCRFS1/COX5A/CYC1/SDHD/NDUFS3/SCO2	17
GO:0009060	GO:0009060	aerobic respiration	15/472	224/21288	0.0669642857142857	3.02020278450363	4.57697079514223	0.000152775289749872	0.0188186419409753	0.0176093623448537	NDUFB2/IDH3B/ANTKMT/CHCHD2/ATP5PB/COX6B1/UQCC2/ATP5PF/NDUFB6/STOML2/UQCRFS1/COX5A/CYC1/SDHD/NDUFS3	15
GO:0046761	GO:0046761	viral budding from plasma membrane	4/472	14/21288	0.285714285714286	12.8861985472155	6.69903135645573	0.000200182276695647	0.0232022465475174	0.0217112779950522	CHMP3/CHMP1A/CHMP6/CHMP4A	4
GO:0000154	GO:0000154	rRNA modification	6/472	39/21288	0.153846153846154	6.9387222946545	5.58966347981342	0.000201817163359096	0.0232022465475174	0.0217112779950522	RPUSD1/BUD23/FBL/GAR1/NSUN5/NHP2	6
GO:0051054	GO:0051054	positive regulation of DNA metabolic process	19/472	339/21288	0.056047197640118	2.52782360881956	4.2699324760438	0.000223113599879515	0.0248231872898209	0.02322805763092	WIZ/BAX/BRPF3/ACD/PIAS4/BABAM1/BCL7B/SMARCD2/ATF1/GFER/SMARCA4/TRIM28/HNRNPA1/HNRNPD/SMARCC2/INO80C/BABAM2/HSF1/MCRS1	19
GO:0015980	GO:0015980	energy derivation by oxidation of organic compounds	20/472	370/21288	0.0540540540540541	2.43792945487861	4.20153467869757	0.000247598574982594	0.0266864839098428	0.0249716194373893	NDUFB2/IDH3B/ANTKMT/GSK3A/CHCHD2/ATP5PB/COX6B1/UQCC2/ATP5PF/PHKG2/CHCHD4/NDUFB6/STOML2/UQCRFS1/PPP1CA/COX5A/CYC1/SDHD/NDUFS3/SCO2	20
GO:0046753	GO:0046753	non-lytic viral release	4/472	15/21288	0.266666666666667	12.0271186440678	6.43313842712231	0.000268208605639681	0.0271054556643509	0.0253636682079931	CHMP3/CHMP1A/CHMP6/CHMP4A	4
GO:0097212	GO:0097212	lysosomal membrane organization	4/472	15/21288	0.266666666666667	12.0271186440678	6.43313842712231	0.000268208605639681	0.0271054556643509	0.0253636682079931	CHMP3/CHMP1A/CHMP6/CHMP4A	4
GO:0050684	GO:0050684	regulation of mRNA processing	11/472	139/21288	0.079136690647482	3.56919887818559	4.57603982059972	0.000277261584589951	0.0271054556643509	0.0253636682079931	U2AF2/DDX17/PRMT5/NCL/RBM42/HNRNPA1/CDK9/SAFB/EIF1/RNPS1/CDK11B	11
GO:0031468	GO:0031468	nuclear membrane reassembly	5/472	27/21288	0.185185185185185	8.35216572504708	5.75618728781407	0.000282921543611665	0.0271054556643509	0.0253636682079931	CHMP3/CHMP1A/BANF1/CHMP6/CHMP4A	5
GO:0042273	GO:0042273	ribosomal large subunit biogenesis	8/472	78/21288	0.102564102564103	4.625814863103	4.8307235183945	0.000331795334374316	0.0306960592229972	0.0287235407906821	NOP16/MRTO4/PES1/NHP2/MALSU1/ZNF622/BOP1/ZNHIT3	8
GO:1902410	GO:1902410	mitotic cytokinetic process	5/472	28/21288	0.178571428571429	8.05387409200969	5.6241212992147	0.000338199550731776	0.0306960592229972	0.0287235407906821	CHMP3/CHMP1A/CNTROB/CHMP6/CHMP4A	5
GO:0016236	GO:0016236	macroautophagy	20/472	381/21288	0.05249343832021	2.36754304017083	4.05589984009946	0.000361442581639064	0.0319644990787982	0.0299104711283501	POLDIP2/TBC1D25/MCOLN1/RNF31/GSK3A/AUP1/HTRA2/CHMP3/CAPNS1/ATP6V1E1/CHMP1A/EI24/SNF8/WDFY3/CHMP6/UBQLN2/VPS16/AP4M1/CHMP4A/IKBKG	20
GO:0032984	GO:0032984	protein-containing complex disassembly	16/472	272/21288	0.0588235294117647	2.6530408773679	4.13164125353474	0.00040506327914784	0.0345928026528687	0.0323698807995286	TBC1D25/JMJD4/MCOLN1/DNAJC17/SMARCD2/CHMP3/KLC1/SMARCA4/MAP1S/CHMP1A/EIF5A/SMARCC2/SH3GL1/CHMP6/VPS16/CHMP4A	16
GO:0022900	GO:0022900	electron transport chain	13/472	194/21288	0.0670103092783505	3.02227852524899	4.26080789669226	0.000411222066908558	0.0345928026528687	0.0323698807995286	NDUFB2/IDH3B/CHCHD2/NQO2/COX6B1/NDUFB6/UQCRFS1/COX5A/CYC1/NDOR1/SDHD/NDUFS3/SCO2	13
GO:0006997	GO:0006997	nucleus organization	11/472	147/21288	0.0748299319727891	3.37495676236596	4.35092103632121	0.000448280861774261	0.0368123974347483	0.0344468451679169	EMD/CHMP3/TARDBP/CHMP1A/SERBP1/LEMD2/USP50/BANF1/CTDNEP1/CHMP6/CHMP4A	11
GO:0042776	GO:0042776	proton motive force-driven mitochondrial ATP synthesis	8/472	82/21288	0.0975609756097561	4.40016535758578	4.64522950318175	0.000467005105388431	0.0374209768047502	0.0350163174324714	NDUFB2/ANTKMT/ATP5PB/ATP5PF/NDUFB6/STOML2/SDHD/NDUFS3	8
GO:0030490	GO:0030490	maturation of SSU-rRNA	7/472	63/21288	0.111111111111111	5.01129943502825	4.80132492491917	0.000477391411832127	0.0374209768047502	0.0350163174324714	KRI1/IMP4/TSR2/SLX9/TBL3/NOL7/WDR46	7
GO:0000819	GO:0000819	sister chromatid segregation	15/472	250/21288	0.06	2.70610169491525	4.08603688903032	0.000495450310588241	0.0376047992536113	0.0351883275126497	POLDIP2/NCAPH2/NUDC/BCL7B/SMARCD2/IK/CHMP3/WRAP73/SMARCA4/CHMP1A/SMARCC2/DYNC1LI1/DCTN2/CHMP6/CHMP4A	15
GO:0006605	GO:0006605	protein targeting	19/472	362/21288	0.0524861878453039	2.36721603146362	3.95073506197428	0.000504078085011064	0.0376047992536113	0.0351883275126497	ZFYVE16/RNF31/TOMM22/SAMM50/UBL4A/TIMM50/GSK3A/HTRA2/TIMM10/HSPD1/AIFM1/CHCHD4/YIF1B/BCAP31/UBL5/GDI1/ZDHHC18/AP4M1/CHMP4A	19
GO:0007032	GO:0007032	endosome organization	9/472	104/21288	0.0865384615384615	3.90303129074316	4.46883163261067	0.000512445800208678	0.0376047992536113	0.0351883275126497	CHMP3/ATP6V1F/CHMP1A/CC2D1A/SNF8/USP50/RNF26/CHMP6/CHMP4A	9
GO:0032510	GO:0032510	endosome to lysosome transport via multivesicular body sorting pathway	4/472	18/21288	0.222222222222222	10.0225988700565	5.76651926355157	0.000570350080282503	0.039111800473114	0.0365984893410958	CHMP3/CHMP1A/CHMP6/CHMP4A	4
GO:0061952	GO:0061952	midbody abscission	4/472	18/21288	0.222222222222222	10.0225988700565	5.76651926355157	0.000570350080282503	0.039111800473114	0.0365984893410958	CHMP3/CHMP1A/CHMP6/CHMP4A	4
GO:0006284	GO:0006284	base-excision repair	6/472	47/21288	0.127659574468085	5.75766318067075	4.9168247851521	0.000572010256974886	0.039111800473114	0.0365984893410958	NTHL1/APEX1/ADPRS/SMUG1/ERCC5/USP47	6
GO:0097352	GO:0097352	autophagosome maturation	7/472	65/21288	0.107692307692308	4.85710560625815	4.68969297179177	0.000578342077161152	0.039111800473114	0.0365984893410958	TBC1D25/MCOLN1/CHMP3/CHMP1A/CHMP6/VPS16/CHMP4A	7
GO:0001522	GO:0001522	pseudouridine synthesis	4/472	19/21288	0.210526315789474	9.49509366636931	5.57828920462729	0.000709864460569984	0.0453393060093681	0.0424258174679838	RPUSD1/GAR1/NHP2/PUS1	4
GO:0009223	GO:0009223	pyrimidine deoxyribonucleotide catabolic process	4/472	19/21288	0.210526315789474	9.49509366636931	5.57828920462729	0.000709864460569984	0.0453393060093681	0.0424258174679838	NTHL1/SMUG1/NT5C/DUT	4
GO:2000434	GO:2000434	regulation of protein neddylation	4/472	19/21288	0.210526315789474	9.49509366636931	5.57828920462729	0.000709864460569984	0.0453393060093681	0.0424258174679838	COPS7A/COPS3/COPS6/COPS9	4
GO:0036258	GO:0036258	multivesicular body assembly	5/472	33/21288	0.151515151515152	6.83359013867488	5.05000627663717	0.000745626538385524	0.0467575623798486	0.0437529371615314	CHMP3/CHMP1A/SNF8/CHMP6/CHMP4A	5
GO:0000281	GO:0000281	mitotic cytokinesis	8/472	89/21288	0.0898876404494382	4.05408493620263	4.34758434842893	0.000808971719782776	0.0498239903844785	0.0466223175348495	POLDIP2/LZTS2/CHMP3/CHMP1A/RHOC/CNTROB/CHMP6/CHMP4A	8
GO:0031118	GO:0031118	rRNA pseudouridine synthesis	3/472	9/21288	0.333333333333333	15.0338983050847	6.34093881140568	0.000823557390420558	0.049832446308079	0.046630230083646	RPUSD1/GAR1/NHP2	3
