Gene	Term	GLMNET_coefficients	lambda_min
ENST00000517838.6	128096520:128096522	0	4.68869185161086
ENST00000517838.6	128074069:128074071	0	4.68869185161086
ENST00000518528.2	(Intercept)	-4.77579218098224	3.33420461342602
ENST00000518528.2	127818899:127818901	0	3.33420461342602
ENST00000518528.2	127882061:127882063	0	3.33420461342602
ENST00000518528.2	128100979:128100981	0	3.33420461342602
ENST00000518528.2	127803149:127803151	0	3.33420461342602
ENST00000518528.2	128082752:128082754	0	3.33420461342602
ENST00000518528.2	127854727:127854729	0	3.33420461342602
ENST00000518528.2	128069068:128069070	0	3.33420461342602
ENST00000518528.2	128099369:128099371	0	3.33420461342602
ENST00000518528.2	128031057:128031059	0	3.33420461342602
ENST00000518528.2	127855154:127855156	0	3.33420461342602
ENST00000518528.2	128031958:128031960	0	3.33420461342602
ENST00000518528.2	128074072:128074074	0	3.33420461342602
ENST00000518528.2	127816827:127816829	8.30444437760266e-15	3.33420461342602
ENST00000518528.2	127851933:127851935	0	3.33420461342602
ENST00000518528.2	127932464:127932466	0	3.33420461342602
ENST00000518528.2	128070161:128070163	0	3.33420461342602
ENST00000518528.2	128070159:128070161	0	3.33420461342602
ENST00000518528.2	127890588:127890590	0	3.33420461342602
ENST00000518528.2	128049584:128049586	0	3.33420461342602
ENST00000518528.2	128096517:128096519	0	3.33420461342602
ENST00000518528.2	127932052:127932054	0	3.33420461342602
ENST00000518528.2	127855162:127855164	0	3.33420461342602
ENST00000518528.2	127932027:127932029	0	3.33420461342602
ENST00000518528.2	128038916:128038918	0	3.33420461342602
ENST00000518528.2	127881800:127881802	0	3.33420461342602
ENST00000518528.2	128080302:128080304	0	3.33420461342602
ENST00000518528.2	128049587:128049589	0	3.33420461342602
ENST00000518528.2	128048447:128048449	0	3.33420461342602
ENST00000518528.2	127989161:127989163	0	3.33420461342602
ENST00000518528.2	127902455:127902457	0	3.33420461342602
ENST00000518528.2	127819908:127819910	0	3.33420461342602
ENST00000518528.2	127996560:127996562	0	3.33420461342602
ENST00000518528.2	128096520:128096522	0	3.33420461342602
ENST00000518528.2	128074069:128074071	0	3.33420461342602
ENST00000520913.2	(Intercept)	-5.51833126188434	4.44727630461945
ENST00000520913.2	127818899:127818901	0	4.44727630461945
ENST00000520913.2	127882061:127882063	0	4.44727630461945
ENST00000520913.2	128100979:128100981	0	4.44727630461945
ENST00000520913.2	127803149:127803151	0	4.44727630461945
ENST00000520913.2	128082752:128082754	0	4.44727630461945
ENST00000520913.2	127854727:127854729	0	4.44727630461945
ENST00000520913.2	128069068:128069070	0	4.44727630461945
ENST00000520913.2	128099369:128099371	0	4.44727630461945
ENST00000520913.2	128031057:128031059	0	4.44727630461945
ENST00000520913.2	127855154:127855156	0	4.44727630461945
ENST00000520913.2	128031958:128031960	0	4.44727630461945
ENST00000520913.2	128074072:128074074	0	4.44727630461945
ENST00000520913.2	127816827:127816829	0	4.44727630461945
ENST00000520913.2	127851933:127851935	0	4.44727630461945
ENST00000520913.2	127932464:127932466	0	4.44727630461945
ENST00000520913.2	128070161:128070163	0	4.44727630461945
ENST00000520913.2	128070159:128070161	0	4.44727630461945
ENST00000520913.2	127890588:127890590	6.17124159603918e-15	4.44727630461945
ENST00000520913.2	128049584:128049586	0	4.44727630461945
ENST00000520913.2	128096517:128096519	0	4.44727630461945
ENST00000520913.2	127932052:127932054	0	4.44727630461945
ENST00000520913.2	127855162:127855164	0	4.44727630461945
ENST00000520913.2	127932027:127932029	0	4.44727630461945
ENST00000520913.2	128038916:128038918	0	4.44727630461945
ENST00000520913.2	127881800:127881802	0	4.44727630461945
ENST00000520913.2	128080302:128080304	0	4.44727630461945
ENST00000520913.2	128049587:128049589	0	4.44727630461945
ENST00000520913.2	128048447:128048449	0	4.44727630461945
ENST00000520913.2	127989161:127989163	0	4.44727630461945
ENST00000520913.2	127902455:127902457	0	4.44727630461945
ENST00000520913.2	127819908:127819910	0	4.44727630461945
ENST00000520913.2	127996560:127996562	0	4.44727630461945
ENST00000520913.2	128096520:128096522	0	4.44727630461945
ENST00000520913.2	128074069:128074071	0	4.44727630461945
ENST00000521122.2	(Intercept)	-5.59266771553436	3.64904103511117
ENST00000521122.2	127818899:127818901	0	3.64904103511117
ENST00000521122.2	127882061:127882063	0	3.64904103511117
ENST00000521122.2	128100979:128100981	0	3.64904103511117
ENST00000521122.2	127803149:127803151	0	3.64904103511117
ENST00000521122.2	128082752:128082754	0	3.64904103511117
ENST00000521122.2	127854727:127854729	0	3.64904103511117
ENST00000521122.2	128069068:128069070	0	3.64904103511117
ENST00000521122.2	128099369:128099371	0	3.64904103511117
ENST00000521122.2	128031057:128031059	0	3.64904103511117
ENST00000521122.2	127855154:127855156	0	3.64904103511117
ENST00000521122.2	128031958:128031960	0	3.64904103511117
ENST00000521122.2	128074072:128074074	0	3.64904103511117
ENST00000521122.2	127816827:127816829	0	3.64904103511117
ENST00000521122.2	127851933:127851935	0	3.64904103511117
ENST00000521122.2	127932464:127932466	0	3.64904103511117
ENST00000521122.2	128070161:128070163	0	3.64904103511117
ENST00000521122.2	128070159:128070161	0	3.64904103511117
ENST00000521122.2	127890588:127890590	0	3.64904103511117
ENST00000521122.2	128049584:128049586	0	3.64904103511117
ENST00000521122.2	128096517:128096519	0	3.64904103511117
ENST00000521122.2	127932052:127932054	0	3.64904103511117
ENST00000521122.2	127855162:127855164	0	3.64904103511117
ENST00000521122.2	127932027:127932029	0	3.64904103511117
ENST00000521122.2	128038916:128038918	0	3.64904103511117
ENST00000521122.2	127881800:127881802	0	3.64904103511117
ENST00000521122.2	128080302:128080304	0	3.64904103511117
ENST00000521122.2	128049587:128049589	0	3.64904103511117
ENST00000521122.2	128048447:128048449	0	3.64904103511117
ENST00000521122.2	127989161:127989163	0	3.64904103511117
ENST00000521122.2	127902455:127902457	0	3.64904103511117
ENST00000521122.2	127819908:127819910	0	3.64904103511117
ENST00000521122.2	127996560:127996562	0	3.64904103511117
ENST00000521122.2	128096520:128096522	0	3.64904103511117
ENST00000521122.2	128074069:128074071	0	3.64904103511117
ENST00000521951.1	(Intercept)	-4.4243551045808	4.17362409075838
ENST00000521951.1	127818899:127818901	0	4.17362409075838
ENST00000521951.1	127882061:127882063	0	4.17362409075838
ENST00000521951.1	128100979:128100981	0	4.17362409075838
ENST00000521951.1	127803149:127803151	0	4.17362409075838
ENST00000521951.1	128082752:128082754	0	4.17362409075838
ENST00000521951.1	127854727:127854729	0	4.17362409075838
ENST00000521951.1	128069068:128069070	0	4.17362409075838
ENST00000521951.1	128099369:128099371	0	4.17362409075838
ENST00000521951.1	128031057:128031059	0	4.17362409075838
ENST00000521951.1	127855154:127855156	0	4.17362409075838
ENST00000521951.1	128031958:128031960	0	4.17362409075838
ENST00000521951.1	128074072:128074074	0	4.17362409075838
ENST00000521951.1	127816827:127816829	0	4.17362409075838
ENST00000521951.1	127851933:127851935	0	4.17362409075838
ENST00000521951.1	127932464:127932466	0	4.17362409075838
ENST00000521951.1	128070161:128070163	0	4.17362409075838
ENST00000521951.1	128070159:128070161	0	4.17362409075838
ENST00000521951.1	127890588:127890590	0	4.17362409075838
ENST00000521951.1	128049584:128049586	0	4.17362409075838
ENST00000521951.1	128096517:128096519	0	4.17362409075838
ENST00000521951.1	127932052:127932054	0	4.17362409075838
ENST00000521951.1	127855162:127855164	0	4.17362409075838
ENST00000521951.1	127932027:127932029	0	4.17362409075838
ENST00000521951.1	128038916:128038918	0	4.17362409075838
ENST00000521951.1	127881800:127881802	0	4.17362409075838
ENST00000521951.1	128080302:128080304	0	4.17362409075838
ENST00000521951.1	128049587:128049589	0	4.17362409075838
ENST00000521951.1	128048447:128048449	0	4.17362409075838
ENST00000521951.1	127989161:127989163	0	4.17362409075838
ENST00000521951.1	127902455:127902457	0	4.17362409075838
ENST00000521951.1	127819908:127819910	0	4.17362409075838
ENST00000521951.1	127996560:127996562	0	4.17362409075838
ENST00000521951.1	128096520:128096522	0	4.17362409075838
ENST00000521951.1	128074069:128074071	0	4.17362409075838
ENST00000522414.2	(Intercept)	33.0092013743432	2.44873597801246
ENST00000522414.2	127818899:127818901	0	2.44873597801246
ENST00000522414.2	127882061:127882063	0	2.44873597801246
ENST00000522414.2	128100979:128100981	0	2.44873597801246
ENST00000522414.2	127803149:127803151	0	2.44873597801246
ENST00000522414.2	128082752:128082754	0	2.44873597801246
ENST00000522414.2	127854727:127854729	0	2.44873597801246
ENST00000522414.2	128069068:128069070	0	2.44873597801246
ENST00000522414.2	128099369:128099371	0	2.44873597801246
ENST00000522414.2	128031057:128031059	0.0277448999211529	2.44873597801246
ENST00000522414.2	127855154:127855156	0	2.44873597801246
ENST00000522414.2	128031958:128031960	0	2.44873597801246
ENST00000522414.2	128074072:128074074	0	2.44873597801246
ENST00000522414.2	127816827:127816829	0	2.44873597801246
ENST00000522414.2	127851933:127851935	0	2.44873597801246
ENST00000522414.2	127932464:127932466	0	2.44873597801246
ENST00000522414.2	128070161:128070163	0	2.44873597801246
ENST00000522414.2	128070159:128070161	0	2.44873597801246
ENST00000522414.2	127890588:127890590	0	2.44873597801246
ENST00000522414.2	128049584:128049586	-39.9355093928043	2.44873597801246
ENST00000522414.2	128096517:128096519	0	2.44873597801246
ENST00000522414.2	127932052:127932054	0	2.44873597801246
ENST00000522414.2	127855162:127855164	0	2.44873597801246
ENST00000522414.2	127932027:127932029	0	2.44873597801246
ENST00000522414.2	128038916:128038918	0	2.44873597801246
ENST00000522414.2	127881800:127881802	0	2.44873597801246
ENST00000522414.2	128080302:128080304	0	2.44873597801246
ENST00000522414.2	128049587:128049589	-6.40654256537316	2.44873597801246
ENST00000522414.2	128048447:128048449	0	2.44873597801246
ENST00000522414.2	127989161:127989163	0	2.44873597801246
ENST00000522414.2	127902455:127902457	0	2.44873597801246
ENST00000522414.2	127819908:127819910	0	2.44873597801246
ENST00000522414.2	127996560:127996562	0	2.44873597801246
ENST00000522414.2	128096520:128096522	5.13960788567842	2.44873597801246
ENST00000522414.2	128074069:128074071	0	2.44873597801246
ENST00000522875.5	(Intercept)	-8.8570056747518	2.50588800276717
ENST00000522875.5	127818899:127818901	0	2.50588800276717
ENST00000522875.5	127882061:127882063	0	2.50588800276717
ENST00000522875.5	128100979:128100981	0	2.50588800276717
ENST00000522875.5	127803149:127803151	0	2.50588800276717
ENST00000522875.5	128082752:128082754	0	2.50588800276717
ENST00000522875.5	127854727:127854729	0	2.50588800276717
ENST00000522875.5	128069068:128069070	0	2.50588800276717
ENST00000522875.5	128099369:128099371	0	2.50588800276717
ENST00000522875.5	128031057:128031059	0	2.50588800276717
ENST00000522875.5	127855154:127855156	0	2.50588800276717
ENST00000522875.5	128031958:128031960	0	2.50588800276717
ENST00000522875.5	128074072:128074074	0	2.50588800276717
ENST00000522875.5	127816827:127816829	0	2.50588800276717
ENST00000522875.5	127851933:127851935	0	2.50588800276717
ENST00000522875.5	127932464:127932466	0	2.50588800276717
ENST00000522875.5	128070161:128070163	0	2.50588800276717
ENST00000522875.5	128070159:128070161	0	2.50588800276717
ENST00000522875.5	127890588:127890590	0	2.50588800276717
ENST00000522875.5	128049584:128049586	0	2.50588800276717
ENST00000522875.5	128096517:128096519	0	2.50588800276717
ENST00000522875.5	127932052:127932054	0	2.50588800276717
ENST00000522875.5	127855162:127855164	0	2.50588800276717
ENST00000522875.5	127932027:127932029	0	2.50588800276717
ENST00000522875.5	128038916:128038918	0	2.50588800276717
ENST00000522875.5	127881800:127881802	0	2.50588800276717
ENST00000522875.5	128080302:128080304	0	2.50588800276717
ENST00000522875.5	128049587:128049589	0	2.50588800276717
ENST00000522875.5	128048447:128048449	0	2.50588800276717
ENST00000522875.5	127989161:127989163	0	2.50588800276717
ENST00000522875.5	127902455:127902457	0	2.50588800276717
ENST00000522875.5	127819908:127819910	0	2.50588800276717
ENST00000522875.5	127996560:127996562	0	2.50588800276717
ENST00000522875.5	128096520:128096522	0	2.50588800276717
ENST00000522875.5	128074069:128074071	0	2.50588800276717
ENST00000522963.6	(Intercept)	-9.3222539858774	3.13700890514195
ENST00000522963.6	127818899:127818901	0	3.13700890514195
ENST00000522963.6	127882061:127882063	0	3.13700890514195
ENST00000522963.6	128100979:128100981	0	3.13700890514195
ENST00000522963.6	127803149:127803151	0	3.13700890514195
ENST00000522963.6	128082752:128082754	0	3.13700890514195
ENST00000522963.6	127854727:127854729	0	3.13700890514195
ENST00000522963.6	128069068:128069070	0	3.13700890514195
ENST00000522963.6	128099369:128099371	0	3.13700890514195
ENST00000522963.6	128031057:128031059	0	3.13700890514195
ENST00000522963.6	127855154:127855156	0	3.13700890514195
ENST00000522963.6	128031958:128031960	0	3.13700890514195
ENST00000522963.6	128074072:128074074	0	3.13700890514195
ENST00000522963.6	127816827:127816829	0	3.13700890514195
ENST00000522963.6	127851933:127851935	0	3.13700890514195
ENST00000522963.6	127932464:127932466	0	3.13700890514195
ENST00000522963.6	128070161:128070163	0	3.13700890514195
ENST00000522963.6	128070159:128070161	0	3.13700890514195
ENST00000522963.6	127890588:127890590	0	3.13700890514195
ENST00000522963.6	128049584:128049586	0	3.13700890514195
ENST00000522963.6	128096517:128096519	0	3.13700890514195
ENST00000522963.6	127932052:127932054	0	3.13700890514195
ENST00000522963.6	127855162:127855164	0	3.13700890514195
ENST00000522963.6	127932027:127932029	0	3.13700890514195
ENST00000522963.6	128038916:128038918	0	3.13700890514195
ENST00000522963.6	127881800:127881802	0	3.13700890514195
ENST00000522963.6	128080302:128080304	0	3.13700890514195
ENST00000522963.6	128049587:128049589	0	3.13700890514195
ENST00000522963.6	128048447:128048449	0	3.13700890514195
ENST00000522963.6	127989161:127989163	0	3.13700890514195
ENST00000522963.6	127902455:127902457	0	3.13700890514195
ENST00000522963.6	127819908:127819910	0	3.13700890514195
ENST00000522963.6	127996560:127996562	0	3.13700890514195
ENST00000522963.6	128096520:128096522	0	3.13700890514195
ENST00000522963.6	128074069:128074071	0	3.13700890514195
ENST00000523068.2	(Intercept)	-21.4401941763431	1.22701910321648
ENST00000523068.2	127818899:127818901	0	1.22701910321648
ENST00000523068.2	127882061:127882063	0	1.22701910321648
ENST00000523068.2	128100979:128100981	0	1.22701910321648
ENST00000523068.2	127803149:127803151	0	1.22701910321648
ENST00000523068.2	128082752:128082754	11.1332218069047	1.22701910321648
ENST00000523068.2	127854727:127854729	0	1.22701910321648
ENST00000523068.2	128069068:128069070	0	1.22701910321648
ENST00000523068.2	128099369:128099371	0	1.22701910321648
ENST00000523068.2	128031057:128031059	0	1.22701910321648
ENST00000523068.2	127855154:127855156	0	1.22701910321648
ENST00000523068.2	128031958:128031960	0	1.22701910321648
ENST00000523068.2	128074072:128074074	0	1.22701910321648
ENST00000523068.2	127816827:127816829	0	1.22701910321648
ENST00000523068.2	127851933:127851935	0	1.22701910321648
ENST00000523068.2	127932464:127932466	0	1.22701910321648
ENST00000523068.2	128070161:128070163	0	1.22701910321648
ENST00000523068.2	128070159:128070161	0	1.22701910321648
ENST00000523068.2	127890588:127890590	26.2812514774118	1.22701910321648
ENST00000523068.2	128049584:128049586	0	1.22701910321648
ENST00000523068.2	128096517:128096519	-5.33498443114767	1.22701910321648
ENST00000523068.2	127932052:127932054	0	1.22701910321648
ENST00000523068.2	127855162:127855164	0	1.22701910321648
ENST00000523068.2	127932027:127932029	0	1.22701910321648
ENST00000523068.2	128038916:128038918	0	1.22701910321648
ENST00000523068.2	127881800:127881802	0	1.22701910321648
ENST00000523068.2	128080302:128080304	0	1.22701910321648
ENST00000523068.2	128049587:128049589	0	1.22701910321648
ENST00000523068.2	128048447:128048449	0	1.22701910321648
ENST00000523068.2	127989161:127989163	0	1.22701910321648
ENST00000523068.2	127902455:127902457	0	1.22701910321648
ENST00000523068.2	127819908:127819910	0	1.22701910321648
ENST00000523068.2	127996560:127996562	-10.0355602759001	1.22701910321648
ENST00000523068.2	128096520:128096522	0	1.22701910321648
ENST00000523068.2	128074069:128074071	0	1.22701910321648
ENST00000523190.7	(Intercept)	26.7292781155811	1.68273837001766
ENST00000523190.7	127818899:127818901	0	1.68273837001766
ENST00000523190.7	127882061:127882063	0	1.68273837001766
ENST00000523190.7	128100979:128100981	5.41252631270973	1.68273837001766
ENST00000523190.7	127803149:127803151	0	1.68273837001766
ENST00000523190.7	128082752:128082754	0	1.68273837001766
ENST00000523190.7	127854727:127854729	28.5565188645647	1.68273837001766
ENST00000523190.7	128069068:128069070	-4.99743308779513	1.68273837001766
ENST00000523190.7	128099369:128099371	0	1.68273837001766
ENST00000523190.7	128031057:128031059	0	1.68273837001766
ENST00000523190.7	127855154:127855156	0	1.68273837001766
ENST00000523190.7	128031958:128031960	-0.526347415927653	1.68273837001766
ENST00000523190.7	128074072:128074074	0	1.68273837001766
ENST00000523190.7	127816827:127816829	0	1.68273837001766
ENST00000523190.7	127851933:127851935	0	1.68273837001766
ENST00000523190.7	127932464:127932466	0	1.68273837001766
ENST00000523190.7	128070161:128070163	-4.18304774231917	1.68273837001766
ENST00000523190.7	128070159:128070161	0	1.68273837001766
ENST00000523190.7	127890588:127890590	0	1.68273837001766
ENST00000523190.7	128049584:128049586	0	1.68273837001766
ENST00000523190.7	128096517:128096519	0	1.68273837001766
ENST00000523190.7	127932052:127932054	0	1.68273837001766
ENST00000523190.7	127855162:127855164	0	1.68273837001766
ENST00000523190.7	127932027:127932029	0	1.68273837001766
ENST00000523190.7	128038916:128038918	0	1.68273837001766
ENST00000523190.7	127881800:127881802	-24.351699640392	1.68273837001766
ENST00000523190.7	128080302:128080304	-34.2722103618514	1.68273837001766
ENST00000523190.7	128049587:128049589	0	1.68273837001766
ENST00000523190.7	128048447:128048449	0	1.68273837001766
ENST00000523190.7	127989161:127989163	0	1.68273837001766
ENST00000523190.7	127902455:127902457	0	1.68273837001766
ENST00000523190.7	127819908:127819910	0	1.68273837001766
ENST00000523190.7	127996560:127996562	0	1.68273837001766
ENST00000523190.7	128096520:128096522	0	1.68273837001766
ENST00000523190.7	128074069:128074071	0	1.68273837001766
ENST00000523328.6	(Intercept)	7.62093900896009	3.37670004026934
ENST00000523328.6	127818899:127818901	0	3.37670004026934
ENST00000523328.6	127882061:127882063	0	3.37670004026934
ENST00000523328.6	128100979:128100981	0	3.37670004026934
ENST00000523328.6	127803149:127803151	0	3.37670004026934
ENST00000523328.6	128082752:128082754	0	3.37670004026934
ENST00000523328.6	127854727:127854729	0	3.37670004026934
ENST00000523328.6	128069068:128069070	0	3.37670004026934
ENST00000523328.6	128099369:128099371	0	3.37670004026934
ENST00000523328.6	128031057:128031059	0	3.37670004026934
ENST00000523328.6	127855154:127855156	0	3.37670004026934
ENST00000523328.6	128031958:128031960	0	3.37670004026934
ENST00000523328.6	128074072:128074074	0	3.37670004026934
ENST00000523328.6	127816827:127816829	0	3.37670004026934
ENST00000523328.6	127851933:127851935	0	3.37670004026934
ENST00000523328.6	127932464:127932466	0	3.37670004026934
ENST00000523328.6	128070161:128070163	0	3.37670004026934
ENST00000523328.6	128070159:128070161	0	3.37670004026934
ENST00000523328.6	127890588:127890590	0	3.37670004026934
ENST00000523328.6	128049584:128049586	0	3.37670004026934
ENST00000523328.6	128096517:128096519	0	3.37670004026934
ENST00000523328.6	127932052:127932054	-15.7998033036786	3.37670004026934
ENST00000523328.6	127855162:127855164	0	3.37670004026934
ENST00000523328.6	127932027:127932029	0	3.37670004026934
ENST00000523328.6	128038916:128038918	0	3.37670004026934
ENST00000523328.6	127881800:127881802	0	3.37670004026934
ENST00000523328.6	128080302:128080304	0	3.37670004026934
ENST00000523328.6	128049587:128049589	0	3.37670004026934
ENST00000523328.6	128048447:128048449	0	3.37670004026934
ENST00000523328.6	127989161:127989163	0	3.37670004026934
ENST00000523328.6	127902455:127902457	0	3.37670004026934
ENST00000523328.6	127819908:127819910	0	3.37670004026934
