Gene	Term	GLMNET_coefficients	lambda_min
ENST00000512617.7	128070159:128070161	0	0.54454270173949
ENST00000512617.7	127890588:127890590	0	0.54454270173949
ENST00000512617.7	128049584:128049586	0	0.54454270173949
ENST00000512617.7	128096517:128096519	0	0.54454270173949
ENST00000512617.7	127932052:127932054	0	0.54454270173949
ENST00000512617.7	127855162:127855164	0	0.54454270173949
ENST00000512617.7	127932027:127932029	0	0.54454270173949
ENST00000512617.7	128038916:128038918	0	0.54454270173949
ENST00000512617.7	127881800:127881802	0	0.54454270173949
ENST00000512617.7	128080302:128080304	0	0.54454270173949
ENST00000512617.7	128049587:128049589	0	0.54454270173949
ENST00000512617.7	128048447:128048449	0	0.54454270173949
ENST00000512617.7	127989161:127989163	0	0.54454270173949
ENST00000512617.7	127902455:127902457	0	0.54454270173949
ENST00000512617.7	127819908:127819910	0	0.54454270173949
ENST00000512617.7	127996560:127996562	0	0.54454270173949
ENST00000512617.7	128096520:128096522	0	0.54454270173949
ENST00000512617.7	128074069:128074071	0	0.54454270173949
ENST00000513868.6	(Intercept)	9.94079214942688	1.69268828942025
ENST00000513868.6	127818899:127818901	0	1.69268828942025
ENST00000513868.6	127882061:127882063	0	1.69268828942025
ENST00000513868.6	128100979:128100981	0	1.69268828942025
ENST00000513868.6	127803149:127803151	0	1.69268828942025
ENST00000513868.6	128082752:128082754	0.529864363476691	1.69268828942025
ENST00000513868.6	127854727:127854729	0	1.69268828942025
ENST00000513868.6	128069068:128069070	0	1.69268828942025
ENST00000513868.6	128099369:128099371	0	1.69268828942025
ENST00000513868.6	128031057:128031059	0	1.69268828942025
ENST00000513868.6	127855154:127855156	0	1.69268828942025
ENST00000513868.6	128031958:128031960	0	1.69268828942025
ENST00000513868.6	128074072:128074074	0	1.69268828942025
ENST00000513868.6	127816827:127816829	-25.9462927586146	1.69268828942025
ENST00000513868.6	127851933:127851935	0	1.69268828942025
ENST00000513868.6	127932464:127932466	0	1.69268828942025
ENST00000513868.6	128070161:128070163	0	1.69268828942025
ENST00000513868.6	128070159:128070161	0	1.69268828942025
ENST00000513868.6	127890588:127890590	0	1.69268828942025
ENST00000513868.6	128049584:128049586	0	1.69268828942025
ENST00000513868.6	128096517:128096519	0	1.69268828942025
ENST00000513868.6	127932052:127932054	0	1.69268828942025
ENST00000513868.6	127855162:127855164	12.7684580983599	1.69268828942025
ENST00000513868.6	127932027:127932029	0	1.69268828942025
ENST00000513868.6	128038916:128038918	0	1.69268828942025
ENST00000513868.6	127881800:127881802	0	1.69268828942025
ENST00000513868.6	128080302:128080304	0	1.69268828942025
ENST00000513868.6	128049587:128049589	0	1.69268828942025
ENST00000513868.6	128048447:128048449	0	1.69268828942025
ENST00000513868.6	127989161:127989163	0	1.69268828942025
ENST00000513868.6	127902455:127902457	0	1.69268828942025
ENST00000513868.6	127819908:127819910	0	1.69268828942025
ENST00000513868.6	127996560:127996562	0	1.69268828942025
ENST00000513868.6	128096520:128096522	0	1.69268828942025
ENST00000513868.6	128074069:128074071	0	1.69268828942025
ENST00000517790.2	(Intercept)	-45.1751674725881	0.380156980086357
ENST00000517790.2	127818899:127818901	8.63240850437253	0.380156980086357
ENST00000517790.2	127882061:127882063	0	0.380156980086357
ENST00000517790.2	128100979:128100981	8.99356088380999	0.380156980086357
ENST00000517790.2	127803149:127803151	15.6382742177047	0.380156980086357
ENST00000517790.2	128082752:128082754	0	0.380156980086357
ENST00000517790.2	127854727:127854729	32.3804995316414	0.380156980086357
ENST00000517790.2	128069068:128069070	0.72031735037574	0.380156980086357
ENST00000517790.2	128099369:128099371	0	0.380156980086357
ENST00000517790.2	128031057:128031059	-19.3219250420687	0.380156980086357
ENST00000517790.2	127855154:127855156	0	0.380156980086357
ENST00000517790.2	128031958:128031960	6.41774178796558	0.380156980086357
ENST00000517790.2	128074072:128074074	0	0.380156980086357
ENST00000517790.2	127816827:127816829	0	0.380156980086357
ENST00000517790.2	127851933:127851935	0	0.380156980086357
ENST00000517790.2	127932464:127932466	0	0.380156980086357
ENST00000517790.2	128070161:128070163	0	0.380156980086357
ENST00000517790.2	128070159:128070161	0	0.380156980086357
ENST00000517790.2	127890588:127890590	0.317580330857746	0.380156980086357
ENST00000517790.2	128049584:128049586	2.37203903422921	0.380156980086357
ENST00000517790.2	128096517:128096519	0	0.380156980086357
ENST00000517790.2	127932052:127932054	13.1759413210584	0.380156980086357
ENST00000517790.2	127855162:127855164	0	0.380156980086357
ENST00000517790.2	127932027:127932029	-17.1830782180209	0.380156980086357
ENST00000517790.2	128038916:128038918	0	0.380156980086357
ENST00000517790.2	127881800:127881802	0	0.380156980086357
ENST00000517790.2	128080302:128080304	0	0.380156980086357
ENST00000517790.2	128049587:128049589	4.09642483291154	0.380156980086357
ENST00000517790.2	128048447:128048449	0	0.380156980086357
ENST00000517790.2	127989161:127989163	9.64962995547378	0.380156980086357
ENST00000517790.2	127902455:127902457	-27.4098316939938	0.380156980086357
ENST00000517790.2	127819908:127819910	0	0.380156980086357
ENST00000517790.2	127996560:127996562	0	0.380156980086357
ENST00000517790.2	128096520:128096522	0	0.380156980086357
ENST00000517790.2	128074069:128074071	0	0.380156980086357
ENST00000517838.6	(Intercept)	-111.39751426044	1.01895116208319
ENST00000517838.6	127818899:127818901	0	1.01895116208319
ENST00000517838.6	127882061:127882063	33.2609240260797	1.01895116208319
ENST00000517838.6	128100979:128100981	0	1.01895116208319
ENST00000517838.6	127803149:127803151	0	1.01895116208319
ENST00000517838.6	128082752:128082754	0	1.01895116208319
ENST00000517838.6	127854727:127854729	57.2792170753611	1.01895116208319
ENST00000517838.6	128069068:128069070	0	1.01895116208319
ENST00000517838.6	128099369:128099371	0	1.01895116208319
ENST00000517838.6	128031057:128031059	-2.24536811856003	1.01895116208319
ENST00000517838.6	127855154:127855156	0	1.01895116208319
ENST00000517838.6	128031958:128031960	0	1.01895116208319
ENST00000517838.6	128074072:128074074	0	1.01895116208319
ENST00000517838.6	127816827:127816829	0	1.01895116208319
ENST00000517838.6	127851933:127851935	-19.5856549518173	1.01895116208319
ENST00000517838.6	127932464:127932466	25.3001929323424	1.01895116208319
ENST00000517838.6	128070161:128070163	0	1.01895116208319
ENST00000517838.6	128070159:128070161	0	1.01895116208319
ENST00000517838.6	127890588:127890590	0	1.01895116208319
ENST00000517838.6	128049584:128049586	15.9078230640209	1.01895116208319
ENST00000517838.6	128096517:128096519	0	1.01895116208319
ENST00000517838.6	127932052:127932054	0	1.01895116208319
ENST00000517838.6	127855162:127855164	1.84875089174094	1.01895116208319
ENST00000517838.6	127932027:127932029	0	1.01895116208319
ENST00000517838.6	128038916:128038918	0	1.01895116208319
ENST00000517838.6	127881800:127881802	0	1.01895116208319
ENST00000517838.6	128080302:128080304	0	1.01895116208319
ENST00000517838.6	128049587:128049589	0	1.01895116208319
ENST00000517838.6	128048447:128048449	0	1.01895116208319
ENST00000517838.6	127989161:127989163	0	1.01895116208319
ENST00000517838.6	127902455:127902457	0	1.01895116208319
ENST00000517838.6	127819908:127819910	0	1.01895116208319
ENST00000517838.6	127996560:127996562	0	1.01895116208319
ENST00000517838.6	128096520:128096522	0	1.01895116208319
ENST00000517838.6	128074069:128074071	0	1.01895116208319
ENST00000518528.2	(Intercept)	3.28894019039737	1.58170027549401
ENST00000518528.2	127818899:127818901	0	1.58170027549401
ENST00000518528.2	127882061:127882063	0	1.58170027549401
ENST00000518528.2	128100979:128100981	0	1.58170027549401
ENST00000518528.2	127803149:127803151	0	1.58170027549401
ENST00000518528.2	128082752:128082754	0	1.58170027549401
ENST00000518528.2	127854727:127854729	0	1.58170027549401
ENST00000518528.2	128069068:128069070	0	1.58170027549401
ENST00000518528.2	128099369:128099371	0	1.58170027549401
ENST00000518528.2	128031057:128031059	0	1.58170027549401
ENST00000518528.2	127855154:127855156	0	1.58170027549401
ENST00000518528.2	128031958:128031960	0	1.58170027549401
ENST00000518528.2	128074072:128074074	0	1.58170027549401
ENST00000518528.2	127816827:127816829	0	1.58170027549401
ENST00000518528.2	127851933:127851935	0	1.58170027549401
ENST00000518528.2	127932464:127932466	0	1.58170027549401
ENST00000518528.2	128070161:128070163	0	1.58170027549401
ENST00000518528.2	128070159:128070161	0	1.58170027549401
ENST00000518528.2	127890588:127890590	0	1.58170027549401
ENST00000518528.2	128049584:128049586	0	1.58170027549401
ENST00000518528.2	128096517:128096519	0	1.58170027549401
ENST00000518528.2	127932052:127932054	-15.4863910943002	1.58170027549401
ENST00000518528.2	127855162:127855164	0	1.58170027549401
ENST00000518528.2	127932027:127932029	-2.47426746775004	1.58170027549401
ENST00000518528.2	128038916:128038918	0	1.58170027549401
ENST00000518528.2	127881800:127881802	0	1.58170027549401
ENST00000518528.2	128080302:128080304	0	1.58170027549401
ENST00000518528.2	128049587:128049589	7.96743935025843	1.58170027549401
ENST00000518528.2	128048447:128048449	0	1.58170027549401
ENST00000518528.2	127989161:127989163	0	1.58170027549401
ENST00000518528.2	127902455:127902457	0	1.58170027549401
ENST00000518528.2	127819908:127819910	0	1.58170027549401
ENST00000518528.2	127996560:127996562	0	1.58170027549401
ENST00000518528.2	128096520:128096522	0	1.58170027549401
ENST00000518528.2	128074069:128074071	0	1.58170027549401
ENST00000520913.2	(Intercept)	5.30283196612319	1.07414021327944
ENST00000520913.2	127818899:127818901	0	1.07414021327944
ENST00000520913.2	127882061:127882063	0	1.07414021327944
ENST00000520913.2	128100979:128100981	0	1.07414021327944
ENST00000520913.2	127803149:127803151	8.86713186275621	1.07414021327944
ENST00000520913.2	128082752:128082754	0	1.07414021327944
ENST00000520913.2	127854727:127854729	11.5617281025289	1.07414021327944
ENST00000520913.2	128069068:128069070	0	1.07414021327944
ENST00000520913.2	128099369:128099371	0	1.07414021327944
ENST00000520913.2	128031057:128031059	7.59830302184159	1.07414021327944
ENST00000520913.2	127855154:127855156	0	1.07414021327944
ENST00000520913.2	128031958:128031960	0	1.07414021327944
ENST00000520913.2	128074072:128074074	0	1.07414021327944
ENST00000520913.2	127816827:127816829	0	1.07414021327944
ENST00000520913.2	127851933:127851935	-19.1023820020075	1.07414021327944
ENST00000520913.2	127932464:127932466	-25.9127205630353	1.07414021327944
ENST00000520913.2	128070161:128070163	0	1.07414021327944
ENST00000520913.2	128070159:128070161	0	1.07414021327944
ENST00000520913.2	127890588:127890590	0	1.07414021327944
ENST00000520913.2	128049584:128049586	0	1.07414021327944
ENST00000520913.2	128096517:128096519	0	1.07414021327944
ENST00000520913.2	127932052:127932054	0	1.07414021327944
ENST00000520913.2	127855162:127855164	0	1.07414021327944
ENST00000520913.2	127932027:127932029	0	1.07414021327944
ENST00000520913.2	128038916:128038918	0	1.07414021327944
ENST00000520913.2	127881800:127881802	0	1.07414021327944
ENST00000520913.2	128080302:128080304	0.577550726188095	1.07414021327944
ENST00000520913.2	128049587:128049589	0	1.07414021327944
ENST00000520913.2	128048447:128048449	0	1.07414021327944
ENST00000520913.2	127989161:127989163	0	1.07414021327944
ENST00000520913.2	127902455:127902457	0	1.07414021327944
ENST00000520913.2	127819908:127819910	0	1.07414021327944
ENST00000520913.2	127996560:127996562	0	1.07414021327944
ENST00000520913.2	128096520:128096522	-1.5796070365891	1.07414021327944
ENST00000520913.2	128074069:128074071	5.23267673543949	1.07414021327944
ENST00000521122.2	(Intercept)	44.8271077747498	1.66845312964702
ENST00000521122.2	127818899:127818901	0	1.66845312964702
ENST00000521122.2	127882061:127882063	0	1.66845312964702
ENST00000521122.2	128100979:128100981	0	1.66845312964702
ENST00000521122.2	127803149:127803151	0	1.66845312964702
ENST00000521122.2	128082752:128082754	0	1.66845312964702
ENST00000521122.2	127854727:127854729	0	1.66845312964702
ENST00000521122.2	128069068:128069070	0	1.66845312964702
ENST00000521122.2	128099369:128099371	0	1.66845312964702
ENST00000521122.2	128031057:128031059	0	1.66845312964702
ENST00000521122.2	127855154:127855156	-37.5359531123294	1.66845312964702
ENST00000521122.2	128031958:128031960	-12.9610851347595	1.66845312964702
ENST00000521122.2	128074072:128074074	0	1.66845312964702
ENST00000521122.2	127816827:127816829	0	1.66845312964702
ENST00000521122.2	127851933:127851935	0	1.66845312964702
ENST00000521122.2	127932464:127932466	0	1.66845312964702
ENST00000521122.2	128070161:128070163	0	1.66845312964702
ENST00000521122.2	128070159:128070161	0	1.66845312964702
ENST00000521122.2	127890588:127890590	0	1.66845312964702
ENST00000521122.2	128049584:128049586	0	1.66845312964702
ENST00000521122.2	128096517:128096519	0	1.66845312964702
ENST00000521122.2	127932052:127932054	0	1.66845312964702
ENST00000521122.2	127855162:127855164	0	1.66845312964702
ENST00000521122.2	127932027:127932029	0	1.66845312964702
ENST00000521122.2	128038916:128038918	0	1.66845312964702
ENST00000521122.2	127881800:127881802	0	1.66845312964702
ENST00000521122.2	128080302:128080304	0	1.66845312964702
ENST00000521122.2	128049587:128049589	0	1.66845312964702
ENST00000521122.2	128048447:128048449	0	1.66845312964702
ENST00000521122.2	127989161:127989163	0	1.66845312964702
ENST00000521122.2	127902455:127902457	0	1.66845312964702
ENST00000521122.2	127819908:127819910	0	1.66845312964702
ENST00000521122.2	127996560:127996562	0	1.66845312964702
ENST00000521122.2	128096520:128096522	0	1.66845312964702
ENST00000521122.2	128074069:128074071	0	1.66845312964702
ENST00000521600.5	(Intercept)	-10.6382942046195	1.19085676739751
ENST00000521600.5	127818899:127818901	0	1.19085676739751
ENST00000521600.5	127882061:127882063	0	1.19085676739751
ENST00000521600.5	128100979:128100981	0	1.19085676739751
ENST00000521600.5	127803149:127803151	0	1.19085676739751
ENST00000521600.5	128082752:128082754	0	1.19085676739751
ENST00000521600.5	127854727:127854729	0	1.19085676739751
ENST00000521600.5	128069068:128069070	0	1.19085676739751
ENST00000521600.5	128099369:128099371	0	1.19085676739751
ENST00000521600.5	128031057:128031059	0	1.19085676739751
ENST00000521600.5	127855154:127855156	0	1.19085676739751
ENST00000521600.5	128031958:128031960	0	1.19085676739751
ENST00000521600.5	128074072:128074074	0	1.19085676739751
ENST00000521600.5	127816827:127816829	0	1.19085676739751
ENST00000521600.5	127851933:127851935	0	1.19085676739751
ENST00000521600.5	127932464:127932466	0	1.19085676739751
ENST00000521600.5	128070161:128070163	0	1.19085676739751
ENST00000521600.5	128070159:128070161	0	1.19085676739751
ENST00000521600.5	127890588:127890590	0	1.19085676739751
ENST00000521600.5	128049584:128049586	0	1.19085676739751
ENST00000521600.5	128096517:128096519	0	1.19085676739751
ENST00000521600.5	127932052:127932054	0	1.19085676739751
ENST00000521600.5	127855162:127855164	0	1.19085676739751
ENST00000521600.5	127932027:127932029	0	1.19085676739751
ENST00000521600.5	128038916:128038918	0	1.19085676739751
ENST00000521600.5	127881800:127881802	0	1.19085676739751
ENST00000521600.5	128080302:128080304	0	1.19085676739751
ENST00000521600.5	128049587:128049589	0	1.19085676739751
ENST00000521600.5	128048447:128048449	0	1.19085676739751
ENST00000521600.5	127989161:127989163	0	1.19085676739751
ENST00000521600.5	127902455:127902457	0	1.19085676739751
ENST00000521600.5	127819908:127819910	0	1.19085676739751
ENST00000521600.5	127996560:127996562	0	1.19085676739751
ENST00000521600.5	128096520:128096522	0	1.19085676739751
ENST00000521600.5	128074069:128074071	0	1.19085676739751
ENST00000521951.1	(Intercept)	-2.17451625441312	2.03291983271171
ENST00000521951.1	127818899:127818901	0	2.03291983271171
ENST00000521951.1	127882061:127882063	0	2.03291983271171
ENST00000521951.1	128100979:128100981	0	2.03291983271171
ENST00000521951.1	127803149:127803151	0	2.03291983271171
ENST00000521951.1	128082752:128082754	0	2.03291983271171
ENST00000521951.1	127854727:127854729	0	2.03291983271171
ENST00000521951.1	128069068:128069070	0	2.03291983271171
ENST00000521951.1	128099369:128099371	0	2.03291983271171
ENST00000521951.1	128031057:128031059	0	2.03291983271171
ENST00000521951.1	127855154:127855156	0	2.03291983271171
ENST00000521951.1	128031958:128031960	0	2.03291983271171
ENST00000521951.1	128074072:128074074	0	2.03291983271171
ENST00000521951.1	127816827:127816829	0	2.03291983271171
ENST00000521951.1	127851933:127851935	0	2.03291983271171
ENST00000521951.1	127932464:127932466	0	2.03291983271171
ENST00000521951.1	128070161:128070163	0	2.03291983271171
ENST00000521951.1	128070159:128070161	0	2.03291983271171
ENST00000521951.1	127890588:127890590	0	2.03291983271171
ENST00000521951.1	128049584:128049586	0	2.03291983271171
ENST00000521951.1	128096517:128096519	0	2.03291983271171
ENST00000521951.1	127932052:127932054	0	2.03291983271171
ENST00000521951.1	127855162:127855164	0	2.03291983271171
ENST00000521951.1	127932027:127932029	0	2.03291983271171
ENST00000521951.1	128038916:128038918	0	2.03291983271171
ENST00000521951.1	127881800:127881802	0	2.03291983271171
ENST00000521951.1	128080302:128080304	0	2.03291983271171
ENST00000521951.1	128049587:128049589	0	2.03291983271171
ENST00000521951.1	128048447:128048449	0	2.03291983271171
ENST00000521951.1	127989161:127989163	0	2.03291983271171
ENST00000521951.1	127902455:127902457	0	2.03291983271171
ENST00000521951.1	127819908:127819910	0	2.03291983271171
ENST00000521951.1	127996560:127996562	0	2.03291983271171
ENST00000521951.1	128096520:128096522	-3.40651898713663e-15	2.03291983271171
ENST00000521951.1	128074069:128074071	0	2.03291983271171
ENST00000522414.2	(Intercept)	-8.54363726039679	2.13423758646839
ENST00000522414.2	127818899:127818901	0	2.13423758646839
ENST00000522414.2	127882061:127882063	0	2.13423758646839
ENST00000522414.2	128100979:128100981	0	2.13423758646839
ENST00000522414.2	127803149:127803151	0	2.13423758646839
ENST00000522414.2	128082752:128082754	0	2.13423758646839
ENST00000522414.2	127854727:127854729	0	2.13423758646839
ENST00000522414.2	128069068:128069070	0	2.13423758646839
ENST00000522414.2	128099369:128099371	0	2.13423758646839
ENST00000522414.2	128031057:128031059	0	2.13423758646839
ENST00000522414.2	127855154:127855156	0	2.13423758646839
ENST00000522414.2	128031958:128031960	0	2.13423758646839
ENST00000522414.2	128074072:128074074	0	2.13423758646839
ENST00000522414.2	127816827:127816829	0	2.13423758646839
ENST00000522414.2	127851933:127851935	0	2.13423758646839
ENST00000522414.2	127932464:127932466	0	2.13423758646839
ENST00000522414.2	128070161:128070163	0	2.13423758646839
ENST00000522414.2	128070159:128070161	0	2.13423758646839
ENST00000522414.2	127890588:127890590	0	2.13423758646839
ENST00000522414.2	128049584:128049586	0	2.13423758646839
ENST00000522414.2	128096517:128096519	0	2.13423758646839
ENST00000522414.2	127932052:127932054	0	2.13423758646839
ENST00000522414.2	127855162:127855164	0	2.13423758646839
ENST00000522414.2	127932027:127932029	0	2.13423758646839
ENST00000522414.2	128038916:128038918	0	2.13423758646839
ENST00000522414.2	127881800:127881802	0	2.13423758646839
ENST00000522414.2	128080302:128080304	0	2.13423758646839
ENST00000522414.2	128049587:128049589	0	2.13423758646839
ENST00000522414.2	128048447:128048449	0	2.13423758646839
ENST00000522414.2	127989161:127989163	0	2.13423758646839
ENST00000522414.2	127902455:127902457	0	2.13423758646839
ENST00000522414.2	127819908:127819910	0	2.13423758646839
ENST00000522414.2	127996560:127996562	0	2.13423758646839
ENST00000522414.2	128096520:128096522	0	2.13423758646839
ENST00000522414.2	128074069:128074071	0	2.13423758646839
ENST00000522875.5	(Intercept)	-6.02402111580243	2.34291654351436
ENST00000522875.5	127818899:127818901	0	2.34291654351436
ENST00000522875.5	127882061:127882063	0	2.34291654351436
ENST00000522875.5	128100979:128100981	0	2.34291654351436
ENST00000522875.5	127803149:127803151	0	2.34291654351436
ENST00000522875.5	128082752:128082754	0	2.34291654351436
ENST00000522875.5	127854727:127854729	0	2.34291654351436
ENST00000522875.5	128069068:128069070	0	2.34291654351436
ENST00000522875.5	128099369:128099371	0	2.34291654351436
ENST00000522875.5	128031057:128031059	0	2.34291654351436
ENST00000522875.5	127855154:127855156	0	2.34291654351436
ENST00000522875.5	128031958:128031960	0	2.34291654351436
ENST00000522875.5	128074072:128074074	0	2.34291654351436
ENST00000522875.5	127816827:127816829	0	2.34291654351436
ENST00000522875.5	127851933:127851935	0	2.34291654351436
ENST00000522875.5	127932464:127932466	0	2.34291654351436
ENST00000522875.5	128070161:128070163	0	2.34291654351436
ENST00000522875.5	128070159:128070161	0	2.34291654351436
ENST00000522875.5	127890588:127890590	0	2.34291654351436
ENST00000522875.5	128049584:128049586	0	2.34291654351436
ENST00000522875.5	128096517:128096519	0	2.34291654351436
ENST00000522875.5	127932052:127932054	0	2.34291654351436
ENST00000522875.5	127855162:127855164	0	2.34291654351436
ENST00000522875.5	127932027:127932029	0	2.34291654351436
ENST00000522875.5	128038916:128038918	0	2.34291654351436
ENST00000522875.5	127881800:127881802	0	2.34291654351436
ENST00000522875.5	128080302:128080304	0	2.34291654351436
ENST00000522875.5	128049587:128049589	0	2.34291654351436
ENST00000522875.5	128048447:128048449	0	2.34291654351436
ENST00000522875.5	127989161:127989163	0	2.34291654351436
ENST00000522875.5	127902455:127902457	0	2.34291654351436
ENST00000522875.5	127819908:127819910	0	2.34291654351436
ENST00000522875.5	127996560:127996562	2.69239283604406e-15	2.34291654351436
ENST00000522875.5	128096520:128096522	0	2.34291654351436
ENST00000522875.5	128074069:128074071	0	2.34291654351436
ENST00000522963.6	(Intercept)	-2.59908589241025	1.59411295753843
ENST00000522963.6	127818899:127818901	0	1.59411295753843
ENST00000522963.6	127882061:127882063	0	1.59411295753843
ENST00000522963.6	128100979:128100981	0	1.59411295753843
ENST00000522963.6	127803149:127803151	0	1.59411295753843
ENST00000522963.6	128082752:128082754	0	1.59411295753843
ENST00000522963.6	127854727:127854729	0	1.59411295753843
ENST00000522963.6	128069068:128069070	0	1.59411295753843
ENST00000522963.6	128099369:128099371	0	1.59411295753843
ENST00000522963.6	128031057:128031059	0	1.59411295753843
ENST00000522963.6	127855154:127855156	0	1.59411295753843
ENST00000522963.6	128031958:128031960	0	1.59411295753843
ENST00000522963.6	128074072:128074074	0	1.59411295753843
ENST00000522963.6	127816827:127816829	0	1.59411295753843
ENST00000522963.6	127851933:127851935	0	1.59411295753843
ENST00000522963.6	127932464:127932466	-4.44924188669041	1.59411295753843
ENST00000522963.6	128070161:128070163	0	1.59411295753843
ENST00000522963.6	128070159:128070161	-1.74674822418166	1.59411295753843
ENST00000522963.6	127890588:127890590	0	1.59411295753843
ENST00000522963.6	128049584:128049586	0	1.59411295753843
ENST00000522963.6	128096517:128096519	0	1.59411295753843
ENST00000522963.6	127932052:127932054	0	1.59411295753843
ENST00000522963.6	127855162:127855164	0	1.59411295753843
ENST00000522963.6	127932027:127932029	0	1.59411295753843
ENST00000522963.6	128038916:128038918	0	1.59411295753843
ENST00000522963.6	127881800:127881802	0	1.59411295753843
ENST00000522963.6	128080302:128080304	0	1.59411295753843
ENST00000522963.6	128049587:128049589	0	1.59411295753843
ENST00000522963.6	128048447:128048449	0	1.59411295753843
ENST00000522963.6	127989161:127989163	0	1.59411295753843
ENST00000522963.6	127902455:127902457	0	1.59411295753843
ENST00000522963.6	127819908:127819910	0	1.59411295753843
ENST00000522963.6	127996560:127996562	0	1.59411295753843
ENST00000522963.6	128096520:128096522	0	1.59411295753843
ENST00000522963.6	128074069:128074071	0	1.59411295753843
ENST00000523068.2	(Intercept)	0.398833374295488	1.17377507040349
ENST00000523068.2	127818899:127818901	0	1.17377507040349
ENST00000523068.2	127882061:127882063	0	1.17377507040349
ENST00000523068.2	128100979:128100981	0	1.17377507040349
ENST00000523068.2	127803149:127803151	0	1.17377507040349
ENST00000523068.2	128082752:128082754	0	1.17377507040349
ENST00000523068.2	127854727:127854729	0	1.17377507040349
ENST00000523068.2	128069068:128069070	0	1.17377507040349
ENST00000523068.2	128099369:128099371	0	1.17377507040349
ENST00000523068.2	128031057:128031059	0	1.17377507040349
ENST00000523068.2	127855154:127855156	0	1.17377507040349
ENST00000523068.2	128031958:128031960	0	1.17377507040349
ENST00000523068.2	128074072:128074074	0	1.17377507040349
ENST00000523068.2	127816827:127816829	0	1.17377507040349
ENST00000523068.2	127851933:127851935	0	1.17377507040349
ENST00000523068.2	127932464:127932466	0	1.17377507040349
ENST00000523068.2	128070161:128070163	0	1.17377507040349
ENST00000523068.2	128070159:128070161	0	1.17377507040349
ENST00000523068.2	127890588:127890590	0	1.17377507040349
ENST00000523068.2	128049584:128049586	0	1.17377507040349
ENST00000523068.2	128096517:128096519	0	1.17377507040349
ENST00000523068.2	127932052:127932054	0	1.17377507040349
ENST00000523068.2	127855162:127855164	0	1.17377507040349
ENST00000523068.2	127932027:127932029	0	1.17377507040349
ENST00000523068.2	128038916:128038918	0	1.17377507040349
ENST00000523068.2	127881800:127881802	0	1.17377507040349
ENST00000523068.2	128080302:128080304	0	1.17377507040349
ENST00000523068.2	128049587:128049589	0	1.17377507040349
ENST00000523068.2	128048447:128048449	0	1.17377507040349
ENST00000523068.2	127989161:127989163	0	1.17377507040349
