ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0009260	GO:0009260	ribonucleotide biosynthetic process	5/52	252/21288	0.0198412698412698	8.12271062271062	5.62842046312803	0.00036877599866468	0.00863550463539792	0.00739169435919994	AK1/NDUFA8/NDUFA1/NDUFA6/ATP5MF	5
GO:0046390	GO:0046390	ribose phosphate biosynthetic process	5/52	259/21288	0.0193050193050193	7.9031779031779	5.53110853959204	0.00041797734808634	0.00939613078498093	0.00804276412949295	AK1/NDUFA8/NDUFA1/NDUFA6/ATP5MF	5
GO:0006120	GO:0006120	mitochondrial electron transport, NADH to ubiquinone	3/52	66/21288	0.0454545454545455	18.6083916083916	7.08958876641727	0.000564314754033481	0.0121978804525699	0.0104409652871782	NDUFA8/NDUFA1/NDUFA6	3
GO:0006164	GO:0006164	purine nucleotide biosynthetic process	5/52	284/21288	0.0176056338028169	7.20747562296858	5.21129587826356	0.000635075805511287	0.0132189852850868	0.0113149958330861	AK1/NDUFA8/NDUFA1/NDUFA6/ATP5MF	5
GO:0072522	GO:0072522	purine-containing compound biosynthetic process	5/52	294/21288	0.0170068027210884	6.96232339089482	5.09406099041727	0.000742222157329443	0.0148974590149695	0.0127517114999833	AK1/NDUFA8/NDUFA1/NDUFA6/ATP5MF	5
GO:0010257	GO:0010257	NADH dehydrogenase complex assembly	3/52	76/21288	0.0394736842105263	16.1599190283401	6.55141954688731	0.00085217017374977	0.015963987921579	0.0136646234878472	NDUFA8/NDUFA1/NDUFA6	3
GO:0032981	GO:0032981	mitochondrial respiratory chain complex I assembly	3/52	76/21288	0.0394736842105263	16.1599190283401	6.55141954688731	0.00085217017374977	0.015963987921579	0.0136646234878472	NDUFA8/NDUFA1/NDUFA6	3
GO:0009165	GO:0009165	nucleotide biosynthetic process	5/52	325/21288	0.0153846153846154	6.29822485207101	4.76286083695275	0.00116135457590877	0.0209587049660965	0.0179399291431094	AK1/NDUFA8/NDUFA1/NDUFA6/ATP5MF	5
GO:1901293	GO:1901293	nucleoside phosphate biosynthetic process	5/52	327/21288	0.0152905198776758	6.25970359915314	4.74298435258037	0.00119337821871012	0.0209587049660965	0.0179399291431094	AK1/NDUFA8/NDUFA1/NDUFA6/ATP5MF	5
GO:0006123	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen	2/52	26/21288	0.0769230769230769	31.491124260355	7.69804771185406	0.00183190468342812	0.0311978918814123	0.026704320265603	COX7B/COX3	2
GO:0008535	GO:0008535	respiratory chain complex IV assembly	2/52	31/21288	0.0645161290322581	26.4119106699752	7.00631605104453	0.00260066057496655	0.0429873895038588	0.0367957239244493	COA6/COX3	2
GO:0033108	GO:0033108	mitochondrial respiratory chain complex assembly	3/52	118/21288	0.0254237288135593	10.4080834419817	5.07112456829188	0.0030106708995255	0.0483427727295237	0.0413797474009971	NDUFA8/NDUFA1/NDUFA6	3
