"Target","Evidence"
"RESF1","predicted (intersection) + predicted (union)"
"RETREG1","predicted (intersection) + predicted (union)"
"REV1","predicted (intersection) + predicted (union)"
"RFC3","predicted (intersection) + predicted (union)"
"RFESD","predicted (intersection) + predicted (union)"
"RFTN1","predicted (intersection) + predicted (union)"
"RFTN2","predicted (intersection) + predicted (union)"
"RFXAP","predicted (intersection) + predicted (union)"
"RGL1","predicted (intersection) + predicted (union)"
"RGP1","predicted (intersection) + predicted (union)"
"RGPD4","predicted (intersection) + predicted (union)"
"RGR","predicted (intersection) + predicted (union)"
"RGS18","predicted (intersection) + predicted (union)"
"RGS5","predicted (intersection) + predicted (union)"
"RHBDD1","predicted (intersection) + predicted (union)"
"RHBDL3","predicted (intersection) + predicted (union)"
"RHOA","predicted (intersection) + predicted (union)"
"RHOBTB1","predicted (intersection) + predicted (union)"
"RHOJ","predicted (intersection) + predicted (union)"
"RHOT1","predicted (intersection) + predicted (union)"
"RIC1","predicted (intersection) + predicted (union)"
"RIMKLA","predicted (intersection) + predicted (union)"
"RIMKLB","predicted (intersection) + predicted (union)"
"RIMS2","predicted (intersection) + predicted (union)"
"RIMS3","predicted (intersection) + predicted (union)"
"RIOX2","predicted (intersection) + predicted (union)"
"RIPK2","predicted (intersection) + predicted (union)"
"RIPK4","predicted (intersection) + predicted (union)"
"RIPOR2","predicted (intersection) + predicted (union)"
"RIPPLY3","predicted (intersection) + predicted (union)"
"RIT1","predicted (intersection) + predicted (union)"
"RLF","predicted (intersection) + predicted (union)"
"RLIM","predicted (intersection) + predicted (union)"
"RLN2","predicted (intersection) + predicted (union)"
"RNASEH1","predicted (intersection) + predicted (union)"
"RNASEH2B","predicted (intersection) + predicted (union)"
"RNASEL","predicted (intersection) + predicted (union)"
"RND3","predicted (intersection) + predicted (union)"
"RNF11","predicted (intersection) + predicted (union)"
"RNF114","predicted (intersection) + predicted (union)"
"RNF13","predicted (intersection) + predicted (union)"
"RNF138","predicted (intersection) + predicted (union)"
"RNF139","predicted (intersection) + predicted (union)"
"RNF145","predicted (intersection) + predicted (union)"
"RNF149","predicted (intersection) + predicted (union)"
"RNF150","predicted (intersection) + predicted (union)"
"RNF157","predicted (intersection) + predicted (union)"
"RNF166","predicted (intersection) + predicted (union)"
"RNF168","predicted (intersection) + predicted (union)"
"RNF169","predicted (intersection) + predicted (union)"
"RNF170","predicted (intersection) + predicted (union)"
"RNF180","predicted (intersection) + predicted (union)"
"RNF186","predicted (intersection) + predicted (union)"
"RNF187","predicted (intersection) + predicted (union)"
"RNF2","predicted (intersection) + predicted (union)"
"RNF213","predicted (intersection) + predicted (union)"
"RNF24","predicted (intersection) + predicted (union)"
"RNF38","predicted (intersection) + predicted (union)"
"RNF39","predicted (intersection) + predicted (union)"
"RNF41","predicted (intersection) + predicted (union)"
"RNF43","predicted (intersection) + predicted (union)"
"RNF5","predicted (intersection) + predicted (union)"
"RNF6","predicted (intersection) + predicted (union)"
"RNF7","predicted (intersection) + predicted (union)"
"RNGTT","predicted (intersection) + predicted (union)"
"RNMT","predicted (intersection) + predicted (union)"
"RO60","predicted (intersection) + predicted (union)"
"ROBO2","predicted (intersection) + predicted (union)"
"ROCK1","predicted (intersection) + predicted (union)"
"ROCK2","predicted (intersection) + predicted (union)"
"ROMO1","predicted (intersection) + predicted (union)"
"ROPN1","predicted (intersection) + predicted (union)"
"ROR1","predicted (intersection) + predicted (union)"
"ROR2","predicted (intersection) + predicted (union)"
"RORA","predicted (intersection) + predicted (union)"
"RORB","predicted (intersection) + predicted (union)"
"RPAP3","predicted (intersection) + predicted (union)"
"RPE","predicted (intersection) + predicted (union)"
"RPF2","predicted (intersection) + predicted (union)"
"RPGRIP1L","predicted (intersection) + predicted (union)"
"RPH3AL","predicted (intersection) + predicted (union)"
"RPL10A","predicted (intersection) + predicted (union)"
"RPL11","predicted (intersection) + predicted (union)"
"RPL14","predicted (intersection) + predicted (union)"
"RPL22L1","predicted (intersection) + predicted (union)"
"RPL24","predicted (intersection) + predicted (union)"
"RPL26L1","predicted (intersection) + predicted (union)"
"RPL28","predicted (intersection) + predicted (union)"
"RPL37A","predicted (intersection) + predicted (union)"
"RPP30","predicted (intersection) + predicted (union)"
"RPRD1A","predicted (intersection) + predicted (union)"
"RPS15A","predicted (intersection) + predicted (union)"
"RPS23","predicted (intersection) + predicted (union)"
"RPS3","predicted (intersection) + predicted (union)"
"RPS6KA2","predicted (intersection) + predicted (union)"
"RPS6KA3","predicted (intersection) + predicted (union)"
"RPS6KA6","predicted (intersection) + predicted (union)"
"RPS6KB1","predicted (intersection) + predicted (union)"
"RRAGD","predicted (intersection) + predicted (union)"
"RRAS2","predicted (intersection) + predicted (union)"
"RRM2B","predicted (intersection) + predicted (union)"
"RRP15","predicted (intersection) + predicted (union)"
"RRP8","predicted (intersection) + predicted (union)"
"RSAD2","predicted (intersection) + predicted (union)"
"RSBN1L","predicted (intersection) + predicted (union)"
"RSF1","predicted (intersection) + predicted (union)"
"RSL24D1","predicted (intersection) + predicted (union)"
"RSPH3","predicted (intersection) + predicted (union)"
"RSPO3","predicted (intersection) + predicted (union)"
"RSPRY1","predicted (intersection) + predicted (union)"
"RSRC2","predicted (intersection) + predicted (union)"
"RTF1","predicted (intersection) + predicted (union)"
"RTKN2","predicted (intersection) + predicted (union)"
"RTL8B","predicted (intersection) + predicted (union)"
"RUFY2","predicted (intersection) + predicted (union)"
"RUNDC1","predicted (intersection) + predicted (union)"
"RUNDC3B","predicted (intersection) + predicted (union)"
"RUNX1","predicted (intersection) + predicted (union)"
"RUNX1T1","predicted (intersection) + predicted (union)"
"RUSC2","predicted (intersection) + predicted (union)"
"RWDD1","predicted (intersection) + predicted (union)"
"RWDD2A","predicted (intersection) + predicted (union)"
"RWDD3","predicted (intersection) + predicted (union)"
"RWDD4","predicted (intersection) + predicted (union)"
"RXRA","predicted (intersection) + predicted (union)"
"S100A7A","predicted (intersection) + predicted (union)"
"S100PBP","predicted (intersection) + predicted (union)"
"S100Z","predicted (intersection) + predicted (union)"
"S1PR1","predicted (intersection) + predicted (union)"
"S1PR3","predicted (intersection) + predicted (union)"
"SACM1L","predicted (intersection) + predicted (union)"
"SAMD12","predicted (intersection) + predicted (union)"
"SAMD5","predicted (intersection) + predicted (union)"
"SAMD8","predicted (intersection) + predicted (union)"
"SAMD9","predicted (intersection) + predicted (union)"
"SAMHD1","predicted (intersection) + predicted (union)"
"SAP30","predicted (intersection) + predicted (union)"
"SAR1A","predicted (intersection) + predicted (union)"
"SAR1B","predicted (intersection) + predicted (union)"
"SART3","predicted (intersection) + predicted (union)"
"SASH1","predicted (intersection) + predicted (union)"
"SATB2","predicted (intersection) + predicted (union)"
"SAXO2","predicted (intersection) + predicted (union)"
"SBF1","predicted (intersection) + predicted (union)"
"SBSPON","predicted (intersection) + predicted (union)"
"SC5D","predicted (intersection) + predicted (union)"
"SCAF8","predicted (intersection) + predicted (union)"
"SCAI","predicted (intersection) + predicted (union)"
"SCARB1","predicted (intersection) + predicted (union)"
"SCD","predicted (intersection) + predicted (union)"
"SCHIP1","predicted (intersection) + predicted (union)"
"SCIN","predicted (intersection) + predicted (union)"
"SCLT1","predicted (intersection) + predicted (union)"
"SCML1","predicted (intersection) + predicted (union)"
"SCML2","predicted (intersection) + predicted (union)"
"SCN1A","predicted (intersection) + predicted (union)"
"SCN2A","predicted (intersection) + predicted (union)"
"SCN3A","predicted (intersection) + predicted (union)"
"SCN3B","predicted (intersection) + predicted (union)"
"SCN8A","predicted (intersection) + predicted (union)"
"SCN9A","predicted (intersection) + predicted (union)"
"SCO1","predicted (intersection) + predicted (union)"
"SCP2","predicted (intersection) + predicted (union)"
"SCRN3","predicted (intersection) + predicted (union)"
"SCRT2","predicted (intersection) + predicted (union)"
"SCUBE3","predicted (intersection) + predicted (union)"
"SDC2","predicted (intersection) + predicted (union)"
"SDE2","predicted (intersection) + predicted (union)"
"SDHAF1","predicted (intersection) + predicted (union)"
"SDHC","predicted (intersection) + predicted (union)"
"SDK2","predicted (intersection) + predicted (union)"
"SEC14L6","predicted (intersection) + predicted (union)"
"SEC16A","predicted (intersection) + predicted (union)"
"SEC23IP","predicted (intersection) + predicted (union)"
"SEC31B","predicted (intersection) + predicted (union)"
"SEC62","predicted (intersection) + predicted (union)"
"SEL1L","predicted (intersection) + predicted (union)"
"SEMA3A","predicted (intersection) + predicted (union)"
"SEMA3F","predicted (intersection) + predicted (union)"
"SEMA5A","predicted (intersection) + predicted (union)"
"SEMA6A","predicted (intersection) + predicted (union)"
"SEMA6D","predicted (intersection) + predicted (union)"
"SENP5","predicted (intersection) + predicted (union)"
"SENP7","predicted (intersection) + predicted (union)"
"SEPHS1","predicted (intersection) + predicted (union)"
"SEPTIN11","predicted (intersection) + predicted (union)"
"SEPTIN6","predicted (intersection) + predicted (union)"
"SEPTIN8","predicted (intersection) + predicted (union)"
"SERBP1","predicted (intersection) + predicted (union)"
"SERF2","predicted (intersection) + predicted (union)"
"SERINC1","predicted (intersection) + predicted (union)"
"SERP1","predicted (intersection) + predicted (union)"
"SERPINB1","predicted (intersection) + predicted (union)"
"SERPINB13","predicted (intersection) + predicted (union)"
"SERPINB9","predicted (intersection) + predicted (union)"
"SERPINC1","predicted (intersection) + predicted (union)"
"SERPINI1","predicted (intersection) + predicted (union)"
"SERTAD4","predicted (intersection) + predicted (union)"
"SESN3","predicted (intersection) + predicted (union)"
"SESTD1","predicted (intersection) + predicted (union)"
"SETBP1","predicted (intersection) + predicted (union)"
"SETD9","predicted (intersection) + predicted (union)"
"SETDB2","predicted (intersection) + predicted (union)"
"SETX","predicted (intersection) + predicted (union)"
"SF3B5","predicted (intersection) + predicted (union)"
"SFMBT1","predicted (intersection) + predicted (union)"
"SFMBT2","predicted (intersection) + predicted (union)"
"SFPQ","predicted (intersection) + predicted (union)"
"SFT2D2","predicted (intersection) + predicted (union)"
"SFTPA1","predicted (intersection) + predicted (union)"
"SFTPA2","predicted (intersection) + predicted (union)"
"SFXN1","predicted (intersection) + predicted (union)"
"SGCB","predicted (intersection) + predicted (union)"
"SGCD","predicted (intersection) + predicted (union)"
"SGCE","predicted (intersection) + predicted (union)"
"SGPP1","predicted (intersection) + predicted (union)"
"SGPP2","predicted (intersection) + predicted (union)"
"SGTB","predicted (intersection) + predicted (union)"
"SH2D1B","predicted (intersection) + predicted (union)"
"SH3BGRL2","predicted (intersection) + predicted (union)"
"SH3BP2","predicted (intersection) + predicted (union)"
"SH3BP5","predicted (intersection) + predicted (union)"
"SH3BP5L","predicted (intersection) + predicted (union)"
"SH3RF2","predicted (intersection) + predicted (union)"
"SHC4","predicted (intersection) + predicted (union)"
"SHE","predicted (intersection) + predicted (union)"
"SHF","predicted (intersection) + predicted (union)"
"SHISA2","predicted (intersection) + predicted (union)"
"SHISA9","predicted (intersection) + predicted (union)"
"SHOC1","predicted (intersection) + predicted (union)"
"SHPRH","predicted (intersection) + predicted (union)"
"SHROOM1","predicted (intersection) + predicted (union)"
"SHROOM2","predicted (intersection) + predicted (union)"
"SHROOM3","predicted (intersection) + predicted (union)"
"SHROOM4","predicted (intersection) + predicted (union)"
"SIK2","predicted (intersection) + predicted (union)"
"SIKE1","predicted (intersection) + predicted (union)"
"SIM1","predicted (intersection) + predicted (union)"
"SIN3A","predicted (intersection) + predicted (union)"
"SIN3B","predicted (intersection) + predicted (union)"
"SIPA1L1","predicted (intersection) + predicted (union)"
"SIRPA","predicted (intersection) + predicted (union)"
"SIRPB1","predicted (intersection) + predicted (union)"
"SIX1","predicted (intersection) + predicted (union)"
"SIX3","predicted (intersection) + predicted (union)"
"SKA2","predicted (intersection) + predicted (union)"
"SKP1","predicted (intersection) + predicted (union)"
"SKP2","predicted (intersection) + predicted (union)"
"SLAIN1","predicted (intersection) + predicted (union)"
"SLC10A2","predicted (intersection) + predicted (union)"
"SLC10A4","predicted (intersection) + predicted (union)"
"SLC10A6","predicted (intersection) + predicted (union)"
"SLC12A2","predicted (intersection) + predicted (union)"
"SLC12A5","predicted (intersection) + predicted (union)"
"SLC12A6","predicted (intersection) + predicted (union)"
"SLC13A3","predicted (intersection) + predicted (union)"
"SLC14A1","predicted (intersection) + predicted (union)"
"SLC15A2","predicted (intersection) + predicted (union)"
"SLC15A5","predicted (intersection) + predicted (union)"
"SLC16A14","predicted (intersection) + predicted (union)"
"SLC16A2","predicted (intersection) + predicted (union)"
"SLC16A7","predicted (intersection) + predicted (union)"
"SLC17A4","predicted (intersection) + predicted (union)"
"SLC19A3","predicted (intersection) + predicted (union)"
"SLC1A1","predicted (intersection) + predicted (union)"
"SLC1A2","predicted (intersection) + predicted (union)"
"SLC20A2","predicted (intersection) + predicted (union)"
"SLC22A15","predicted (intersection) + predicted (union)"
"SLC22A9","predicted (intersection) + predicted (union)"
"SLC23A2","predicted (intersection) + predicted (union)"
"SLC24A1","predicted (intersection) + predicted (union)"
"SLC24A2","predicted (intersection) + predicted (union)"
"SLC24A4","predicted (intersection) + predicted (union)"
"SLC25A21","predicted (intersection) + predicted (union)"
"SLC25A24","predicted (intersection) + predicted (union)"
"SLC25A27","predicted (intersection) + predicted (union)"
"SLC25A30","predicted (intersection) + predicted (union)"
"SLC25A32","predicted (intersection) + predicted (union)"
"SLC25A36","predicted (intersection) + predicted (union)"
"SLC25A4","predicted (intersection) + predicted (union)"
"SLC25A40","predicted (intersection) + predicted (union)"
"SLC25A42","predicted (intersection) + predicted (union)"
"SLC25A44","predicted (intersection) + predicted (union)"
"SLC26A2","predicted (intersection) + predicted (union)"
"SLC26A4","predicted (intersection) + predicted (union)"
"SLC26A7","predicted (intersection) + predicted (union)"
"SLC28A1","predicted (intersection) + predicted (union)"
"SLC2A10","predicted (intersection) + predicted (union)"
"SLC2A11","predicted (intersection) + predicted (union)"
"SLC2A14","predicted (intersection) + predicted (union)"
"SLC2A3","predicted (intersection) + predicted (union)"
"SLC30A1","predicted (intersection) + predicted (union)"
"SLC30A10","predicted (intersection) + predicted (union)"
"SLC30A4","predicted (intersection) + predicted (union)"
"SLC30A5","predicted (intersection) + predicted (union)"
"SLC30A7","predicted (intersection) + predicted (union)"
"SLC31A1","predicted (intersection) + predicted (union)"
"SLC35A1","predicted (intersection) + predicted (union)"
"SLC35A2","predicted (intersection) + predicted (union)"
"SLC35A5","predicted (intersection) + predicted (union)"
"SLC35B4","predicted (intersection) + predicted (union)"
"SLC35D1","predicted (intersection) + predicted (union)"
"SLC35E1","predicted (intersection) + predicted (union)"
"SLC35F4","predicted (intersection) + predicted (union)"
"SLC35F5","predicted (intersection) + predicted (union)"
"SLC35F6","predicted (intersection) + predicted (union)"
"SLC35G1","predicted (intersection) + predicted (union)"
"SLC36A1","predicted (intersection) + predicted (union)"
"SLC36A4","predicted (intersection) + predicted (union)"
"SLC38A2","predicted (intersection) + predicted (union)"
"SLC38A4","predicted (intersection) + predicted (union)"
"SLC38A9","predicted (intersection) + predicted (union)"
"SLC39A14","predicted (intersection) + predicted (union)"
"SLC39A8","predicted (intersection) + predicted (union)"
"SLC39A9","predicted (intersection) + predicted (union)"
"SLC41A1","predicted (intersection) + predicted (union)"
"SLC43A2","predicted (intersection) + predicted (union)"
"SLC44A1","predicted (intersection) + predicted (union)"
"SLC4A10","predicted (intersection) + predicted (union)"
"SLC4A4","predicted (intersection) + predicted (union)"
"SLC4A7","predicted (intersection) + predicted (union)"
"SLC4A8","predicted (intersection) + predicted (union)"
"SLC5A12","predicted (intersection) + predicted (union)"
"SLC5A3","predicted (intersection) + predicted (union)"
"SLC5A5","predicted (intersection) + predicted (union)"
"SLC6A1","predicted (intersection) + predicted (union)"
"SLC6A11","predicted (intersection) + predicted (union)"
"SLC6A15","predicted (intersection) + predicted (union)"
"SLC6A17","predicted (intersection) + predicted (union)"
"SLC7A11","predicted (intersection) + predicted (union)"
"SLC7A14","predicted (intersection) + predicted (union)"
"SLC7A6","predicted (intersection) + predicted (union)"
"SLC8A1","predicted (intersection) + predicted (union)"
"SLC8A3","predicted (intersection) + predicted (union)"
"SLC9A2","predicted (intersection) + predicted (union)"
"SLC9A3R1","predicted (intersection) + predicted (union)"
"SLC9A6","predicted (intersection) + predicted (union)"
"SLC9B2","predicted (intersection) + predicted (union)"
"SLCO1C1","predicted (intersection) + predicted (union)"
"SLCO4C1","predicted (intersection) + predicted (union)"
"SLCO5A1","predicted (intersection) + predicted (union)"
"SLF1","predicted (intersection) + predicted (union)"
"SLF2","predicted (intersection) + predicted (union)"
"SLFN12L","predicted (intersection) + predicted (union)"
"SLFN5","predicted (intersection) + predicted (union)"
"SLIT1","predicted (intersection) + predicted (union)"
"SLIT2","predicted (intersection) + predicted (union)"
"SLITRK1","predicted (intersection) + predicted (union)"
"SLK","predicted (intersection) + predicted (union)"
"SLMAP","predicted (intersection) + predicted (union)"
"SLX4IP","predicted (intersection) + predicted (union)"
"SMAD2","predicted (intersection) + predicted (union)"
"SMAD3","predicted (intersection) + predicted (union)"
"SMAD5","predicted (intersection) + predicted (union)"
"SMAD7","predicted (intersection) + predicted (union)"
"SMARCA5","predicted (intersection) + predicted (union)"
"SMARCAD1","predicted (intersection) + predicted (union)"
"SMARCD1","predicted (intersection) + predicted (union)"
"SMC1A","predicted (intersection) + predicted (union)"
"SMC2","predicted (intersection) + predicted (union)"
"SMG1","predicted (intersection) + predicted (union)"
"SMG8","predicted (intersection) + predicted (union)"
"SMIM11A","predicted (intersection) + predicted (union)"
"SMIM14","predicted (intersection) + predicted (union)"
"SMIM15","predicted (intersection) + predicted (union)"
"SMIM19","predicted (intersection) + predicted (union)"
"SMIM4","predicted (intersection) + predicted (union)"
"SMIM5","predicted (intersection) + predicted (union)"
"SMNDC1","predicted (intersection) + predicted (union)"
"SMS","predicted (intersection) + predicted (union)"
"SMTNL2","predicted (intersection) + predicted (union)"
"SMURF1","predicted (intersection) + predicted (union)"
"SMURF2","predicted (intersection) + predicted (union)"
"SMYD2","predicted (intersection) + predicted (union)"
"SNAI2","predicted (intersection) + predicted (union)"
"SNAP25","predicted (intersection) + predicted (union)"
"SNAP47","predicted (intersection) + predicted (union)"
"SNAPC1","predicted (intersection) + predicted (union)"
"SNAPC3","predicted (intersection) + predicted (union)"
"SNAPC5","predicted (intersection) + predicted (union)"
"SNHG28","predicted (intersection) + predicted (union)"
"SNRNP27","predicted (intersection) + predicted (union)"
"SNRPB2","predicted (intersection) + predicted (union)"
"SNRPE","predicted (intersection) + predicted (union)"
"SNTB2","predicted (intersection) + predicted (union)"
"SNX1","predicted (intersection) + predicted (union)"
"SNX10","predicted (intersection) + predicted (union)"
"SNX11","predicted (intersection) + predicted (union)"
"SNX13","predicted (intersection) + predicted (union)"
"SNX16","predicted (intersection) + predicted (union)"
"SNX17","predicted (intersection) + predicted (union)"
"SNX18","predicted (intersection) + predicted (union)"
"SNX2","predicted (intersection) + predicted (union)"
"SNX24","predicted (intersection) + predicted (union)"
"SNX29","predicted (intersection) + predicted (union)"
"SNX30","predicted (intersection) + predicted (union)"
"SNX6","predicted (intersection) + predicted (union)"
"SOAT1","predicted (intersection) + predicted (union)"
"SOCS4","predicted (intersection) + predicted (union)"
"SOCS5","predicted (intersection) + predicted (union)"
"SOCS6","predicted (intersection) + predicted (union)"
"SOD2","predicted (intersection) + predicted (union)"
"SOGA1","predicted (intersection) + predicted (union)"
"SORBS1","predicted (intersection) + predicted (union)"
"SORCS1","predicted (intersection) + predicted (union)"
"SORCS3","predicted (intersection) + predicted (union)"
"SORD","predicted (intersection) + predicted (union)"
"SORT1","predicted (intersection) + predicted (union)"
"SOWAHC","predicted (intersection) + predicted (union)"
"SOX1","predicted (intersection) + predicted (union)"
"SOX30","predicted (intersection) + predicted (union)"
"SOX5","predicted (intersection) + predicted (union)"
"SP100","predicted (intersection) + predicted (union)"
"SP110","predicted (intersection) + predicted (union)"
"SP3","predicted (intersection) + predicted (union)"
"SP4","predicted (intersection) + predicted (union)"
"SP8","predicted (intersection) + predicted (union)"
"SPAG16","predicted (intersection) + predicted (union)"
"SPAG9","predicted (intersection) + predicted (union)"
"SPART","predicted (intersection) + predicted (union)"
"SPATA17","predicted (intersection) + predicted (union)"
"SPATA2","predicted (intersection) + predicted (union)"
"SPATA22","predicted (intersection) + predicted (union)"
"SPATS2","predicted (intersection) + predicted (union)"
"SPATS2L","predicted (intersection) + predicted (union)"
"SPC25","predicted (intersection) + predicted (union)"
"SPCS2","predicted (intersection) + predicted (union)"
"SPCS3","predicted (intersection) + predicted (union)"
"SPECC1","predicted (intersection) + predicted (union)"
"SPG11","predicted (intersection) + predicted (union)"
"SPICE1","predicted (intersection) + predicted (union)"
"SPIDR","predicted (intersection) + predicted (union)"
"SPIN1","predicted (intersection) + predicted (union)"
"SPIN4","predicted (intersection) + predicted (union)"
"SPRTN","predicted (intersection) + predicted (union)"
"SPRY3","predicted (intersection) + predicted (union)"
"SPRYD4","predicted (intersection) + predicted (union)"
"SPTB","predicted (intersection) + predicted (union)"
"SPTBN1","predicted (intersection) + predicted (union)"
"SPTBN2","predicted (intersection) + predicted (union)"
"SPTLC1","predicted (intersection) + predicted (union)"
"SPTLC3","predicted (intersection) + predicted (union)"
"SPTSSA","predicted (intersection) + predicted (union)"
"SPTY2D1","predicted (intersection) + predicted (union)"
"SPX","predicted (intersection) + predicted (union)"
"SRD5A1","predicted (intersection) + predicted (union)"
"SREK1","predicted (intersection) + predicted (union)"
"SREK1IP1","predicted (intersection) + predicted (union)"
"SRF","predicted (intersection) + predicted (union)"
"SRFBP1","predicted (intersection) + predicted (union)"
"SRGAP1","predicted (intersection) + predicted (union)"
"SRGAP3","predicted (intersection) + predicted (union)"
"SRI","predicted (intersection) + predicted (union)"
"SRRM4","predicted (intersection) + predicted (union)"
"SRSF1","predicted (intersection) + predicted (union)"
"SRSF10","predicted (intersection) + predicted (union)"
"SRSF11","predicted (intersection) + predicted (union)"
"SRSF12","predicted (intersection) + predicted (union)"
"SRSF2","predicted (intersection) + predicted (union)"
"SRSF3","predicted (intersection) + predicted (union)"
"SSBP2","predicted (intersection) + predicted (union)"
"SSH2","predicted (intersection) + predicted (union)"
"SSPN","predicted (intersection) + predicted (union)"
"SSR1","predicted (intersection) + predicted (union)"
"SSR3","predicted (intersection) + predicted (union)"
"SSX2IP","predicted (intersection) + predicted (union)"
"ST13","predicted (intersection) + predicted (union)"
"ST18","predicted (intersection) + predicted (union)"
"ST3GAL2","predicted (intersection) + predicted (union)"
"ST3GAL5","predicted (intersection) + predicted (union)"
"ST6GAL2","predicted (intersection) + predicted (union)"
"ST6GALNAC3","predicted (intersection) + predicted (union)"
"ST6GALNAC5","predicted (intersection) + predicted (union)"
"ST7","predicted (intersection) + predicted (union)"
"ST8SIA2","predicted (intersection) + predicted (union)"
"ST8SIA3","predicted (intersection) + predicted (union)"
"STAC","predicted (intersection) + predicted (union)"
"STAM2","predicted (intersection) + predicted (union)"
"STARD13","predicted (intersection) + predicted (union)"
"STARD3NL","predicted (intersection) + predicted (union)"
"STARD4","predicted (intersection) + predicted (union)"
"STARD8","predicted (intersection) + predicted (union)"
"STAT5A","predicted (intersection) + predicted (union)"
"STAU2","predicted (intersection) + predicted (union)"
"STC2","predicted (intersection) + predicted (union)"
"STIMATE","predicted (intersection) + predicted (union)"
"STK10","predicted (intersection) + predicted (union)"
"STK17A","predicted (intersection) + predicted (union)"
"STK24","predicted (intersection) + predicted (union)"
"STK25","predicted (intersection) + predicted (union)"
"STK38L","predicted (intersection) + predicted (union)"
"STK4","predicted (intersection) + predicted (union)"
"STOX2","predicted (intersection) + predicted (union)"
"STRADB","predicted (intersection) + predicted (union)"
"STRIP2","predicted (intersection) + predicted (union)"
"STRN","predicted (intersection) + predicted (union)"
"STRN3","predicted (intersection) + predicted (union)"
"STX17","predicted (intersection) + predicted (union)"
"STX1A","predicted (intersection) + predicted (union)"
"STX7","predicted (intersection) + predicted (union)"
"STXBP5","predicted (intersection) + predicted (union)"
"STXBP6","predicted (intersection) + predicted (union)"
"STYK1","predicted (intersection) + predicted (union)"
"STYX","predicted (intersection) + predicted (union)"
"SUB1","predicted (intersection) + predicted (union)"
"SUCLA2","predicted (intersection) + predicted (union)"
"SUCNR1","predicted (intersection) + predicted (union)"
"SUGT1","predicted (intersection) + predicted (union)"
"SULF1","predicted (intersection) + predicted (union)"
"SULF2","predicted (intersection) + predicted (union)"
"SULT1B1","predicted (intersection) + predicted (union)"
"SULT1C2","predicted (intersection) + predicted (union)"
"SUPT20H","predicted (intersection) + predicted (union)"
"SUPT3H","predicted (intersection) + predicted (union)"
"SUPT6H","predicted (intersection) + predicted (union)"
"SUPT7L","predicted (intersection) + predicted (union)"
"SURF1","predicted (intersection) + predicted (union)"
"SURF4","predicted (intersection) + predicted (union)"
"SURF6","predicted (intersection) + predicted (union)"
"SUSD1","predicted (intersection) + predicted (union)"
"SUSD5","predicted (intersection) + predicted (union)"
"SUSD6","predicted (intersection) + predicted (union)"
"SUV39H2","predicted (intersection) + predicted (union)"
"SUZ12","predicted (intersection) + predicted (union)"
"SV2B","predicted (intersection) + predicted (union)"
"SV2C","predicted (intersection) + predicted (union)"
"SWAP70","predicted (intersection) + predicted (union)"
"SWT1","predicted (intersection) + predicted (union)"
"SYAP1","predicted (intersection) + predicted (union)"
"SYCP2L","predicted (intersection) + predicted (union)"
"SYDE1","predicted (intersection) + predicted (union)"
"SYNC","predicted (intersection) + predicted (union)"
"SYNCRIP","predicted (intersection) + predicted (union)"
"SYNE3","predicted (intersection) + predicted (union)"
"SYNJ1","predicted (intersection) + predicted (union)"
"SYNJ2BP","predicted (intersection) + predicted (union)"
"SYS1","predicted (intersection) + predicted (union)"
"SYT1","predicted (intersection) + predicted (union)"
"SYT10","predicted (intersection) + predicted (union)"
"SYT11","predicted (intersection) + predicted (union)"
"SYT13","predicted (intersection) + predicted (union)"
"SYT15","predicted (intersection) + predicted (union)"
"SYT4","predicted (intersection) + predicted (union)"
"SYT6","predicted (intersection) + predicted (union)"
"SYT9","predicted (intersection) + predicted (union)"
"SYVN1","predicted (intersection) + predicted (union)"
"TAB3","predicted (intersection) + predicted (union)"
"TACR1","predicted (intersection) + predicted (union)"
"TACR3","predicted (intersection) + predicted (union)"
"TAF12","predicted (intersection) + predicted (union)"
"TAF1A","predicted (intersection) + predicted (union)"
"TAF4","predicted (intersection) + predicted (union)"
"TAF5L","predicted (intersection) + predicted (union)"
"TAF8","predicted (intersection) + predicted (union)"
"TAF9B","predicted (intersection) + predicted (union)"
"TAFA2","predicted (intersection) + predicted (union)"
"TAFA5","predicted (intersection) + predicted (union)"
"TAOK1","predicted (intersection) + predicted (union)"
"TAOK3","predicted (intersection) + predicted (union)"
"TAP2","predicted (intersection) + predicted (union)"
"TAPT1","predicted (intersection) + predicted (union)"
"TARDBP","predicted (intersection) + predicted (union)"
"TARS","predicted (intersection) + predicted (union)"
"TASOR","predicted (intersection) + predicted (union)"
"TASOR2","predicted (intersection) + predicted (union)"
"TBC1D1","predicted (intersection) + predicted (union)"
"TBC1D10B","predicted (intersection) + predicted (union)"
"TBC1D12","predicted (intersection) + predicted (union)"
"TBC1D13","predicted (intersection) + predicted (union)"
"TBC1D15","predicted (intersection) + predicted (union)"
"TBC1D16","predicted (intersection) + predicted (union)"
"TBC1D19","predicted (intersection) + predicted (union)"
"TBC1D22B","predicted (intersection) + predicted (union)"
"TBC1D25","predicted (intersection) + predicted (union)"
"TBC1D2B","predicted (intersection) + predicted (union)"
"TBC1D32","predicted (intersection) + predicted (union)"
"TBCA","predicted (intersection) + predicted (union)"
"TBCEL","predicted (intersection) + predicted (union)"
"TBL1XR1","predicted (intersection) + predicted (union)"
"TBRG1","predicted (intersection) + predicted (union)"
"TBX18","predicted (intersection) + predicted (union)"
