"Target","Evidence"
"MME","predicted (union)"
"MMGT1","predicted (union)"
"MMP16","predicted (intersection) + predicted (union)"
"MMP17","predicted (union)"
"MMP2","predicted (union)"
"MMRN1","predicted (union)"
"MMRN2","predicted (union)"
"MMS22L","predicted (intersection) + predicted (union)"
"MNT","predicted (intersection) + predicted (union)"
"MOAP1","predicted (union)"
"MOB1A","predicted (intersection) + predicted (union)"
"MOB1B","predicted (intersection) + predicted (union)"
"MOB4","predicted (union)"
"MOBP","predicted (intersection) + predicted (union)"
"MOCOS","predicted (union)"
"MOCS2","predicted (intersection) + predicted (union)"
"MON2","predicted (intersection) + predicted (union)"
"MORC2","predicted (union)"
"MORC3","predicted (union)"
"MOSMO","predicted (intersection) + predicted (union)"
"MOXD1","predicted (union)"
"MPHOSPH8","predicted (intersection) + predicted (union)"
"MPL","predicted (intersection) + predicted (union)"
"MPLKIP","predicted (intersection) + predicted (union)"
"MPP1","predicted (union)"
"MPP4","predicted (union)"
"MPP5","predicted (union)"
"MPP6","predicted (union)"
"MPP7","predicted (union)"
"MPPED2","predicted (union)"
"MPRIP","predicted (union)"
"MPV17L","predicted (intersection) + predicted (union)"
"MPZL1","predicted (intersection) + predicted (union)"
"MPZL2","predicted (union)"
"MRE11","predicted (union)"
"MRFAP1","predicted (union)"
"MRGBP","predicted (union)"
"MRNIP","predicted (union)"
"MRO","predicted (union)"
"MRPL12","predicted (union)"
"MRPL13","predicted (union)"
"MRPL15","predicted (intersection) + predicted (union)"
"MRPL17","predicted (union)"
"MRPL19","predicted (union)"
"MRPL22","predicted (intersection) + predicted (union)"
"MRPL3","predicted (union)"
"MRPL35","predicted (union)"
"MRPL39","predicted (union)"
"MRPL42","predicted (union)"
"MRPL46","predicted (union)"
"MRPL50","predicted (union)"
"MRPS10","predicted (union)"
"MRPS11","predicted (intersection) + predicted (union)"
"MRPS16","predicted (intersection) + predicted (union)"
"MRPS18C","predicted (union)"
"MRPS23","predicted (intersection) + predicted (union)"
"MRPS30","predicted (intersection) + predicted (union)"
"MRPS36","predicted (union)"
"MRPS5","predicted (union)"
"MRRF","predicted (union)"
"MRS2","predicted (intersection) + predicted (union)"
"MRTO4","predicted (union)"
"MS4A2","predicted (union)"
"MS4A6A","predicted (union)"
"MSANTD3","predicted (union)"
"MSH2","predicted (intersection) + predicted (union)"
"MSH6","predicted (intersection) + predicted (union)"
"MSI1","predicted (union)"
"MSL1","predicted (intersection) + predicted (union)"
"MSL2","predicted (intersection) + predicted (union)"
"MSR1","predicted (intersection) + predicted (union)"
"MSRB2","predicted (intersection) + predicted (union)"
"MSRB3","predicted (intersection) + predicted (union)"
"MSTN","predicted (intersection) + predicted (union)"
"MT1A","predicted (intersection) + predicted (union)"
"MTA3","predicted (union)"
"MTBP","predicted (intersection) + predicted (union)"
"MTCH1","predicted (intersection) + predicted (union)"
"MTCH2","predicted (union)"
"MTDH","predicted (union)"
"MTERF1","predicted (intersection) + predicted (union)"
"MTERF4","predicted (union)"
"MTF1","predicted (union)"
"MTF2","predicted (union)"
"MTHFD1","predicted (intersection) + predicted (union)"
"MTHFD1L","predicted (intersection) + predicted (union)"
"MTHFD2","predicted (union)"
"MTHFS","predicted (union)"
"MTM1","predicted (union)"
"MTMR10","predicted (union)"
"MTMR12","predicted (intersection) + predicted (union)"
"MTMR2","predicted (union)"
"MTMR3","predicted (intersection) + predicted (union)"
"MTMR6","predicted (union)"
"MTMR7","predicted (union)"
"MTMR8","predicted (intersection) + predicted (union)"
"MTMR9","predicted (union)"
"MTO1","predicted (intersection) + predicted (union)"
"MTPN","predicted (union)"
"MTR","predicted (union)"
"MTREX","predicted (union)"
"MTRF1L","predicted (union)"
"MTTP","predicted (union)"
"MTUS1","predicted (union)"
"MTX3","predicted (union)"
"MUC15","predicted (union)"
"MUC17","predicted (union)"
"MUC21","predicted (union)"
"MUSK","predicted (intersection) + predicted (union)"
"MVB12B","predicted (union)"
"MX2","predicted (union)"
"MXD1","predicted (union)"
"MXI1","predicted (union)"
"MXRA7","predicted (intersection) + predicted (union)"
"MYBL1","predicted (intersection) + predicted (union)"
"MYCT1","predicted (intersection) + predicted (union)"
"MYDGF","predicted (union)"
"MYH15","predicted (union)"
"MYH9","predicted (intersection) + predicted (union)"
"MYL12B","predicted (union)"
"MYLIP","predicted (union)"
"MYLK3","predicted (intersection) + predicted (union)"
"MYNN","predicted (intersection) + predicted (union)"
"MYO1B","predicted (intersection) + predicted (union)"
"MYO1D","predicted (intersection) + predicted (union)"
"MYO1E","predicted (union)"
"MYO5A","predicted (union)"
"MYO5B","predicted (intersection) + predicted (union)"
"MYO6","predicted (intersection) + predicted (union)"
"MYO9A","predicted (union)"
"MYOC","predicted (intersection) + predicted (union)"
"MYOCD","predicted (union)"
"MYORG","predicted (intersection) + predicted (union)"
"MYOZ2","predicted (union)"
"MYOZ3","predicted (intersection) + predicted (union)"
"MYPN","predicted (union)"
"MYRIP","predicted (union)"
"MYSM1","predicted (union)"
"MZT1","predicted (union)"
"N4BP2","predicted (union)"
"N4BP2L2","predicted (intersection) + predicted (union)"
"N6AMT1","predicted (union)"
"NAA15","predicted (intersection) + predicted (union)"
"NAA20","predicted (union)"
"NAA25","predicted (union)"
"NAA30","predicted (union)"
"NAA35","predicted (union)"
"NAA40","predicted (intersection) + predicted (union)"
"NAA50","predicted (intersection) + predicted (union)"
"NAALAD2","predicted (union)"
"NAALADL2","predicted (union)"
"NAB1","predicted (union)"
"NABP1","predicted (intersection) + predicted (union)"
"NACC1","predicted (intersection) + predicted (union)"
"NADK2","predicted (union)"
"NAF1","predicted (union)"
"NAGA","predicted (union)"
"NAIF1","predicted (union)"
"NAMPT","predicted (intersection) + predicted (union)"
"NANOS1","predicted (intersection) + predicted (union)"
"NAP1L1","predicted (intersection) + predicted (union)"
"NAP1L2","predicted (union)"
"NAP1L6","predicted (union)"
"NAPEPLD","predicted (intersection) + predicted (union)"
"NARF","predicted (union)"
"NARS","predicted (intersection) + predicted (union)"
"NARS2","predicted (union)"
"NAT10","predicted (union)"
"NAV2","predicted (union)"
"NBEAL1","predicted (intersection) + predicted (union)"
"NCAM2","predicted (union)"
"NCAPG","predicted (intersection) + predicted (union)"
"NCAPG2","predicted (union)"
"NCAPH","predicted (union)"
"NCBP1","predicted (union)"
"NCF2","predicted (intersection) + predicted (union)"
"NCKAP1","predicted (intersection) + predicted (union)"
"NCMAP","predicted (intersection) + predicted (union)"
"NCOA2","predicted (union)"
"NCOA7","predicted (intersection) + predicted (union)"
"NCOR1","predicted (intersection) + predicted (union)"
"NCR2","predicted (union)"
"NCR3LG1","predicted (intersection) + predicted (union)"
"NDFIP1","predicted (intersection) + predicted (union)"
"NDN","predicted (intersection) + predicted (union)"
"NDNF","predicted (union)"
"NDOR1","predicted (union)"
"NDRG3","predicted (union)"
"NDST1","predicted (union)"
"NDST3","predicted (intersection) + predicted (union)"
"NDST4","predicted (union)"
"NDUFA10","predicted (union)"
"NDUFA4","predicted (union)"
"NDUFA5","predicted (intersection) + predicted (union)"
"NDUFAF5","predicted (union)"
"NDUFAF7","predicted (union)"
"NDUFAF8","predicted (union)"
"NDUFB3","predicted (intersection) + predicted (union)"
"NDUFB4","predicted (intersection) + predicted (union)"
"NDUFB5","predicted (union)"
"NDUFC1","predicted (union)"
"NDUFC2","predicted (union)"
"NDUFS1","predicted (union)"
"NDUFV3","predicted (union)"
"NEBL","predicted (intersection) + predicted (union)"
"NECAP1","predicted (union)"
"NECAP2","predicted (intersection) + predicted (union)"
"NECTIN3","predicted (union)"
"NECTIN4","predicted (intersection) + predicted (union)"
"NEDD1","predicted (intersection) + predicted (union)"
"NEDD4","predicted (union)"
"NEGR1","predicted (intersection) + predicted (union)"
"NEIL3","predicted (union)"
"NEK1","predicted (union)"
"NEK10","predicted (intersection) + predicted (union)"
"NEK2","predicted (union)"
"NEK4","predicted (intersection) + predicted (union)"
"NEK7","predicted (intersection) + predicted (union)"
"NEMP2","predicted (intersection) + predicted (union)"
"NEPRO","predicted (union)"
"NET1","predicted (union)"
"NETO1","predicted (union)"
"NETO2","predicted (union)"
"NEU1","predicted (intersection) + predicted (union)"
"NEU3","predicted (union)"
"NEURL1B","predicted (union)"
"NEUROD4","predicted (union)"
"NEXMIF","predicted (union)"
"NF1","predicted (union)"
"NFAT5","predicted (union)"
"NFATC1","predicted (union)"
"NFATC2","predicted (union)"
"NFATC2IP","predicted (union)"
"NFATC3","predicted (intersection) + predicted (union)"
"NFATC4","predicted (union)"
"NFE2L3","predicted (union)"
"NFIA","predicted (intersection) + predicted (union)"
"NFIB","predicted (union)"
"NFIL3","predicted (intersection) + predicted (union)"
"NFIX","predicted (union)"
"NFRKB","predicted (intersection) + predicted (union)"
"NFYA","predicted (union)"
"NGFR","predicted (union)"
"NGRN","predicted (union)"
"NHLH2","predicted (union)"
"NHLRC2","predicted (union)"
"NHLRC3","predicted (union)"
"NHP2","predicted (intersection) + predicted (union)"
"NHS","predicted (intersection) + predicted (union)"
"NHSL1","predicted (union)"
"NIBAN1","predicted (intersection) + predicted (union)"
"NICN1","predicted (intersection) + predicted (union)"
"NID1","predicted (union)"
"NID2","predicted (union)"
"NIF3L1","predicted (union)"
"NIFK","predicted (union)"
"NIN","predicted (union)"
"NIP7","predicted (union)"
"NIPA1","predicted (union)"
"NIPAL1","predicted (union)"
"NIPAL2","predicted (intersection) + predicted (union)"
"NIPAL3","predicted (intersection) + predicted (union)"
"NIPAL4","predicted (union)"
"NIPSNAP2","predicted (union)"
"NIPSNAP3A","predicted (union)"
"NIPSNAP3B","predicted (union)"
"NISCH","predicted (union)"
"NIT2","predicted (union)"
"NKAIN1","predicted (union)"
"NKAIN3","predicted (intersection) + predicted (union)"
"NKAPL","predicted (intersection) + predicted (union)"
"NKD1","predicted (union)"
"NKIRAS2","predicted (intersection) + predicted (union)"
"NKRF","predicted (intersection) + predicted (union)"
"NKX2-4","predicted (union)"
"NLGN1","predicted (union)"
"NLGN4X","predicted (intersection) + predicted (union)"
"NLN","predicted (intersection) + predicted (union)"
"NLRC5","predicted (intersection) + predicted (union)"
"NLRP1","predicted (union)"
"NLRP10","predicted (intersection) + predicted (union)"
"NMD3","predicted (intersection) + predicted (union)"
"NME5","predicted (intersection) + predicted (union)"
"NME6","predicted (union)"
"NMNAT2","predicted (intersection) + predicted (union)"
"NMT2","predicted (union)"
"NMUR1","predicted (union)"
"NNT","predicted (union)"
"NOA1","predicted (intersection) + predicted (union)"
"NOCT","predicted (union)"
"NOL12","predicted (union)"
"NOL4","predicted (union)"
"NOL4L","predicted (intersection) + predicted (union)"
"NOLC1","predicted (union)"
"NOM1","predicted (union)"
"NOP16","predicted (union)"
"NOP58","predicted (union)"
"NOP9","predicted (union)"
"NOS1","predicted (intersection) + predicted (union)"
"NOS1AP","predicted (union)"
"NOTCH2","predicted (intersection) + predicted (union)"
"NOTCH4","predicted (intersection) + predicted (union)"
"NOVA1","predicted (intersection) + predicted (union)"
"NOVA2","predicted (union)"
"NOX4","predicted (union)"
"NPAP1","predicted (intersection) + predicted (union)"
"NPAS2","predicted (union)"
"NPAS3","predicted (union)"
"NPAT","predicted (union)"
"NPBWR1","predicted (union)"
"NPC1L1","predicted (union)"
"NPFFR1","predicted (union)"
"NPFFR2","predicted (union)"
"NPHP1","predicted (union)"
"NPHP3","predicted (intersection) + predicted (union)"
"NPHS1","predicted (union)"
"NPL","predicted (union)"
"NPLOC4","predicted (union)"
"NPNT","predicted (union)"
"NPPB","predicted (union)"
"NPR1","predicted (intersection) + predicted (union)"
"NPR3","predicted (union)"
"NPY1R","predicted (union)"
"NPY2R","predicted (union)"
"NPY4R","predicted (union)"
"NQO1","predicted (union)"
"NQO2","predicted (intersection) + predicted (union)"
"NR1D2","predicted (union)"
"NR2C1","predicted (union)"
"NR2C2","predicted (union)"
"NR2F2","predicted (union)"
"NR2F6","predicted (union)"
"NR3C1","predicted (intersection) + predicted (union)"
"NR5A2","predicted (union)"
"NR6A1","predicted (union)"
"NRAS","predicted (intersection) + predicted (union)"
"NRBF2","predicted (intersection) + predicted (union)"
"NREP","predicted (union)"
"NRG1","predicted (union)"
"NRG3","predicted (union)"
"NRG4","predicted (intersection) + predicted (union)"
"NRIP1","predicted (intersection) + predicted (union)"
"NRIP3","predicted (union)"
"NRK","predicted (intersection) + predicted (union)"
"NRP1","predicted (union)"
"NRP2","predicted (union)"
"NRSN2","predicted (union)"
"NRXN1","predicted (intersection) + predicted (union)"
"NRXN3","predicted (union)"
"NSD2","predicted (intersection) + predicted (union)"
"NSD3","predicted (union)"
"NSF","predicted (union)"
"NSFL1C","predicted (union)"
"NSG2","predicted (intersection) + predicted (union)"
"NSL1","predicted (intersection) + predicted (union)"
"NSUN7","predicted (union)"
"NT5C1A","predicted (union)"
"NT5C1B","predicted (union)"
"NT5C2","predicted (union)"
"NT5DC1","predicted (intersection) + predicted (union)"
"NT5DC3","predicted (union)"
"NT5E","predicted (intersection) + predicted (union)"
"NTM","predicted (intersection) + predicted (union)"
"NTNG1","predicted (union)"
"NTNG2","predicted (union)"
"NTPCR","predicted (union)"
"NTRK2","predicted (intersection) + predicted (union)"
"NTSR1","predicted (intersection) + predicted (union)"
"NUCB2","predicted (union)"
"NUCKS1","predicted (union)"
"NUDCD1","predicted (union)"
"NUDCD2","predicted (intersection) + predicted (union)"
"NUDCD3","predicted (intersection) + predicted (union)"
"NUDT10","predicted (intersection) + predicted (union)"
"NUDT11","predicted (intersection) + predicted (union)"
"NUDT12","predicted (intersection) + predicted (union)"
"NUDT16","predicted (union)"
"NUDT19","predicted (union)"
"NUDT2","predicted (union)"
"NUDT21","predicted (union)"
"NUDT3","predicted (intersection) + predicted (union)"
"NUDT4","predicted (intersection) + predicted (union)"
"NUDT5","predicted (intersection) + predicted (union)"
"NUDT9","predicted (intersection) + predicted (union)"
"NUF2","predicted (union)"
"NUFIP2","predicted (intersection) + predicted (union)"
"NUMB","predicted (union)"
"NUMBL","predicted (union)"
"NUP133","predicted (intersection) + predicted (union)"
"NUP155","predicted (intersection) + predicted (union)"
"NUP35","predicted (union)"
"NUP37","predicted (intersection) + predicted (union)"
"NUP42","predicted (intersection) + predicted (union)"
"NUP43","predicted (intersection) + predicted (union)"
"NUP50","predicted (intersection) + predicted (union)"
"NUP58","predicted (union)"
"NUP62CL","predicted (intersection) + predicted (union)"
"NUP93","predicted (intersection) + predicted (union)"
"NUP98","predicted (union)"
"NWD1","predicted (union)"
"NWD2","predicted (union)"
"NXF1","predicted (intersection) + predicted (union)"
"NXPH3","predicted (intersection) + predicted (union)"
"NYAP2","predicted (union)"
"OARD1","predicted (union)"
"OAS2","predicted (intersection) + predicted (union)"
"OAS3","predicted (union)"
"OAZ1","predicted (union)"
"OCLN","predicted (union)"
"OCRL","predicted (union)"
"ODAPH","predicted (union)"
"ODF2L","predicted (intersection) + predicted (union)"
"OGFOD1","predicted (union)"
"OGFRL1","predicted (intersection) + predicted (union)"
"OGG1","predicted (union)"
"OGN","predicted (union)"
"OGT","predicted (intersection) + predicted (union)"
"OIP5","predicted (union)"
"OLA1","experimental (all) + predicted (union)"
"OLFM1","predicted (union)"
"OLFM3","predicted (intersection) + predicted (union)"
"OLFM4","predicted (union)"
"OMD","predicted (union)"
"ONECUT1","predicted (union)"
"ONECUT2","predicted (union)"
"OPCML","predicted (intersection) + predicted (union)"
"OPHN1","predicted (union)"
"OPN5","predicted (union)"
"OPRK1","predicted (union)"
"OPRM1","predicted (intersection) + predicted (union)"
"OR10A3","predicted (intersection) + predicted (union)"
"OR1L8","predicted (union)"
"OR51E2","predicted (union)"
"OR56A3","predicted (union)"
"OR56B4","predicted (intersection) + predicted (union)"
"OR5B12","predicted (union)"
"OR6F1","predicted (union)"
"OR7D2","predicted (union)"
"ORAI2","predicted (union)"
"ORC2","predicted (intersection) + predicted (union)"
"ORC4","predicted (intersection) + predicted (union)"
"ORC6","predicted (union)"
"OSBP","predicted (union)"
"OSBPL10","predicted (union)"
"OSBPL1A","predicted (union)"
"OSBPL2","predicted (union)"
"OSBPL3","predicted (union)"
"OSBPL6","predicted (intersection) + predicted (union)"
"OSBPL8","predicted (union)"
"OSTC","predicted (union)"
"OSTF1","predicted (union)"
"OSTM1","predicted (intersection) + predicted (union)"
"OTUD3","predicted (union)"
"OTUD6A","predicted (intersection) + predicted (union)"
"OTUD6B","predicted (intersection) + predicted (union)"
"OTUD7A","predicted (intersection) + predicted (union)"
"OTULIN","predicted (intersection) + predicted (union)"
"OTULINL","predicted (intersection) + predicted (union)"
"OTX1","experimental (all) + predicted (union)"
"OTX2","predicted (union)"
"OVCH1-AS1","predicted (union)"
"OXA1L","predicted (union)"
"OXCT1","predicted (union)"
"OXGR1","predicted (intersection) + predicted (union)"
"OXNAD1","predicted (intersection) + predicted (union)"
"OXSM","predicted (intersection) + predicted (union)"
"OXTR","predicted (union)"
"P2RY1","predicted (intersection) + predicted (union)"
"P2RY10","predicted (union)"
"P2RY14","predicted (union)"
"P2RY2","predicted (intersection) + predicted (union)"
"P2RY4","predicted (union)"
"P2RY8","predicted (intersection) + predicted (union)"
"P4HA2","predicted (union)"
"PABPC1","predicted (union)"
"PABPC3","predicted (union)"
"PABPC4L","predicted (union)"
"PACRGL","predicted (intersection) + predicted (union)"
"PACS2","predicted (intersection) + predicted (union)"
"PAFAH1B1","predicted (intersection) + predicted (union)"
"PAG1","predicted (union)"
"PAICS","predicted (union)"
"PAIP2B","predicted (union)"
"PAK1","predicted (union)"
"PAK1IP1","predicted (union)"
"PAK2","predicted (union)"
"PAK3","predicted (intersection) + predicted (union)"
"PAK6","predicted (union)"
"PALLD","predicted (union)"
"PALM2-AKAP2","predicted (intersection) + predicted (union)"
"PAM","predicted (intersection) + predicted (union)"
"PANK1","predicted (union)"
"PANK2","predicted (union)"
"PANK3","predicted (union)"
"PAPLN","predicted (union)"
"PAPOLA","predicted (union)"
"PAPOLG","predicted (intersection) + predicted (union)"
"PAPPA2","predicted (intersection) + predicted (union)"
"PAQR3","predicted (intersection) + predicted (union)"
"PAQR5","predicted (union)"
"PAQR8","predicted (intersection) + predicted (union)"
"PARD3B","predicted (intersection) + predicted (union)"
"PARD6B","predicted (union)"
"PARD6G","predicted (union)"
"PARP11","predicted (union)"
"PARP14","predicted (union)"
"PARP2","predicted (intersection) + predicted (union)"
"PARP9","predicted (intersection) + predicted (union)"
"PARS2","predicted (intersection) + predicted (union)"
"PARVA","predicted (intersection) + predicted (union)"
"PARVB","predicted (union)"
"PATE2","predicted (union)"
"PATE4","predicted (union)"
"PATJ","predicted (intersection) + predicted (union)"
"PATL1","predicted (intersection) + predicted (union)"
"PAWR","predicted (intersection) + predicted (union)"
"PAX2","predicted (union)"
"PAX5","predicted (intersection) + predicted (union)"
"PAX6","predicted (intersection) + predicted (union)"
"PAXBP1","predicted (union)"
"PAXIP1","predicted (union)"
"PBDC1","predicted (intersection) + predicted (union)"
"PBOV1","predicted (union)"
"PBRM1","predicted (union)"
"PBX1","predicted (union)"
"PC","predicted (union)"
"PCCB","predicted (union)"
"PCDH10","predicted (union)"
"PCDH11X","predicted (union)"
"PCDH11Y","predicted (intersection) + predicted (union)"
"PCDH15","predicted (union)"
"PCDH17","predicted (intersection) + predicted (union)"
"PCDH19","predicted (union)"
"PCDH20","predicted (union)"
"PCDH7","predicted (intersection) + predicted (union)"
"PCDH8","predicted (union)"
"PCDH9","predicted (union)"
"PCDHB13","predicted (union)"
"PCDHB15","predicted (union)"
"PCDHB5","predicted (union)"
"PCDHB6","predicted (intersection) + predicted (union)"
"PCDHGA1","predicted (intersection) + predicted (union)"
"PCDHGA10","predicted (intersection) + predicted (union)"
"PCDHGA11","predicted (intersection) + predicted (union)"
"PCDHGA12","predicted (intersection) + predicted (union)"
"PCDHGA2","predicted (intersection) + predicted (union)"
"PCDHGA3","predicted (intersection) + predicted (union)"
"PCDHGA4","predicted (intersection) + predicted (union)"
"PCDHGA5","predicted (intersection) + predicted (union)"
"PCDHGA6","predicted (intersection) + predicted (union)"
"PCDHGA7","predicted (intersection) + predicted (union)"
"PCDHGA8","predicted (intersection) + predicted (union)"
"PCDHGA9","predicted (intersection) + predicted (union)"
"PCDHGB1","predicted (intersection) + predicted (union)"
"PCDHGB2","predicted (intersection) + predicted (union)"
"PCDHGB3","predicted (intersection) + predicted (union)"
"PCDHGB4","predicted (intersection) + predicted (union)"
"PCDHGB6","predicted (intersection) + predicted (union)"
"PCDHGB7","predicted (intersection) + predicted (union)"
"PCDHGC3","predicted (intersection) + predicted (union)"
"PCDHGC4","predicted (intersection) + predicted (union)"
"PCDHGC5","predicted (intersection) + predicted (union)"
"PCED1A","predicted (union)"
"PCF11","predicted (union)"
"PCGF3","predicted (union)"
"PCGF5","predicted (intersection) + predicted (union)"
"PCLAF","predicted (union)"
"PCLO","predicted (union)"
"PCM1","predicted (union)"
"PCMT1","predicted (union)"
"PCMTD2","predicted (intersection) + predicted (union)"
"PCNA","predicted (union)"
"PCNP","predicted (union)"
"PCNX1","predicted (union)"
"PCNX4","predicted (union)"
"PCP4L1","predicted (union)"
"PCSK7","predicted (intersection) + predicted (union)"
"PCSK9","predicted (intersection) + predicted (union)"
"PCTP","predicted (union)"
"PCYOX1","predicted (intersection) + predicted (union)"
"PCYT1B","predicted (union)"
"PDCD2","predicted (union)"
"PDCD4","predicted (union)"
"PDCD5","predicted (union)"
"PDCD6IP","predicted (union)"
"PDCL","predicted (intersection) + predicted (union)"
"PDE10A","predicted (intersection) + predicted (union)"
"PDE11A","predicted (intersection) + predicted (union)"
"PDE1A","predicted (intersection) + predicted (union)"
"PDE1C","predicted (union)"
"PDE2A","predicted (union)"
"PDE3A","predicted (intersection) + predicted (union)"
"PDE3B","predicted (union)"
"PDE4D","predicted (union)"
"PDE4DIP","predicted (union)"
"PDE7B","predicted (union)"
"PDE8B","predicted (union)"
"PDE9A","predicted (union)"
"PDF","predicted (union)"
"PDGFA","predicted (intersection) + predicted (union)"
"PDGFB","predicted (union)"
"PDGFC","predicted (union)"
"PDGFRA","predicted (union)"
"PDHB","predicted (union)"
"PDHX","predicted (intersection) + predicted (union)"
"PDIA3","predicted (union)"
"PDK1","predicted (intersection) + predicted (union)"
"PDLIM2","predicted (union)"
"PDLIM3","predicted (union)"
"PDLIM5","predicted (intersection) + predicted (union)"
"PDP1","predicted (intersection) + predicted (union)"
"PDP2","predicted (union)"
"PDPR","predicted (union)"
"PDS5B","predicted (intersection) + predicted (union)"
"PDSS2","predicted (union)"
"PDYN","predicted (union)"
"PDZD2","predicted (union)"
"PDZD3","predicted (union)"
"PDZD7","predicted (intersection) + predicted (union)"
"PDZD8","predicted (union)"
"PDZRN3","predicted (union)"
"PEA15","predicted (union)"
"PEAK1","predicted (union)"
"PEAR1","predicted (union)"
"PECR","predicted (union)"
"PEG10","predicted (union)"
"PELI1","predicted (union)"
"PELI2","predicted (union)"
"PER1","predicted (union)"
"PER3","predicted (union)"
"PEX10","predicted (intersection) + predicted (union)"
"PEX11B","predicted (union)"
"PEX13","predicted (intersection) + predicted (union)"
"PEX19","predicted (union)"
"PEX2","predicted (intersection) + predicted (union)"
"PEX26","predicted (intersection) + predicted (union)"
"PEX5L","predicted (union)"
"PEX7","predicted (union)"
"PFAS","predicted (union)"
"PFDN1","predicted (union)"
"PFKFB2","predicted (intersection) + predicted (union)"
"PFN2","predicted (union)"
"PGAP1","predicted (union)"
"PGBD1","predicted (union)"
"PGBD2","predicted (union)"
"PGBD4","predicted (intersection) + predicted (union)"
"PGM2L1","predicted (intersection) + predicted (union)"
"PGM3","predicted (union)"
"PGM5","predicted (union)"
"PGPEP1","predicted (union)"
"PGR","predicted (union)"
"PGRMC1","predicted (union)"
"PHACTR1","predicted (union)"
"PHACTR2","predicted (union)"
"PHAX","predicted (union)"
"PHB2","predicted (intersection) + predicted (union)"
"PHC3","predicted (intersection) + predicted (union)"
"PHEX","predicted (union)"
"PHF12","predicted (union)"
"PHF14","predicted (intersection) + predicted (union)"
"PHF19","predicted (union)"
"PHF20","predicted (union)"
"PHF6","predicted (intersection) + predicted (union)"
"PHIP","predicted (intersection) + predicted (union)"
"PHLDB2","predicted (union)"
"PHLPP2","predicted (union)"
"PHTF1","predicted (intersection) + predicted (union)"
"PHTF2","predicted (union)"
"PHYHD1","predicted (union)"
"PI15","predicted (union)"
"PI4K2B","predicted (union)"
"PI4KA","predicted (union)"
"PIAS1","predicted (intersection) + predicted (union)"
"PICALM","predicted (union)"
"PIFO","predicted (union)"
"PIGB","predicted (intersection) + predicted (union)"
"PIGG","predicted (intersection) + predicted (union)"
"PIGH","predicted (intersection) + predicted (union)"
"PIGK","predicted (intersection) + predicted (union)"
"PIGM","predicted (union)"
"PIGO","predicted (intersection) + predicted (union)"
"PIGP","predicted (intersection) + predicted (union)"
"PIGR","predicted (union)"
"PIGV","predicted (intersection) + predicted (union)"
"PIK3AP1","predicted (intersection) + predicted (union)"
"PIK3C2A","predicted (intersection) + predicted (union)"
"PIK3C3","predicted (union)"
"PIK3CA","predicted (union)"
"PIK3CB","predicted (union)"
"PIK3IP1","predicted (intersection) + predicted (union)"
"PIK3R1","predicted (union)"
"PIK3R4","predicted (union)"
"PIKFYVE","predicted (union)"
"PIP4K2A","predicted (union)"
"PIP4P2","predicted (union)"
"PITHD1","predicted (intersection) + predicted (union)"
"PITPNB","predicted (intersection) + predicted (union)"
"PITPNC1","predicted (intersection) + predicted (union)"
"PITPNM2","predicted (union)"
"PITPNM3","predicted (intersection) + predicted (union)"
"PIWIL1","predicted (union)"
"PIWIL2","predicted (union)"
"PIWIL3","predicted (union)"
"PJA2","predicted (intersection) + predicted (union)"
"PKD1L1","predicted (union)"
"PKD2","predicted (intersection) + predicted (union)"
"PKDREJ","predicted (union)"
"PKHD1","predicted (intersection) + predicted (union)"
"PKHD1L1","predicted (intersection) + predicted (union)"
"PKIA","predicted (intersection) + predicted (union)"
"PKLR","predicted (intersection) + predicted (union)"
"PKN2","predicted (intersection) + predicted (union)"
"PKNOX1","predicted (intersection) + predicted (union)"
"PKP1","predicted (union)"
"PKP2","predicted (intersection) + predicted (union)"
"PKP4","predicted (union)"
"PLA2G12A","predicted (intersection) + predicted (union)"
"PLA2G2C","predicted (union)"
"PLA2G2D","predicted (union)"
"PLA2G4E","predicted (union)"
"PLA2R1","predicted (union)"
"PLAA","predicted (intersection) + predicted (union)"
"PLAAT4","predicted (union)"
"PLAC8","predicted (intersection) + predicted (union)"
"PLAG1","experimental (all) + predicted (union)"
"PLBD1","predicted (union)"
"PLCB1","predicted (intersection) + predicted (union)"
"PLCB4","predicted (union)"
"PLCD1","predicted (union)"
"PLCG1","predicted (union)"
"PLCL1","predicted (intersection) + predicted (union)"
"PLCXD3","predicted (intersection) + predicted (union)"
"PLD1","predicted (union)"
"PLD5","predicted (union)"
"PLEKHA1","predicted (union)"
"PLEKHA3","predicted (union)"
"PLEKHA7","predicted (union)"
"PLEKHA8","predicted (union)"
"PLEKHB1","predicted (union)"
"PLEKHF2","predicted (intersection) + predicted (union)"
"PLEKHG3","predicted (union)"
"PLEKHG7","experimental (all)"
"PLEKHH1","predicted (union)"
"PLEKHM3","predicted (union)"
"PLEKHO1","predicted (union)"
"PLG","predicted (intersection) + predicted (union)"
"PLGRKT","predicted (union)"
"PLN","predicted (union)"
"PLPP3","predicted (intersection) + predicted (union)"
"PLPP5","predicted (union)"
"PLPP6","predicted (intersection) + predicted (union)"
"PLPPR5","predicted (union)"
"PLRG1","predicted (intersection) + predicted (union)"
"PLS1","predicted (union)"
"PLSCR1","predicted (intersection) + predicted (union)"
"PLSCR4","predicted (intersection) + predicted (union)"
"PLXDC1","predicted (intersection) + predicted (union)"
"PLXNA3","predicted (union)"
"PLXND1","predicted (union)"
