"Target","Evidence"
"GOLGA8B","predicted (union)"
"GOLM1","predicted (union)"
"GOLPH3L","predicted (intersection) + predicted (union)"
"GOLT1B","predicted (union)"
"GON7","predicted (union)"
"GOPC","predicted (union)"
"GORAB","predicted (intersection) + predicted (union)"
"GORASP2","predicted (union)"
"GP5","predicted (intersection) + predicted (union)"
"GPAM","predicted (union)"
"GPATCH11","predicted (intersection) + predicted (union)"
"GPATCH2L","predicted (intersection) + predicted (union)"
"GPBP1","predicted (union)"
"GPC1","predicted (union)"
"GPC4","predicted (union)"
"GPC6","predicted (union)"
"GPCPD1","predicted (union)"
"GPD2","predicted (intersection) + predicted (union)"
"GPLD1","predicted (union)"
"GPM6B","predicted (union)"
"GPN2","predicted (intersection) + predicted (union)"
"GPN3","predicted (union)"
"GPNMB","predicted (union)"
"GPR107","predicted (intersection) + predicted (union)"
"GPR12","predicted (union)"
"GPR135","predicted (union)"
"GPR137B","predicted (union)"
"GPR137C","predicted (intersection) + predicted (union)"
"GPR155","predicted (union)"
"GPR158","predicted (union)"
"GPR161","predicted (intersection) + predicted (union)"
"GPR17","predicted (union)"
"GPR180","predicted (intersection) + predicted (union)"
"GPR26","predicted (union)"
"GPR31","predicted (union)"
"GPR39","predicted (intersection) + predicted (union)"
"GPR4","predicted (union)"
"GPR50","predicted (union)"
"GPR75","predicted (union)"
"GPR88","predicted (union)"
"GPRACR","predicted (union)"
"GPRASP1","predicted (union)"
"GPRASP2","predicted (union)"
"GPRC5A","predicted (intersection) + predicted (union)"
"GPRC5B","predicted (intersection) + predicted (union)"
"GPRIN1","predicted (union)"
"GPRIN3","predicted (union)"
"GPSM2","predicted (union)"
"GRAMD1B","predicted (union)"
"GRAMD1C","predicted (union)"
"GRAMD2A","predicted (intersection) + predicted (union)"
"GRAMD2B","predicted (union)"
"GRAP","predicted (union)"
"GRAP2","predicted (union)"
"GREM2","predicted (union)"
"GRIA1","predicted (union)"
"GRIA2","predicted (union)"
"GRIA4","predicted (union)"
"GRID2","predicted (intersection) + predicted (union)"
"GRIK3","predicted (union)"
"GRIK4","predicted (union)"
"GRIK5","predicted (union)"
"GRIN2A","predicted (intersection) + predicted (union)"
"GRIN2B","predicted (intersection) + predicted (union)"
"GRIN3A","predicted (intersection) + predicted (union)"
"GRIPAP1","predicted (union)"
"GRK3","predicted (intersection) + predicted (union)"
"GRK5","predicted (union)"
"GRM1","predicted (union)"
"GRM4","predicted (union)"
"GRM6","predicted (union)"
"GRM7","predicted (union)"
"GRM8","predicted (union)"
"GRPEL2","predicted (union)"
"GRSF1","predicted (union)"
"GRWD1","predicted (intersection) + predicted (union)"
"GSKIP","predicted (union)"
"GSTCD","predicted (union)"
"GSTK1","predicted (union)"
"GSTO2","predicted (union)"
"GTDC1","predicted (union)"
"GTF2A1","predicted (union)"
"GTF2E1","experimental (all) + predicted (intersection) + predicted (union)"
"GTF2H1","predicted (union)"
"GTF2H2C","predicted (intersection) + predicted (union)"
"GTF3C3","predicted (union)"
"GTF3C4","predicted (union)"
"GTPBP10","predicted (intersection) + predicted (union)"
"GTPBP2","predicted (union)"
"GUCA1B","predicted (union)"
"GUCD1","predicted (intersection) + predicted (union)"
"GUCY1A1","predicted (intersection) + predicted (union)"
"GUCY1A2","predicted (union)"
"GUF1","predicted (union)"
"GVQW3","predicted (intersection) + predicted (union)"
"GXYLT1","predicted (union)"
"GXYLT2","predicted (intersection) + predicted (union)"
"GYPA","predicted (union)"
"GYPE","predicted (union)"
"GYS2","predicted (intersection) + predicted (union)"
"GZF1","predicted (union)"
"H1F0","predicted (intersection) + predicted (union)"
"H2AFJ","predicted (intersection) + predicted (union)"
"H2AFV","predicted (intersection) + predicted (union)"
"H2BFM","predicted (union)"
"H3F3B","predicted (union)"
"HACD1","predicted (intersection) + predicted (union)"
"HACD3","predicted (union)"
"HACD4","predicted (union)"
"HACE1","predicted (union)"
"HAP1","predicted (intersection) + predicted (union)"
"HARBI1","predicted (union)"
"HARS","predicted (union)"
"HAS2","predicted (union)"
"HAS3","predicted (intersection) + predicted (union)"
"HAUS2","predicted (intersection) + predicted (union)"
"HAUS3","predicted (intersection) + predicted (union)"
"HAUS6","predicted (union)"
"HAVCR1","predicted (union)"
"HBEGF","predicted (union)"
"HBS1L","predicted (union)"
"HCG27","predicted (intersection) + predicted (union)"
"HCN1","predicted (union)"
"HCN2","predicted (intersection) + predicted (union)"
"HDAC1","predicted (union)"
"HDAC2","predicted (union)"
"HDAC5","predicted (union)"
"HDAC8","predicted (union)"
"HDAC9","predicted (union)"
"HEATR1","predicted (intersection) + predicted (union)"
"HEATR6","predicted (union)"
"HEBP2","predicted (intersection) + predicted (union)"
"HECA","predicted (intersection) + predicted (union)"
"HECW1","predicted (intersection) + predicted (union)"
"HEG1","predicted (union)"
"HELLS","predicted (intersection) + predicted (union)"
"HELZ","predicted (intersection) + predicted (union)"
"HEMGN","predicted (union)"
"HEPH","predicted (union)"
"HEPHL1","predicted (intersection) + predicted (union)"
"HEXIM1","predicted (union)"
"HEYL","predicted (intersection) + predicted (union)"
"HFE","predicted (intersection) + predicted (union)"
"HGSNAT","predicted (union)"
"HHIPL1","predicted (intersection) + predicted (union)"
"HHLA2","predicted (union)"
"HIBCH","predicted (intersection) + predicted (union)"
"HIC2","predicted (union)"
"HID1","predicted (union)"
"HIF1A","experimental (all) + predicted (union)"
"HIF1AN","predicted (intersection) + predicted (union)"
"HINFP","predicted (intersection) + predicted (union)"
"HINT3","predicted (union)"
"HIP1","predicted (intersection) + predicted (union)"
"HIPK1","predicted (union)"
"HIPK2","predicted (intersection) + predicted (union)"
"HIRIP3","predicted (union)"
"HIST1H2AH","predicted (union)"
"HIST1H2BD","predicted (union)"
"HIST1H2BG","predicted (union)"
"HIST1H3H","predicted (intersection) + predicted (union)"
"HIVEP1","predicted (intersection) + predicted (union)"
"HIVEP3","predicted (intersection) + predicted (union)"
"HJURP","predicted (intersection) + predicted (union)"
"HLA-DOB","predicted (union)"
"HLA-DPA1","predicted (union)"
"HLA-DQB2","predicted (union)"
"HLCS","predicted (union)"
"HLTF","predicted (intersection) + predicted (union)"
"HMBOX1","predicted (intersection) + predicted (union)"
"HMG20A","predicted (union)"
"HMGA2","predicted (union)"
"HMGB1","predicted (intersection) + predicted (union)"
"HMGB2","predicted (intersection) + predicted (union)"
"HMGCLL1","predicted (union)"
"HMGCS1","predicted (union)"
"HMGN3","predicted (union)"
"HNF4A","predicted (union)"
"HNMT","predicted (union)"
"HNRNPA0","predicted (intersection) + predicted (union)"
"HNRNPA2B1","predicted (intersection) + predicted (union)"
"HNRNPA3","predicted (union)"
"HNRNPK","predicted (union)"
"HNRNPLL","predicted (union)"
"HNRNPR","predicted (intersection) + predicted (union)"
"HNRNPU","predicted (union)"
"HOMER1","predicted (union)"
"HOMEZ","predicted (intersection) + predicted (union)"
"HOOK1","predicted (union)"
"HOOK3","predicted (intersection) + predicted (union)"
"HORMAD2","predicted (intersection) + predicted (union)"
"HOXC11","predicted (union)"
"HOXC8","predicted (union)"
"HOXD11","predicted (union)"
"HOXD12","predicted (union)"
"HOXD3","predicted (union)"
"HPCAL4","predicted (union)"
"HPGDS","predicted (union)"
"HPS1","predicted (union)"
"HPS3","predicted (union)"
"HPS4","experimental (all) + predicted (union)"
"HPS5","predicted (union)"
"HPSE2","predicted (intersection) + predicted (union)"
"HPX","predicted (union)"
"HRH4","predicted (union)"
"HRK","predicted (union)"
"HS2ST1","predicted (union)"
"HS3ST3B1","predicted (intersection) + predicted (union)"
"HS6ST3","predicted (union)"
"HSD11B1","predicted (intersection) + predicted (union)"
"HSD17B12","predicted (intersection) + predicted (union)"
"HSD17B13","predicted (union)"
"HSDL2","predicted (intersection) + predicted (union)"
"HSFY2","predicted (intersection) + predicted (union)"
"HSP90AA1","experimental (all) + predicted (intersection) + predicted (union)"
"HSPA12A","predicted (intersection) + predicted (union)"
"HSPA12B","predicted (union)"
"HSPA13","predicted (intersection) + predicted (union)"
"HSPA14","predicted (intersection) + predicted (union)"
"HSPA4","predicted (union)"
"HSPA5","predicted (union)"
"HSPA6","predicted (union)"
"HSPE1-MOB4","predicted (intersection) + predicted (union)"
"HTR2B","predicted (union)"
"HTR2C","predicted (intersection) + predicted (union)"
"HTR4","predicted (union)"
"HTR5A","predicted (union)"
"HTR6","predicted (union)"
"HUNK","predicted (union)"
"HUS1","predicted (union)"
"IARS","predicted (union)"
"IBTK","predicted (union)"
"ICE2","predicted (intersection) + predicted (union)"
"ICK","predicted (intersection) + predicted (union)"
"ICMT","predicted (union)"
"ICOSLG","predicted (union)"
"IDH3A","predicted (intersection) + predicted (union)"
"IDS","predicted (union)"
"IER3","predicted (union)"
"IER3IP1","predicted (union)"
"IER5","predicted (union)"
"IFFO2","predicted (union)"
"IFI44","predicted (union)"
"IFIT1B","predicted (union)"
"IFIT2","predicted (union)"
"IFNAR1","predicted (union)"
"IFNLR1","predicted (union)"
"IFT43","predicted (union)"
"IGF1","predicted (union)"
"IGF2BP1","predicted (union)"
"IGF2R","predicted (union)"
"IGFBP5","predicted (union)"
"IGFBP7","predicted (union)"
"IGSF11","predicted (intersection) + predicted (union)"
"IGSF5","predicted (union)"
"IGSF6","predicted (intersection) + predicted (union)"
"IKBIP","predicted (intersection) + predicted (union)"
"IKZF3","predicted (union)"
"IKZF5","predicted (union)"
"IL12RB2","predicted (union)"
"IL16","predicted (intersection) + predicted (union)"
"IL17F","predicted (union)"
"IL17RB","predicted (union)"
"IL17RD","predicted (union)"
"IL18BP","predicted (union)"
"IL18R1","predicted (union)"
"IL1A","predicted (union)"
"IL1B","predicted (union)"
"IL1RAP","predicted (union)"
"IL1RAPL1","predicted (union)"
"IL1RL1","predicted (union)"
"IL2RA","predicted (union)"
"IL36G","predicted (union)"
"IL36RN","predicted (union)"
"IL5RA","predicted (intersection) + predicted (union)"
"IL6ST","predicted (union)"
"IL7","predicted (intersection) + predicted (union)"
"ILDR2","predicted (intersection) + predicted (union)"
"ILF3","predicted (union)"
"IMPA1","predicted (union)"
"IMPAD1","predicted (union)"
"IMPG2","predicted (intersection) + predicted (union)"
"INA","predicted (intersection) + predicted (union)"
"INAVA","predicted (union)"
"ING2","predicted (union)"
"INHBA","predicted (union)"
"INHBC","predicted (union)"
"INO80D","predicted (intersection) + predicted (union)"
"INPP4A","predicted (intersection) + predicted (union)"
"INPP4B","predicted (union)"
"INPP5E","predicted (union)"
"INPPL1","predicted (union)"
"INSIG1","predicted (union)"
"INSL4","predicted (union)"
"INSM1","predicted (intersection) + predicted (union)"
"INSYN2B","predicted (union)"
"INTS8","predicted (union)"
"INTU","predicted (intersection) + predicted (union)"
"IP6K1","predicted (intersection) + predicted (union)"
"IPCEF1","predicted (union)"
"IPMK","predicted (union)"
"IPO11-LRRC70","predicted (union)"
"IPO4","predicted (union)"
"IPO9","predicted (intersection) + predicted (union)"
"IPP","predicted (union)"
"IPPK","predicted (union)"
"IQCE","predicted (union)"
"IQCH","predicted (union)"
"IQCJ","predicted (union)"
"IQGAP2","predicted (intersection) + predicted (union)"
"IRAK1BP1","predicted (intersection) + predicted (union)"
"IRAK3","predicted (intersection) + predicted (union)"
"IRAK4","predicted (union)"
"IREB2","predicted (intersection) + predicted (union)"
"IRF2BP2","predicted (union)"
"IRF4","predicted (union)"
"IRF6","predicted (union)"
"IRGQ","predicted (union)"
"IRS1","predicted (intersection) + predicted (union)"
"IRX1","predicted (union)"
"ISCU","predicted (union)"
"ISL2","predicted (union)"
"ITCH","predicted (intersection) + predicted (union)"
"ITFG1","predicted (intersection) + predicted (union)"
"ITGA1","predicted (union)"
"ITGA2","predicted (intersection) + predicted (union)"
"ITGA4","predicted (union)"
"ITGA5","predicted (union)"
"ITGA8","predicted (union)"
"ITGA9","predicted (intersection) + predicted (union)"
"ITGAV","predicted (intersection) + predicted (union)"
"ITGB1","predicted (intersection) + predicted (union)"
"ITGB1BP1","predicted (union)"
"ITGB3","predicted (union)"
"ITGB3BP","predicted (union)"
"ITGB5","predicted (union)"
"ITGB7","predicted (intersection) + predicted (union)"
"ITGBL1","predicted (intersection) + predicted (union)"
"ITK","predicted (intersection) + predicted (union)"
"ITM2B","predicted (union)"
"ITPA","predicted (union)"
"ITPRIP","predicted (intersection) + predicted (union)"
"ITSN1","predicted (intersection) + predicted (union)"
"ITSN2","predicted (union)"
"IVNS1ABP","predicted (union)"
"IYD","predicted (union)"
"JADE1","predicted (intersection) + predicted (union)"
"JAGN1","predicted (union)"
"JAK2","predicted (union)"
"JAK3","predicted (union)"
"JAKMIP2","predicted (union)"
"JAM2","predicted (union)"
"JAZF1","predicted (union)"
"JCAD","predicted (union)"
"JDP2","predicted (intersection) + predicted (union)"
"JHY","predicted (union)"
"JMJD6","predicted (union)"
"JMY","predicted (intersection) + predicted (union)"
"JPH2","predicted (union)"
"JUNB","predicted (union)"
"KALRN","predicted (union)"
"KANSL1L","predicted (union)"
"KANSL3","predicted (union)"
"KAT6A","predicted (union)"
"KAT7","predicted (union)"
"KATNAL1","predicted (union)"
"KATNBL1","predicted (union)"
"KBTBD12","predicted (intersection) + predicted (union)"
"KBTBD3","predicted (union)"
"KCMF1","predicted (intersection) + predicted (union)"
"KCNA1","predicted (union)"
"KCNA6","predicted (union)"
"KCNAB2","predicted (union)"
"KCNAB3","predicted (intersection) + predicted (union)"
"KCNB1","predicted (union)"
"KCNC1","predicted (union)"
"KCND3","predicted (intersection) + predicted (union)"
"KCNE4","experimental (all) + predicted (union)"
"KCNF1","predicted (intersection) + predicted (union)"
"KCNG3","predicted (intersection) + predicted (union)"
"KCNG4","predicted (union)"
"KCNH1","predicted (intersection) + predicted (union)"
"KCNH2","predicted (union)"
"KCNH5","predicted (union)"
"KCNIP2","predicted (union)"
"KCNJ1","predicted (union)"
"KCNJ12","predicted (union)"
"KCNJ13","predicted (union)"
"KCNJ15","predicted (union)"
"KCNJ2","predicted (union)"
"KCNJ3","predicted (union)"
"KCNJ5","predicted (union)"
"KCNJ6","predicted (intersection) + predicted (union)"
"KCNK1","predicted (union)"
"KCNK10","predicted (union)"
"KCNK6","predicted (union)"
"KCNMA1","predicted (intersection) + predicted (union)"
"KCNMB2","predicted (union)"
"KCNMB4","predicted (union)"
"KCNN2","predicted (union)"
"KCNN3","predicted (union)"
"KCNQ3","predicted (intersection) + predicted (union)"
"KCNQ5","predicted (union)"
"KCNS1","predicted (union)"
"KCNT2","predicted (union)"
"KCNU1","predicted (union)"
"KCNV1","predicted (union)"
"KCTD12","predicted (intersection) + predicted (union)"
"KCTD16","predicted (intersection) + predicted (union)"
"KCTD21","predicted (union)"
"KCTD5","predicted (union)"
"KCTD7","predicted (intersection) + predicted (union)"
"KCTD9","predicted (union)"
"KDELR1","predicted (union)"
"KDELR2","experimental (all) + predicted (intersection) + predicted (union)"
"KDELR3","predicted (union)"
"KDM2A","predicted (union)"
"KDM2B","predicted (union)"
"KDM5A","predicted (intersection) + predicted (union)"
"KDM5B","predicted (union)"
"KDM5C","predicted (union)"
"KDM6A","predicted (intersection) + predicted (union)"
"KDM7A","predicted (intersection) + predicted (union)"
"KDR","predicted (union)"
"KHDC4","predicted (union)"
"KHK","predicted (union)"
"KIAA0040","predicted (union)"
"KIAA0232","predicted (union)"
"KIAA0319","predicted (union)"
"KIAA0513","predicted (union)"
"KIAA0586","predicted (intersection) + predicted (union)"
"KIAA0930","predicted (intersection) + predicted (union)"
"KIAA1143","predicted (union)"
"KIAA1147","predicted (intersection) + predicted (union)"
"KIAA1191","predicted (union)"
"KIAA1257","predicted (union)"
"KIAA1324","predicted (intersection) + predicted (union)"
"KIAA1328","predicted (intersection) + predicted (union)"
"KIAA1522","predicted (union)"
"KIAA1549","predicted (union)"
"KIAA1549L","predicted (union)"
"KIAA1614","predicted (intersection) + predicted (union)"
"KIAA1841","predicted (union)"
"KIAA1958","predicted (union)"
"KIDINS220","predicted (intersection) + predicted (union)"
"KIF13A","predicted (union)"
"KIF14","predicted (union)"
"KIF15","predicted (intersection) + predicted (union)"
"KIF1A","predicted (union)"
"KIF1B","predicted (union)"
"KIF1C","predicted (union)"
"KIF21B","predicted (intersection) + predicted (union)"
"KIF27","predicted (union)"
"KIF2A","predicted (intersection) + predicted (union)"
"KIF3A","predicted (union)"
"KIF3B","predicted (union)"
"KIF3C","predicted (union)"
"KIF5C","predicted (union)"
"KIF6","predicted (union)"
"KIN","predicted (intersection) + predicted (union)"
"KLF11","predicted (union)"
"KLF12","predicted (union)"
"KLF2","predicted (union)"
"KLF3","predicted (intersection) + predicted (union)"
"KLF8","predicted (intersection) + predicted (union)"
"KLF9","predicted (union)"
"KLHDC10","predicted (union)"
"KLHDC7A","predicted (union)"
"KLHDC8A","predicted (union)"
"KLHDC8B","predicted (union)"
"KLHL11","predicted (intersection) + predicted (union)"
"KLHL14","predicted (intersection) + predicted (union)"
"KLHL18","predicted (union)"
"KLHL20","predicted (intersection) + predicted (union)"
"KLHL23","predicted (intersection) + predicted (union)"
"KLHL24","predicted (union)"
"KLHL28","predicted (union)"
"KLHL29","predicted (union)"
"KLHL3","predicted (union)"
"KLHL31","predicted (union)"
"KLHL32","predicted (intersection) + predicted (union)"
"KLHL36","predicted (intersection) + predicted (union)"
"KLHL38","predicted (intersection) + predicted (union)"
"KLHL4","predicted (intersection) + predicted (union)"
"KLHL42","predicted (union)"
"KLHL5","predicted (union)"
"KLHL6","predicted (union)"
"KLHL9","predicted (union)"
"KLK10","predicted (union)"
"KLK12","predicted (union)"
"KLLN","predicted (union)"
"KLRC4","predicted (intersection) + predicted (union)"
"KMT2A","predicted (union)"
"KMT2C","predicted (intersection) + predicted (union)"
"KMT2D","predicted (union)"
"KMT5B","predicted (union)"
"KNOP1","predicted (union)"
"KPNA3","predicted (union)"
"KPNA5","predicted (intersection) + predicted (union)"
"KPNA6","predicted (intersection) + predicted (union)"
"KPNB1","predicted (union)"
"KRAS","predicted (union)"
"KRBOX4","predicted (union)"
"KRT1","predicted (union)"
"KRT222","predicted (union)"
"KRT27","predicted (union)"
"KRTAP17-1","predicted (union)"
"KRTAP2-1","predicted (union)"
"KRTAP3-2","predicted (union)"
"KRTAP4-9","predicted (union)"
"KSR1","predicted (union)"
"KSR2","predicted (intersection) + predicted (union)"
"KY","predicted (intersection) + predicted (union)"
"L2HGDH","predicted (union)"
"L3MBTL4","predicted (intersection) + predicted (union)"
"LACTB","predicted (union)"
"LAIR1","predicted (union)"
"LAMA4","predicted (union)"
"LAMC1","predicted (union)"
"LAMP1","predicted (union)"
"LAMP2","predicted (intersection) + predicted (union)"
"LANCL3","predicted (union)"
"LARP1B","predicted (union)"
"LARP4","predicted (union)"
"LARP6","predicted (union)"
"LARP7","predicted (union)"
"LARS","predicted (union)"
"LBH","predicted (union)"
"LBHD1","predicted (union)"
"LCOR","predicted (intersection) + predicted (union)"
"LCORL","predicted (intersection) + predicted (union)"
"LCTL","predicted (union)"
"LDAH","predicted (intersection) + predicted (union)"
"LDB3","predicted (union)"
"LDHC","predicted (union)"
"LDHD","predicted (union)"
"LDLR","predicted (intersection) + predicted (union)"
"LDLRAD2","predicted (union)"
"LEFTY1","predicted (union)"
"LEMD3","predicted (union)"
"LEP","predicted (union)"
"LEPR","predicted (union)"
"LEPROTL1","predicted (union)"
"LETM2","predicted (intersection) + predicted (union)"
"LETMD1","predicted (intersection) + predicted (union)"
"LGALSL","predicted (union)"
"LGI1","predicted (union)"
"LGI2","predicted (union)"
"LGR4","predicted (intersection) + predicted (union)"
"LGSN","predicted (union)"
"LHFPL1","predicted (union)"
"LHX4","predicted (union)"
"LHX6","predicted (union)"
"LHX9","predicted (union)"
"LIF","predicted (union)"
"LIFR","predicted (intersection) + predicted (union)"
"LIG3","predicted (union)"
"LIMCH1","predicted (union)"
"LIMD1","predicted (intersection) + predicted (union)"
"LIMS1","predicted (union)"
"LIMS3","predicted (union)"
"LIMS4","predicted (union)"
"LIN28A","predicted (union)"
"LIN28B","predicted (union)"
"LIN7A","predicted (union)"
"LINC00346","predicted (intersection) + predicted (union)"
"LINC01006","predicted (intersection) + predicted (union)"
"LINC01460","predicted (union)"
"LINC01565","predicted (union)"
"LINC01973","predicted (union)"
"LINC01999","predicted (union)"
"LINGO2","predicted (intersection) + predicted (union)"
"LINS1","predicted (intersection) + predicted (union)"
"LIX1","predicted (union)"
"LL22NC03-63E9.3","predicted (union)"
"LLPH","predicted (union)"
"LMBR1","predicted (union)"
"LMBRD1","predicted (union)"
"LMBRD2","predicted (union)"
"LMCD1","predicted (union)"
"LMF1","predicted (intersection) + predicted (union)"
"LMLN","predicted (intersection) + predicted (union)"
"LMNB2","predicted (intersection) + predicted (union)"
"LMO3","predicted (union)"
"LMO4","predicted (union)"
"LMO7","predicted (union)"
"LMOD2","predicted (intersection) + predicted (union)"
"LNPEP","predicted (union)"
"LNPK","predicted (intersection) + predicted (union)"
"LOC102723701","predicted (union)"
"LOC171391","predicted (union)"
"LOC730338","predicted (union)"
"LONP2","predicted (union)"
"LONRF2","predicted (intersection) + predicted (union)"
"LONRF3","predicted (union)"
"LOX","predicted (intersection) + predicted (union)"
"LOXL4","predicted (union)"
"LPCAT1","predicted (union)"
"LPCAT2","predicted (union)"
"LPGAT1","predicted (intersection) + predicted (union)"
"LPIN1","predicted (intersection) + predicted (union)"
"LPP","predicted (intersection) + predicted (union)"
"LRAT","predicted (union)"
"LRATD1","predicted (intersection) + predicted (union)"
"LRATD2","predicted (union)"
"LRCH1","predicted (intersection) + predicted (union)"
"LRFN1","predicted (union)"
"LRIG2","predicted (union)"
"LRIG3","predicted (union)"
"LRP1","predicted (union)"
"LRP10","predicted (union)"
"LRP12","predicted (union)"
"LRP1B","predicted (union)"
"LRP3","predicted (union)"
"LRP4","predicted (union)"
"LRPAP1","predicted (union)"
"LRPPRC","predicted (intersection) + predicted (union)"
"LRR1","predicted (union)"
"LRRC10B","predicted (union)"
"LRRC14","predicted (union)"
"LRRC14B","predicted (union)"
"LRRC18","predicted (union)"
"LRRC25","predicted (union)"
"LRRC28","predicted (union)"
"LRRC34","predicted (union)"
"LRRC3C","predicted (union)"
"LRRC40","predicted (intersection) + predicted (union)"
"LRRC58","predicted (union)"
"LRRC59","predicted (union)"
"LRRC7","predicted (union)"
"LRRC71","predicted (union)"
"LRRC75A","predicted (union)"
"LRRK2","predicted (union)"
"LRRN4","predicted (union)"
"LRRTM2","predicted (union)"
"LRRTM3","predicted (union)"
"LSAMP","predicted (intersection) + predicted (union)"
"LSG1","predicted (intersection) + predicted (union)"
"LSM11","predicted (union)"
"LSM3","predicted (union)"
"LSM8","predicted (intersection) + predicted (union)"
"LSMEM1","predicted (intersection) + predicted (union)"
"LSMEM2","predicted (union)"
"LTBP2","predicted (union)"
"LTO1","predicted (union)"
"LUC7L","predicted (union)"
"LUC7L3","predicted (intersection) + predicted (union)"
"LURAP1","predicted (union)"
"LUZP1","predicted (union)"
"LUZP2","predicted (intersection) + predicted (union)"
"LVRN","predicted (union)"
"LY6G5B","predicted (union)"
"LY75","predicted (union)"
"LY75-CD302","predicted (intersection) + predicted (union)"
"LYPD6","predicted (union)"
"LYPLA1","predicted (union)"
"LYRM2","predicted (union)"
"LYRM4","predicted (intersection) + predicted (union)"
"LYRM7","predicted (intersection) + predicted (union)"
"LYSMD3","predicted (intersection) + predicted (union)"
"LZIC","predicted (intersection) + predicted (union)"
"LZTFL1","predicted (intersection) + predicted (union)"
"LZTS1","predicted (union)"
"M6PR","predicted (union)"
"MAATS1","predicted (union)"
"MAB21L1","predicted (intersection) + predicted (union)"
"MACC1","predicted (union)"
"MACF1","predicted (intersection) + predicted (union)"
"MACO1","predicted (union)"
"MAD2L1","predicted (union)"
"MADCAM1","predicted (intersection) + predicted (union)"
"MAFG","predicted (union)"
"MAFK","predicted (union)"
"MAGEA10","predicted (union)"
"MAGEB10","predicted (union)"
"MAGI1","predicted (intersection) + predicted (union)"
"MAGI3","predicted (intersection) + predicted (union)"
"MAK16","predicted (intersection) + predicted (union)"
"MALL","predicted (intersection) + predicted (union)"
"MALSU1","predicted (union)"
"MAMDC2","predicted (union)"
"MAML1","predicted (intersection) + predicted (union)"
"MAN1A2","predicted (union)"
"MAN1C1","predicted (union)"
"MAN2B1","predicted (union)"
"MAN2B2","predicted (union)"
"MANEA","predicted (union)"
"MANEAL","predicted (union)"
"MAP10","predicted (union)"
"MAP1B","predicted (intersection) + predicted (union)"
"MAP2K6","predicted (union)"
"MAP3K20","predicted (intersection) + predicted (union)"
"MAP3K8","predicted (union)"
"MAP4K4","predicted (intersection) + predicted (union)"
"MAP7","predicted (intersection) + predicted (union)"
"MAP9","predicted (intersection) + predicted (union)"
"MAPK1","predicted (intersection) + predicted (union)"
"MAPK10","predicted (union)"
"MAPK14","predicted (intersection) + predicted (union)"
"MAPK1IP1L","predicted (union)"
"MAPK6","predicted (intersection) + predicted (union)"
"MAPK8","predicted (union)"
"MAPK9","predicted (union)"
"MAPRE2","predicted (union)"
"MAPRE3","predicted (union)"
"MAPT","predicted (intersection) + predicted (union)"
"MARCH3","predicted (union)"
"MARCH4","predicted (union)"
"MARCH6","predicted (intersection) + predicted (union)"
"MARCH8","predicted (union)"
"MARCH9","predicted (union)"
"MARF1","predicted (union)"
"MARK3","predicted (union)"
"MARVELD1","predicted (intersection) + predicted (union)"
"MASP1","predicted (intersection) + predicted (union)"
"MAVS","predicted (intersection) + predicted (union)"
"MAX","predicted (union)"
"MBD1","predicted (union)"
"MBD4","predicted (union)"
"MBD5","predicted (union)"
"MBL2","predicted (union)"
"MBLAC2","predicted (intersection) + predicted (union)"
"MBNL1","predicted (intersection) + predicted (union)"
"MBNL3","predicted (intersection) + predicted (union)"
"MBOAT2","predicted (union)"
"MBTD1","predicted (intersection) + predicted (union)"
"MCF2L","predicted (union)"
"MCHR2","predicted (intersection) + predicted (union)"
"MCL1","predicted (union)"
"MCM3AP","predicted (intersection) + predicted (union)"
"MCM5","predicted (intersection) + predicted (union)"
"MCM8","predicted (union)"
"MCMDC2","predicted (union)"
"MCOLN2","predicted (union)"
"MCTP1","predicted (union)"
"MCTP2","predicted (union)"
"MCTS1","predicted (intersection) + predicted (union)"
"MCUR1","predicted (union)"
"MDFIC","predicted (union)"
"MDH1B","predicted (union)"
"MDH2","predicted (union)"
"MDM1","predicted (union)"
"MDM2","experimental (all)"
"ME1","predicted (union)"
"MEAF6","predicted (intersection) + predicted (union)"
"MECP2","predicted (intersection) + predicted (union)"
"MED12L","predicted (union)"
"MED14","predicted (union)"
"MED28","predicted (intersection) + predicted (union)"
"MED6","predicted (union)"
"MED7","predicted (union)"
"MEF2C","predicted (intersection) + predicted (union)"
"MEF2D","predicted (union)"
"MEGF10","predicted (union)"
"MEGF6","predicted (union)"
"MEGF9","predicted (intersection) + predicted (union)"
"MEIOC","predicted (union)"
"MEIS1","predicted (union)"
"MEIS2","predicted (union)"
"MELK","predicted (intersection) + predicted (union)"
"MELTF","predicted (union)"
"MEMO1","predicted (union)"
"MESD","predicted (union)"
"MEST","predicted (union)"
"MET","predicted (union)"
"METAP1","predicted (union)"
"METTL1","predicted (intersection) + predicted (union)"
"METTL14","predicted (intersection) + predicted (union)"
"METTL21A","predicted (intersection) + predicted (union)"
"METTL24","predicted (union)"
"METTL6","predicted (union)"
"METTL8","predicted (intersection) + predicted (union)"
"METTL9","predicted (union)"
"MEX3A","predicted (union)"
"MFAP5","predicted (union)"
"MFF","predicted (union)"
"MFHAS1","predicted (union)"
"MFN1","predicted (union)"
"MFSD11","predicted (union)"
"MFSD14A","predicted (union)"
"MFSD14C","predicted (union)"
"MFSD2A","predicted (intersection) + predicted (union)"
"MFSD4A","predicted (intersection) + predicted (union)"
"MFSD4B","predicted (union)"
"MFSD6","predicted (union)"
"MFSD9","predicted (union)"
