V1	127854422:127854424	128074290:128074292	128095816:128095818	127795293:127795295	127940453:127940455	128096653:128096655	127882184:127882186	128032271:128032273	127969536:127969538	128027754:128027756	128049440:128049442	127939675:127939677	127932473:127932475	127996597:127996599	128082847:128082849	127890997:127890999	127995092:127995094	127852346:127852348	127984203:127984205	127795534:127795536	127803558:127803560	127932197:127932199	128010443:128010445	128049747:128049749	128070360:128070362	127989290:127989292	127796007:127796009	127998358:127998360	128046711:128046713	128038979:128038981	128009717:128009719	127855318:127855320	127796070:127796072	128048608:128048610	128070271:128070273	128091352:128091354	127794733:127794735	127816883:127816885	128031142:128031144	128099572:128099574	label
466a4121-0583-47ee-9d54-1f1c2d47e381	1	0.967741935483871	0.96551724137931	0.947368421052632	1	0.939393939393939	1	1	1	1	1	0.935483870967742	0.953488372093023	0.833333333333333	0.9375	0.956521739130435	1	1	0.96875	0.863636363636364	1	1	1	1	0.96551724137931	0.96	0.807692307692308	0.862068965517241	0.96969696969697	1	0.91304347826087	1	1	1	0.814814814814815	0.96551724137931	1	1	1	0.945945945945946	Control
467bd108-f391-4dd1-92de-43879822400d	0.96	1	0.977272727272727	1	1	0.735294117647059	1	1	1	1	1	1	1	0.618181818181818	1	0.931034482758621	0.928571428571429	1	1	1	1	1	1	1	1	0.909090909090909	0.6875	0.95	1	1	1	1	1	1	0.925	1	1	1	1	0.916666666666667	Control
4abd29b3-0a83-41d3-a741-bcc5b6d2f98a	1	1	0.88	0.916666666666667	1	0.785714285714286	1	1	1	1	1	1	0.952380952380952	0.688888888888889	0.956521739130435	0.8	0.972972972972973	1	1	0.733333333333333	1	1	0.967741935483871	1	0.962962962962963	0.857142857142857	0.875	0.96	0.967741935483871	1	0.892857142857143	1	1	1	0.785714285714286	1	1	0.933333333333333	0.96551724137931	0.647058823529412	Control
4da20b00-8ed6-41ed-88d9-9969d15761c7	1	1	0.918367346938776	1	1	0.814814814814815	1	1	1	0.924528301886792	1	1	0.948051948051948	0.862745098039216	0.895833333333333	0.878048780487805	0.843137254901961	1	0.983606557377049	0.895833333333333	1	1	0.924528301886792	1	0.976744186046512	0.914893617021277	0.846153846153846	0.977777777777778	1	1	1	1	1	0.98	0.673076923076923	0.957446808510638	0.976190476190476	1	1	0.909090909090909	Control
4f3fa7c5-fe72-4b99-8a4f-9f487efc1ef1	1	1	0.9	1	1	0.96875	1	1	1	1	1	1	1	0.8	1	0.875	0.9	1	0.944444444444444	1	1	1	0.882352941176471	0.857142857142857	0.954545454545455	0.904761904761905	0.8	0.823529411764706	1	1	0.954545454545455	1	1	1	0.708333333333333	0.947368421052632	1	1	1	0.861111111111111	Control
52064107-3c37-45b1-aa6b-a14a98352f9d	1	0.975609756097561	0.914893617021277	0.974358974358974	1	0.818181818181818	1	0.883720930232558	1	1	1	1	0.959459459459459	0.934782608695652	0.976190476190476	0.960526315789474	0.959183673469388	0.978723404255319	0.980769230769231	0.974358974358974	1	0.948717948717949	1	1	0.976744186046512	0.907407407407407	0.891304347826087	0.954545454545455	1	0.975609756097561	1	1	0.958333333333333	1	0.875	0.976744186046512	1	1	1	0.918918918918919	Control
61a614bb-2249-4611-8aac-1a8e53d4467b	1	1	0.916666666666667	1	1	0.76	1	1	1	1	0.952380952380952	0.95	1	0.6875	1	0.95	0.928571428571429	1	1	0.909090909090909	1	1	1	1	0.954545454545455	0.9375	0.818181818181818	0.866666666666667	1	1	1	1	1	1	0.62962962962963	1	0.9	1	1	0.947368421052632	Control
678aa892-0631-47cc-b19e-cdcef42cecb3	1	0.91304347826087	1	1	1	0.793103448275862	1	1	1	1	1	0.958333333333333	0.966666666666667	0.708333333333333	1	0.935483870967742	0.91304347826087	1	1	1	1	0.90625	1	1	1	0.923076923076923	0.833333333333333	1	1	1	1	1	1	1	1	1	0.909090909090909	1	1	0.96	Control
741fb6d6-364f-47a0-a262-f18235c48fc4	1	1	0.645161290322581	1	1	0.923076923076923	1	0.962962962962963	1	1	1	0.9375	0.823529411764706	0.842105263157895	0.909090909090909	0.8	0.902439024390244	1	0.975	0.952380952380952	1	1	1	0.933333333333333	0.909090909090909	0.95	0.869565217391304	0.948717948717949	0.925925925925926	1	0.92	1	1	1	0.5	0.909090909090909	0.904761904761905	1	0.96551724137931	0.685714285714286	Control
75525261-bd54-4e19-9f86-ab7b9cea3388	1	1	1	1	1	0.92	1	1	1	1	1	0.976190476190476	0.907894736842105	0.939393939393939	0.972222222222222	0.886075949367089	0.972972972972973	1	1	0.974358974358974	1	0.958904109589041	1	1	0.972222222222222	0.902439024390244	0.903846153846154	0.96969696969697	1	1	1	1	1	1	0.833333333333333	1	1	1	1	0.934782608695652	Control
7aac48b4-dbb0-49a5-a3e0-04916a9270b8	1	1	0.896103896103896	0.979591836734694	1	0.894736842105263	1	1	0.990384615384615	1	1	1	0.93421052631579	0.93421052631579	0.985714285714286	0.961038961038961	0.949367088607595	1	1	0.979591836734694	1	1	0.943661971830986	1	0.984848484848485	0.928571428571429	0.918032786885246	0.918918918918919	1	1	0.987179487179487	1	1	1	0.780821917808219	0.985294117647059	1	1	0.985074626865672	0.967741935483871	Control
7b4b9d66-e494-48e8-949f-7cdb42e490f9	0.963636363636364	1	1	1	1	1	1	1	1	1	1	1	0.971428571428571	0.729166666666667	1	0.884955752212389	1	1	1	0.980392156862745	1	1	1	1	1	1	0.979591836734694	1	1	1	0.910714285714286	1	0.983050847457627	1	0.565217391304348	1	0.961538461538462	1	1	0.958333333333333	Control
898f9214-8dab-4b92-9233-70c06c60078c	1	1	0.926829268292683	1	1	0.980769230769231	1	0.95	1	1	1	0.933333333333333	0.903846153846154	0.829787234042553	0.974358974358974	1	0.978260869565217	1	0.953488372093023	1	0.962962962962963	1	0.951219512195122	1	0.945945945945946	0.865384615384615	0.904761904761905	0.886363636363636	0.975	1	0.96969696969697	1	1	1	0.891891891891892	1	1	1	0.951219512195122	0.962962962962963	Control
922ac2aa-8619-47ef-99d8-160e19861f57	1	1	0.92	1	1	0.863636363636364	1	0.92	1	1	1	1	1	0.91304347826087	0.884615384615385	0.952380952380952	0.846153846153846	1	0.966666666666667	1	1	1	1	0.958333333333333	1	0.888888888888889	0.8125	0.84	1	1	1	1	1	1	0.75	1	0.923076923076923	1	1	0.842105263157895	Control
967fde0b-9c38-4c69-97f2-9640ebe1dc9a	1	1	0.928571428571429	1	0.974358974358974	0.857142857142857	1	0.931034482758621	1	0.966666666666667	1	0.95	1	0.575	1	0.848484848484849	0.935483870967742	1	1	0.923076923076923	0.869565217391304	1	0.878787878787879	0.964285714285714	0.971428571428571	0.878787878787879	0.894736842105263	0.814814814814815	0.931034482758621	1	0.88	1	1	1	0.90625	0.975	1	1	1	0.964285714285714	Control
9c0696ab-2bd6-4372-8b10-8222816de48e	1	0.9	0.9	1	1	0.857142857142857	1	1	1	1	1	0.970588235294118	1	0.9	1	0.970588235294118	1	1	1	0.947368421052632	1	1	1	1	1	0.92	0.833333333333333	0.9	1	1	1	1	1	1	0.842105263157895	1	1	1	1	0.904761904761905	Control
9d515fd5-009a-4c32-95e7-042909d70b9f	1	1	0.941176470588235	1	1	0.85	1	1	1	1	1	1	1	0.866666666666667	1	1	0.928571428571429	0.954545454545455	1	1	0.95	1	1	1	1	0.823529411764706	1	1	1	1	1	1	1	1	0.933333333333333	0.941176470588235	0.916666666666667	1	1	0.941176470588235	Control
9ee600fe-20c7-4b1f-b08f-15d3d38a5c52	1	1	0.916666666666667	1	1	0.942307692307692	1	0.866666666666667	1	1	1	0.92	0.9	0.878787878787879	0.918918918918919	0.975308641975309	0.931034482758621	1	1	0.924528301886792	1	0.961538461538462	1	1	1	0.818181818181818	0.876923076923077	0.896551724137931	1	1	1	1	1	1	0.903225806451613	1	0.94	1	1	1	Control
b3435d9e-fb7f-4748-9a0b-2b532875c87e	1	1	1	1	1	0.961538461538462	1	1	1	1	1	1	0.935483870967742	1	1	0.903225806451613	1	1	1	1	1	1	1	1	1	0.9375	0.823529411764706	0.888888888888889	1	1	1	1	1	1	0.722222222222222	1	1	1	1	1	Control
b7ef29ba-06f6-4445-8c70-52388892388c	1	1	0.955555555555556	1	1	0.857142857142857	1	0.95	1	1	1	1	0.979591836734694	0.863636363636364	1	0.945454545454545	0.976190476190476	0.933333333333333	1	0.947368421052632	1	0.980392156862745	1	0.974358974358974	1	0.836734693877551	0.888888888888889	0.952380952380952	1	1	1	1	1	1	0.735849056603774	0.977272727272727	1	0.935483870967742	1	0.892857142857143	Control
bf3ea4a0-bcd6-4e9d-acbb-3416f6ce53b7	1	1	0.956521739130435	0.923076923076923	1	0.8125	1	1	1	1	1	1	0.971428571428571	0.904761904761905	1	1	1	1	1	1	1	0.971428571428571	0.954545454545455	1	1	0.869565217391304	0.8125	0.91304347826087	1	1	1	1	1	1	1	1	0.923076923076923	1	1	0.857142857142857	Control
c058aa43-349b-4f45-8217-6b193bf7c610	1	1	0.837209302325581	1	1	0.875	1	0.928571428571429	1	1	1	1	0.96078431372549	0.866666666666667	1	1	0.971428571428571	1	1	0.9375	1	1	0.962962962962963	1	1	0.871794871794872	0.807692307692308	0.702702702702703	1	1	1	1	1	1	0.945945945945946	1	1	1	0.928571428571429	0.883720930232558	Control
c6a90de3-979b-46b0-9f84-2875c1e38742	1	1	0.84	1	1	0.9	1	1	1	0.928571428571429	1	1	1	0.44	1	0.909090909090909	0.95	1	1	0.888888888888889	1	1	1	1	1	0.863636363636364	0.888888888888889	0.857142857142857	0.941176470588235	1	1	1	1	1	0.869565217391304	1	0.941176470588235	1	1	1	Control
cf5fba05-4996-4f62-adcf-a2ee1f4c65d3	1	1	0.981132075471698	0.909090909090909	1	0.907692307692308	1	1	0.975609756097561	1	1	0.930232558139535	0.947368421052632	0.967741935483871	0.980392156862745	0.947368421052632	1	0.9375	1	0.909090909090909	1	1	1	0.96875	1	0.868421052631579	1	0.939393939393939	1	1	0.96875	1	1	1	0.740740740740741	1	1	1	1	0.949152542372881	Control
d28a7c02-2f33-46e2-bff9-5ed518ea6fb6	1	0.96969696969697	0.945945945945946	1	1	0.935483870967742	1	0.96875	1	0.96875	1	0.923076923076923	1	0.818181818181818	1	0.952380952380952	0.916666666666667	1	1	0.866666666666667	0.956521739130435	1	1	0.96875	1	0.814814814814815	0.952380952380952	0.958333333333333	1	1	1	1	1	1	0.833333333333333	0.945945945945946	1	1	0.96875	0.846153846153846	Control
d6cc88bd-b0ba-4606-955d-2dc32e6d2d97	0.944444444444444	1	0.888888888888889	1	1	0.916666666666667	1	0.941176470588235	1	1	1	1	0.903225806451613	0.944444444444444	0.971428571428571	1	1	0.944444444444444	1	0.916666666666667	1	1	0.939393939393939	1	1	0.951219512195122	0.866666666666667	1	1	1	1	1	1	1	0.897435897435897	1	0.916666666666667	1	1	0.925925925925926	Control
d7d4b68a-ab93-4b9c-9cf6-88f15299e306	1	1	0.925925925925926	0.954545454545455	0.966666666666667	0.758620689655172	1	0.962962962962963	1	1	1	1	0.88	0.866666666666667	0.88	0.979591836734694	1	1	1	1	1	1	1	1	0.916666666666667	0.848484848484849	0.806451612903226	0.961538461538462	1	0.962962962962963	0.962962962962963	1	0.96875	1	0.857142857142857	0.884615384615385	0.954545454545455	0.96875	0.964285714285714	0.869565217391304	Control
d81b8303-62b4-46ba-9370-8c6a92cfa4fb	1	1	0.96551724137931	1	1	0.975	1	1	1	1	0.91304347826087	1	0.956521739130435	0.724137931034483	1	0.9375	0.96	1	1	0.916666666666667	1	1	0.954545454545455	0.954545454545455	0.966666666666667	0.793103448275862	0.766666666666667	0.863636363636364	0.954545454545455	1	0.96	1	1	1	0.724137931034483	0.933333333333333	1	1	1	0.948717948717949	Control
d83bb114-c175-4fd5-aac0-5dc04b9218b0	1	1	0.75	1	1	0.884615384615385	1	1	1	1	1	1	0.947368421052632	0.8	0.941176470588235	0.909090909090909	0.944444444444444	1	0.928571428571429	1	0.933333333333333	1	1	1	0.952380952380952	0.85	0.9	0.95	1	1	0.96	0.909090909090909	0.933333333333333	1	0.62962962962963	0.947368421052632	0.888888888888889	0.967741935483871	1	0.814814814814815	Control
da549530-7ba5-4302-acd2-40a766860216	0.979591836734694	1	0.956521739130435	1	1	0.980769230769231	1	0.924528301886792	1	1	0.981132075471698	0.983333333333333	0.926470588235294	0.863636363636364	1	0.941176470588235	0.976190476190476	1	0.983606557377049	0.973684210526316	0.98	0.984615384615385	1	1	1	0.84	0.9	0.945945945945946	1	1	0.977777777777778	1	1	1	0.932203389830508	1	0.923076923076923	1	1	0.907407407407407	Control
da752364-731c-4e77-8d6e-9c91a5b7f68f	0.888888888888889	1	0.897435897435897	1	1	0.866666666666667	0.971428571428571	0.96	1	1	1	1	0.918918918918919	0.9	1	0.970588235294118	0.916666666666667	1	1	0.892857142857143	1	0.971830985915493	0.962962962962963	1	1	0.916666666666667	0.848484848484849	0.954545454545455	1	1	1	0.970588235294118	0.96875	1	0.9	1	1	1	1	0.925	Control
ed108cc1-3b34-4ee5-b029-48b80ccaae19	1	1	0.96969696969697	1	1	0.96875	1	1	1	1	0.964285714285714	1	1	0.838709677419355	0.966666666666667	0.962264150943396	1	1	1	1	1	1	1	1	1	0.9375	0.95	0.794117647058823	1	0.962962962962963	1	1	1	1	0.870967741935484	0.935483870967742	0.9375	1	1	0.914285714285714	Control
f201e2e9-dfb0-4a53-bd68-56f4e87604d3	1	0.941176470588235	0.948717948717949	0.9375	1	0.972222222222222	1	0.971428571428571	1	0.971428571428571	1	1	1	0.862068965517241	0.944444444444444	0.9375	0.966666666666667	1	1	1	1	1	1	1	1	0.903225806451613	0.944444444444444	0.9375	1	1	0.977272727272727	0.863636363636364	1	1	0.783783783783784	1	0.933333333333333	1	0.971428571428571	0.923076923076923	Control
fb3713b9-fad5-4d66-b419-8f53530b14cd	1	1	0.944444444444444	0.961538461538462	1	0.868421052631579	1	0.961538461538462	1	1	1	0.974358974358974	0.882352941176471	0.666666666666667	1	0.91044776119403	0.964285714285714	0.964912280701754	0.975609756097561	0.862068965517241	1	1	0.964285714285714	1	0.966666666666667	0.777777777777778	0.952380952380952	0.875	1	1	1	1	0.962962962962963	1	0.714285714285714	1	0.925925925925926	1	0.925925925925926	0.96969696969697	Control
feb7140e-d822-4462-8dfa-7a63805ac740	1	1	0.981818181818182	0.950819672131148	1	0.866666666666667	1	0.978723404255319	1	1	0.978723404255319	1	0.923809523809524	0.915254237288136	0.962264150943396	0.908256880733945	0.982142857142857	1	0.98780487804878	0.935483870967742	1	0.99	0.943396226415094	1	1	0.931034482758621	0.848101265822785	0.962264150943396	1	1	0.938775510204082	1	1	1	0.91304347826087	0.964285714285714	1	1	1	0.981818181818182	Control
00a26384-1b1c-4db4-9664-75fb9b3febdb	0.982456140350877	1	0.780821917808219	0.96	1	0.915254237288136	1	0.891304347826087	1	0.95	1	0.970149253731343	0.89	0.641509433962264	1	0.978260869565217	0.962264150943396	1	0.987012987012987	0.923076923076923	1	0.96875	0.928571428571429	1	1	0.862068965517241	0.859649122807018	0.914893617021277	1	1	0.949152542372881	1	1	0.976190476190476	0.803921568627451	0.95	0.979166666666667	1	0.930232558139535	0.868852459016393	Tumor
02423743-43b4-494b-acd9-1cd3bcd3d395	1	1	0.938775510204082	0.96875	1	0.904761904761905	1	0.972972972972973	1	0.971428571428571	1	0.980769230769231	0.911764705882353	0.714285714285714	1	0.853658536585366	0.947368421052632	1	0.983606557377049	0.96875	1	1	0.971428571428571	1	0.956521739130435	0.75	0.847826086956522	0.891891891891892	1	1	1	1	1	1	0.660377358490566	0.978260869565217	0.939393939393939	1	1	0.859375	Tumor
02bbe1b1-44ff-426b-a40e-47a01bc4cf7d	1	1	0.833333333333333	1	1	0.861111111111111	1	0.966666666666667	1	1	1	0.933333333333333	0.974358974358974	0.9	1	0.886363636363636	0.964285714285714	1	1	1	1	1	1	1	1	0.961538461538462	0.914285714285714	0.846153846153846	1	1	0.952380952380952	1	1	1	0.857142857142857	1	0.970588235294118	0.972222222222222	1	1	Tumor
0361ec21-e83f-40a9-b825-d92487b1239a	1	0.982035928143712	0.94578313253012	0.984615384615385	1	0.856481481481482	1	0.965753424657534	0.994818652849741	0.985507246376812	1	1	0.964102564102564	0.86	0.987261146496815	0.969387755102041	0.993006993006993	1	1	0.955223880597015	1	0.979166666666667	0.992647058823529	1	0.988304093567252	0.89873417721519	0.823529411764706	0.954545454545455	1	1	0.984962406015038	1	1	0.993333333333333	0.76875	0.9625	0.984375	1	0.985611510791367	0.956521739130435	Tumor
040e40de-4c19-423f-98dc-151e2633d085	1	1	0.972972972972973	0.935483870967742	1	0.842696629213483	1	0.887096774193548	1	0.982456140350877	1	1	0.922077922077922	0.84375	0.952380952380952	0.961538461538462	0.983333333333333	1	0.977272727272727	0.966666666666667	0.977777777777778	0.986301369863014	0.967213114754098	0.957142857142857	1	0.837837837837838	0.725	0.868852459016393	1	1	0.981818181818182	1	0.977272727272727	1	0.683168316831683	1	1	1	0.949152542372881	0.939024390243902	Tumor
046c3754-b22c-4bce-93c7-29b9da173d33	1	0.978947368421053	0.930693069306931	1	1	0.889908256880734	1	0.944444444444444	1	0.945945945945946	1	1	0.972602739726027	0.662162162162162	1	0.909090909090909	0.9375	1	1	1	0.963636363636364	0.972602739726027	0.961038961038961	1	0.966666666666667	0.869565217391304	0.862745098039216	0.844827586206897	0.960526315789474	1	0.968253968253968	1	1	1	0.802469135802469	0.958333333333333	0.945945945945946	1	0.957746478873239	0.877551020408163	Tumor
04c428b5-d0b9-4ecf-86e8-8a42dc4cbb5e	1	1	0.883333333333333	0.911764705882353	1	0.970588235294118	1	1	1	1	0.979166666666667	1	0.981818181818182	0.869565217391304	0.981481481481482	0.983333333333333	0.933333333333333	1	0.92	0.939393939393939	1	0.982142857142857	0.953488372093023	1	1	1	0.939393939393939	0.977272727272727	1	1	1	1	1	1	0.9	1	1	0.972972972972973	0.952380952380952	0.871428571428571	Tumor
04de1f79-fdfc-4662-bab2-a3ed667c7dea	1	1	0.96	1	1	1	1	0.9375	1	0.944444444444444	1	0.941176470588235	0.869565217391304	0.764705882352941	1	0.814814814814815	1	1	1	0.947368421052632	1	1	1	1	0.904761904761905	0.928571428571429	0.904761904761905	0.789473684210526	1	1	0.952380952380952	1	1	1	0.565217391304348	1	1	1	1	1	Tumor
04ed1bfb-533f-4d97-a7e4-3e7bab103485	1	0.989949748743718	0.895196506550218	0.988505747126437	0.994011976047904	0.927659574468085	0.991150442477876	0.948717948717949	0.994047619047619	1	0.994011976047904	1	0.95625	0.893129770992366	0.994974874371859	0.952380952380952	0.992063492063492	1	0.988165680473373	0.988505747126437	0.973214285714286	1	0.992857142857143	0.994011976047904	0.973821989528796	0.852348993288591	0.904761904761905	0.912698412698413	1	1	0.971751412429379	1	0.981981981981982	1	0.721393034825871	0.971153846153846	0.977272727272727	1	0.968152866242038	0.927966101694915	Tumor
05b55f88-290a-4abd-bbc3-44561ba1f8b7	1	0.979591836734694	0.905660377358491	1	1	0.92156862745098	1	0.96875	1	0.96875	1	0.970588235294118	0.857142857142857	0.741935483870968	0.943396226415094	0.927710843373494	0.931034482758621	1	1	0.964912280701754	0.984615384615385	1	1	1	0.98	0.818181818181818	0.947368421052632	0.954545454545455	1	1	1	1	0.984375	1	0.767441860465116	0.943396226415094	0.964912280701754	0.970149253731343	0.96875	0.909090909090909	Tumor
05ea028e-6b8a-4352-88aa-057494cf5e80	1	1	0.753846153846154	1	1	0.883720930232558	1	0.946428571428571	1	0.981818181818182	1	0.978723404255319	0.848484848484849	0.763157894736842	0.979591836734694	0.898305084745763	0.9	1	0.975	0.896551724137931	1	0.921875	1	1	0.964285714285714	0.772727272727273	0.818181818181818	0.966666666666667	1	1	0.962962962962963	1	0.970588235294118	1	0.666666666666667	0.923076923076923	0.961538461538462	0.96875	1	0.922077922077922	Tumor
063a4886-ee4d-43a9-95c1-25a0c0b2d85d	1	1	0.850574712643678	1	1	0.85	1	0.984848484848485	0.974683544303797	0.967741935483871	1	1	0.911111111111111	0.474358974358974	0.986666666666667	0.977777777777778	0.838235294117647	0.986486486486486	1	0.983870967741936	0.986486486486486	0.987951807228916	0.983870967741936	1	1	0.936507936507936	0.888888888888889	0.695652173913043	1	1	0.981132075471698	1	1	1	0.741935483870968	0.936708860759494	1	0.986486486486486	0.967741935483871	0.908045977011494	Tumor
06ce7b93-1264-4219-8a2f-d8f0d295e45f	1	0.988095238095238	0.79	1	1	0.895348837209302	0.939393939393939	1	1	1	1	1	0.938461538461538	0.853932584269663	0.9625	0.966666666666667	0.988235294117647	1	1	0.96551724137931	0.96551724137931	0.969230769230769	1	1	0.964705882352941	0.976744186046512	0.925925925925926	0.894117647058824	1	1	0.955882352941176	1	1	1	0.865853658536585	0.918604651162791	0.9	1	1	0.873417721518987	Tumor
071e21e7-a494-4d87-ab48-1cb334e0d992	1	0.975609756097561	0.955555555555556	1	1	0.924528301886792	1	1	1	1	1	1	0.982456140350877	0.882352941176471	1	0.982456140350877	0.857142857142857	1	1	0.952380952380952	1	0.96551724137931	1	1	0.931818181818182	0.861111111111111	0.75	0.852941176470588	1	1	0.958333333333333	1	0.972222222222222	1	0.878048780487805	0.977272727272727	0.952380952380952	1	1	0.890909090909091	Tumor
073939c1-c857-4340-8a5f-a7b87d2349c3	1	1	0.846153846153846	1	1	0.883116883116883	0.984126984126984	0.983050847457627	1	0.983050847457627	0.968253968253968	0.98876404494382	0.949367088607595	0.815789473684211	0.866666666666667	0.91566265060241	0.945205479452055	1	1	0.945454545454545	0.983333333333333	0.9625	0.982758620689655	1	0.985507246376812	0.909090909090909	0.931034482758621	0.819444444444444	1	1	0.952941176470588	1	1	0.983606557377049	0.904109589041096	0.901408450704225	1	0.966101694915254	1	0.917808219178082	Tumor
081b4937-85e7-44b3-9124-a612f4f2e0ca	1	1	0.945945945945946	1	1	0.955555555555556	1	1	1	1	1	1	0.916666666666667	0.931034482758621	1	0.973684210526316	1	1	1	1	0.966666666666667	0.974358974358974	0.947368421052632	1	1	1	0.892857142857143	1	1	1	1	1	1	1	0.783783783783784	0.972222222222222	1	1	0.972222222222222	0.977777777777778	Tumor
083eb05f-0af4-4f73-bf09-3806eb3b71bb	1	0.968253968253968	0.884057971014493	0.944444444444444	1	0.865671641791045	1	0.923076923076923	1	0.972972972972973	1	1	0.885714285714286	0.882352941176471	0.966666666666667	0.894736842105263	0.96969696969697	0.904761904761905	1	1	0.95	0.96875	1	0.972972972972973	0.969230769230769	0.794871794871795	0.85	0.971428571428571	1	0.972972972972973	0.955555555555556	1	1	0.947368421052632	0.735294117647059	0.952380952380952	0.944444444444444	1	1	0.919354838709677	Tumor
