	128048447:128048449	127855162:127855164	127882061:127882063	127855154:127855156	127816827:127816829	128070161:128070163	128074069:128074071	128049587:128049589	127818899:127818901	128069068:128069070	128074072:128074074	128095691:128095693	127902455:127902457	128090247:128090249	127932027:127932029	128031057:128031059	128096520:128096522	128080302:128080304	128031958:128031960	127996560:127996562	128096517:128096519	128038916:128038918	127890588:127890590	128049584:128049586	128099369:128099371	128070159:128070161	127932052:127932054	127819908:127819910	127803149:127803151	127851933:127851935	127998911:127998913	128100979:128100981	127989161:127989163	127881800:127881802	127854727:127854729	127932464:127932466	128082752:128082754	kmeans_labels	hierarchical_labels
5e4626c1-dcf9-4781-a2e7-f6afca7e2ee7	1.0	0.95	1.0	0.9827586206896552	1.0	0.9629629629629628	1.0	1.0	1.0	1.0	1.0	1.0	0.9852941176470588	0.9814814814814816	1.0	0.9814814814814816	0.8225806451612904	1.0	0.9615384615384616	0.9285714285714286	0.9464285714285714	0.9814814814814816	0.9692307692307692	1.0	0.9433962264150944	0.9814814814814816	1.0	1.0	1.0	1.0	0.8409090909090909	0.7777777777777778	1.0	1.0	1.0	0.9846153846153848	0.9827586206896552	0	0
87506e5d-4ebe-4f0c-a124-ea0add72d2ac	1.0	0.9696969696969696	1.0	1.0	1.0	0.9607843137254902	0.9833333333333332	1.0	1.0	1.0	0.9833333333333332	1.0	1.0	1.0	1.0	1.0	0.9397590361445785	1.0	1.0	1.0	0.9642857142857144	1.0	0.9428571428571428	1.0	0.990909090909091	0.9615384615384616	0.9626865671641792	1.0	1.0	1.0	0.65	0.7039473684210527	0.8947368421052632	1.0	1.0	0.8875	0.9838709677419356	1	3
6542e1dd-afee-40e9-a16e-aa9a448963b3	1.0	0.975	1.0	1.0	1.0	0.8809523809523809	1.0	0.9722222222222222	1.0	0.9487179487179488	1.0	0.9487179487179488	1.0	0.9736842105263158	1.0	0.9714285714285714	0.945945945945946	1.0	0.945945945945946	0.9166666666666666	0.9487179487179488	1.0	0.9736842105263158	0.9722222222222222	0.9545454545454546	0.925	1.0	1.0	1.0	1.0	0.7045454545454546	0.8775510204081632	0.9574468085106383	1.0	1.0	1.0	1.0	1	3
a068f661-e689-4e30-9572-3103039981aa	0.9230769230769232	0.9375	1.0	0.967741935483871	1.0	0.88	0.8888888888888888	1.0	0.967741935483871	0.8518518518518519	0.8888888888888888	0.8666666666666667	0.9666666666666668	0.8666666666666667	1.0	0.9545454545454546	0.6944444444444444	0.8928571428571429	0.875	1.0	0.8709677419354839	1.0	0.8611111111111112	1.0	0.9130434782608696	0.9583333333333334	1.0	1.0	1.0	1.0	0.7	0.7037037037037037	1.0	1.0	1.0	0.9629629629629628	0.9615384615384616	3	3
56cb5294-9156-4930-a3ab-c2607a79b65e	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.90625	1.0	0.9642857142857144	1.0	1.0	1.0	1.0	0.631578947368421	1.0	1.0	0.8709677419354839	0.8125	1.0	0.9090909090909092	1.0	0.9333333333333332	1.0	1.0	1.0	1.0	1.0	0.8095238095238095	0.75	1.0	1.0	1.0	0.9855072463768116	0.96	3	1
914508e1-ccc8-47ff-a225-7aca326a54dd	0.951219512195122	0.9333333333333332	1.0	0.9655172413793104	1.0	0.9285714285714286	1.0	1.0	0.9333333333333332	0.9285714285714286	1.0	1.0	1.0	0.95	0.9803921568627452	1.0	0.8181818181818182	0.9767441860465116	0.925	0.8222222222222222	0.95	1.0	1.0	1.0	0.8085106382978723	0.9285714285714286	0.9803921568627452	1.0	1.0	1.0	0.4186046511627907	0.6153846153846154	0.9534883720930232	1.0	1.0	1.0	0.8936170212765957	1	3
d78126ec-68b1-4d77-bf7a-19a47678a5fb	1.0	1.0	1.0	1.0	1.0	0.9	1.0	0.75	0.9375	1.0	1.0	0.8260869565217391	1.0	1.0	0.9310344827586208	1.0	0.6666666666666666	1.0	0.9444444444444444	0.7692307692307693	0.8333333333333334	0.9411764705882352	0.85	0.782608695652174	0.8571428571428571	0.95	0.9642857142857144	1.0	1.0	1.0	0.6470588235294118	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	3	1
2973fc8f-d20c-4cf3-b183-2ac32df73ae7	0.9954022988505749	0.972457627118644	0.9938144329896909	0.9766949152542372	0.984552008238929	0.9000689179875948	0.9738651994497936	0.9954233409610984	0.9882604055496264	0.9567765567765568	0.9678522571819426	0.9236545682102628	0.9770911028236547	0.9628647214854112	0.9575040344271114	0.9655172413793104	0.7699629825489159	0.9924398625429554	0.9662317728319264	0.9251844046364596	0.8661645422943222	0.990053557765876	0.9477756286266924	0.9961832061068704	0.8961687951138256	0.927710843373494	0.9564516129032258	0.9871382636655948	0.994824016563147	0.988197424892704	0.674028941355674	0.7039557635048915	0.982029598308668	0.9948347107438016	0.9892703862660944	0.9317948717948716	0.975033738191633	3	3
5a277308-f1bc-47b3-a397-aeabe9db8dc6	1.0	0.9743589743589745	1.0	0.975	1.0	0.8367346938775511	0.9824561403508772	1.0	1.0	0.9534883720930232	0.9824561403508772	0.9672131147540984	1.0	1.0	0.9411764705882352	1.0	0.9076923076923076	1.0	1.0	0.9142857142857144	0.9672131147540984	1.0	0.9736842105263158	1.0	0.8983050847457628	0.8367346938775511	0.9230769230769232	1.0	1.0	1.0	0.9166666666666666	0.7941176470588235	0.9666666666666668	1.0	1.0	0.9090909090909092	1.0	0	0
8afeab3f-89ee-4901-8a32-d13587dbcab5	1.0	1.0	1.0	1.0	1.0	0.9516129032258064	1.0	0.9642857142857144	1.0	1.0	1.0	1.0	0.9714285714285714	1.0	1.0	0.9583333333333334	0.8888888888888888	1.0	0.9787234042553192	1.0	0.9285714285714286	1.0	0.8695652173913043	0.9818181818181818	0.9375	0.9833333333333332	1.0	1.0	1.0	1.0	0.9428571428571428	0.7479674796747967	1.0	1.0	1.0	0.9142857142857144	0.984375	0	0
9899646e-d5be-4429-a7f2-0251bed9721d	1.0	0.9807692307692308	1.0	1.0	1.0	0.975	1.0	1.0	1.0	1.0	1.0	0.974025974025974	1.0	0.9866666666666668	0.9896907216494846	1.0	0.8795180722891566	0.9866666666666668	0.9753086419753086	0.9636363636363636	0.9625	0.9634146341463414	0.9636363636363636	1.0	0.945945945945946	0.975	0.979591836734694	1.0	0.981132075471698	1.0	0.8484848484848485	0.7890625	0.9830508474576272	1.0	1.0	0.98	0.961038961038961	0	0
3f3b6a7b-94f0-40a3-9f16-32bab2854678	1.0	1.0	0.967741935483871	1.0	1.0	0.902439024390244	0.9666666666666668	0.9736842105263158	0.9523809523809524	0.9736842105263158	0.9666666666666668	0.9629629629629628	0.9285714285714286	0.7428571428571429	0.975	0.945945945945946	0.6756756756756757	1.0	1.0	0.9387755102040816	0.8125	1.0	0.9375	0.9736842105263158	0.9117647058823528	0.9487179487179488	0.975	1.0	0.9523809523809524	1.0	0.8292682926829268	0.75	0.9361702127659576	1.0	1.0	1.0	1.0	3	3
f4d60a0f-dc11-4005-8d59-7511ba4de8b1	1.0	1.0	1.0	1.0	1.0	0.8214285714285714	0.925925925925926	1.0	1.0	0.8846153846153846	0.925925925925926	0.8571428571428571	1.0	0.9655172413793104	1.0	0.95	0.8181818181818182	0.925925925925926	1.0	0.9285714285714286	0.8857142857142857	1.0	0.9565217391304348	1.0	0.8888888888888888	0.7931034482758621	0.9696969696969696	0.9583333333333334	1.0	1.0	0.4680851063829787	0.6363636363636364	0.9655172413793104	1.0	1.0	0.967741935483871	0.896551724137931	1	3
f518ad50-78d8-4b0f-a6b0-07bad20462ce	1.0	1.0	1.0	1.0	1.0	0.8333333333333334	0.85	1.0	1.0	0.9333333333333332	0.85	0.95	0.9333333333333332	0.8636363636363636	1.0	1.0	0.7307692307692307	1.0	1.0	0.9166666666666666	0.8636363636363636	1.0	0.9333333333333332	1.0	0.96	0.9375	1.0	0.9230769230769232	1.0	1.0	0.6296296296296297	0.8333333333333334	1.0	1.0	0.9285714285714286	1.0	0.8947368421052632	1	3
c33ecc28-d5ba-4416-b93d-445b7883b6e8	0.9888888888888888	0.9333333333333332	1.0	0.9655172413793104	1.0	0.978494623655914	0.9887640449438202	1.0	0.9824561403508772	0.9891304347826086	0.9887640449438202	0.967391304347826	1.0	0.967391304347826	0.9743589743589745	0.9885057471264368	0.8627450980392157	1.0	0.9555555555555556	0.9489795918367347	0.9183673469387756	0.9887640449438202	0.9705882352941176	1.0	0.92	0.978494623655914	0.95	1.0	1.0	0.9655172413793104	0.7927927927927928	0.839622641509434	0.9855072463768116	1.0	1.0	0.9861111111111112	0.9555555555555556	0	0
c568f4a0-601e-4b45-b69e-cde40d94bb3d	1.0	0.9736842105263158	1.0	1.0	1.0	0.9761904761904762	1.0	1.0	1.0	0.9111111111111112	1.0	0.8888888888888888	1.0	0.9791666666666666	0.9824561403508772	1.0	0.8135593220338984	1.0	0.9767441860465116	0.9318181818181818	0.96	0.9767441860465116	1.0	1.0	0.875	0.9761904761904762	0.9824561403508772	1.0	1.0	1.0	0.8113207547169812	0.7924528301886793	1.0	1.0	1.0	0.9661016949152542	1.0	0	1
8087339c-4fdc-42e4-94ff-299a59ae88a3	1.0	0.9166666666666666	1.0	1.0	1.0	0.9166666666666666	1.0	0.9583333333333334	1.0	1.0	1.0	1.0	0.9230769230769232	0.9523809523809524	1.0	1.0	0.8421052631578947	1.0	1.0	0.9047619047619048	0.9523809523809524	1.0	1.0	0.9583333333333334	0.9565217391304348	0.9565217391304348	1.0	1.0	1.0	1.0	0.8125	0.7857142857142857	1.0	1.0	1.0	0.9285714285714286	1.0	0	0
88d14d8e-cbbe-4157-b3ae-f1ddcb5e9551	1.0	1.0	0.9285714285714286	1.0	1.0	0.9574468085106383	1.0	1.0	1.0	0.989010989010989	1.0	0.9636363636363636	1.0	0.9504950495049505	1.0	0.9634146341463414	0.8907563025210085	1.0	0.9753086419753086	0.9864864864864864	0.9727272727272728	0.9893617021276596	0.9285714285714286	1.0	0.8867924528301887	0.989010989010989	0.9787234042553192	1.0	1.0	1.0	0.8048780487804879	0.7111111111111111	0.9508196721311476	1.0	1.0	0.9807692307692308	1.0	0	0
c5c93338-4046-4247-b5c2-ef133609797e	1.0	0.9846153846153848	1.0	1.0	1.0	0.9636363636363636	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8275862068965517	0.971830985915493	1.0	0.903846153846154	0.9864864864864864	1.0	1.0	1.0	0.9032258064516128	1.0	1.0	0.9846153846153848	1.0	1.0	0.6285714285714286	0.8775510204081632	1.0	1.0	1.0	0.9506172839506172	0.9857142857142858	1	3
f9a27067-7485-4c9f-986b-878aa6cd132c	1.0	1.0	1.0	1.0	1.0	0.9629629629629628	1.0	0.9629629629629628	1.0	1.0	1.0	0.925925925925926	1.0	1.0	1.0	1.0	0.9230769230769232	0.9655172413793104	0.925925925925926	1.0	1.0	1.0	0.9629629629629628	0.9629629629629628	0.8709677419354839	0.9629629629629628	1.0	1.0	1.0	0.9615384615384616	0.5454545454545454	0.8928571428571429	0.9545454545454546	1.0	1.0	1.0	0.9629629629629628	1	3
4541a5e4-240b-466d-bbc4-3904581490f3	0.9393939393939394	1.0	1.0	1.0	1.0	0.868421052631579	1.0	1.0	1.0	0.9166666666666666	1.0	0.7872340425531915	0.9777777777777776	1.0	1.0	0.9333333333333332	0.7608695652173914	0.9473684210526316	0.9655172413793104	0.8928571428571429	0.8163265306122449	0.9393939393939394	1.0	1.0	0.8674698795180723	0.8918918918918919	0.9565217391304348	0.9615384615384616	0.9583333333333334	1.0	0.5	0.6428571428571429	0.9722222222222222	1.0	1.0	0.903846153846154	0.8333333333333334	1	3
b4b81763-61bc-469b-a048-eba733193262	1.0	1.0	1.0	1.0	1.0	0.8571428571428571	1.0	0.9615384615384616	1.0	0.9803921568627452	1.0	0.8947368421052632	1.0	1.0	0.9777777777777776	0.9387755102040816	0.8166666666666667	1.0	0.9056603773584906	0.9166666666666666	0.8596491228070176	1.0	0.9615384615384616	0.9615384615384616	0.8217054263565892	0.925925925925926	0.9777777777777776	0.9777777777777776	0.9777777777777776	0.9777777777777776	0.8444444444444444	0.7046979865771812	0.9772727272727272	0.98	1.0	0.9347826086956522	0.9464285714285714	3	1
afd15ee9-ef38-4d14-b1c1-7f4267fe6a04	1.0	0.9655172413793104	1.0	1.0	1.0	0.8275862068965517	1.0	1.0	1.0	0.9285714285714286	1.0	0.9	0.9787234042553192	0.925925925925926	1.0	0.7692307692307693	0.896551724137931	1.0	0.8695652173913043	1.0	1.0	1.0	0.9333333333333332	1.0	0.8780487804878049	0.9285714285714286	1.0	1.0	1.0	1.0	0.75	0.813953488372093	1.0	1.0	1.0	0.9607843137254902	0.9130434782608696	3	3
ae8996bd-b0b7-4f9b-91fa-606f95d49f8c	1.0	1.0	1.0	1.0	1.0	0.8444444444444444	1.0	1.0	0.9705882352941176	0.9047619047619048	1.0	0.9464285714285714	0.984375	0.9629629629629628	0.9696969696969696	0.9714285714285714	0.734375	1.0	1.0	0.918918918918919	0.8253968253968254	0.9714285714285714	0.9142857142857144	1.0	0.8166666666666667	0.8636363636363636	0.9552238805970148	0.96875	1.0	1.0	0.6666666666666666	0.6666666666666666	1.0	1.0	1.0	0.958904109589041	0.98	3	1
cafc9e36-c5f0-45df-ad03-16210ff0d870	1.0	0.961038961038961	0.9871794871794872	1.0	1.0	0.94	0.98989898989899	1.0	0.9736842105263158	1.0	0.98989898989899	0.9622641509433962	1.0	0.9903846153846154	1.0	1.0	0.8771929824561403	1.0	0.9814814814814816	0.9473684210526316	0.9545454545454546	1.0	0.9518072289156626	1.0	0.96875	0.979381443298969	1.0	1.0	1.0	1.0	0.4814814814814814	0.8048780487804879	0.9905660377358492	1.0	1.0	0.9896907216494846	0.961904761904762	1	3
f6c907ac-5dc9-4bdc-b7c6-3bac9f9059d3	0.9772727272727272	0.956043956043956	1.0	1.0	1.0	0.793939393939394	0.9539473684210528	1.0	0.9777777777777776	0.9047619047619048	0.9536423841059604	0.9197530864197532	1.0	0.9545454545454546	0.9930555555555556	0.9236641221374046	0.7653061224489796	0.9865771812080536	0.953846153846154	0.8646616541353384	0.8315217391304348	0.9850746268656716	0.9347826086956522	1.0	0.931372549019608	0.8209876543209876	0.9930555555555556	0.9886363636363636	1.0	0.9886363636363636	0.6134969325153374	0.7297297297297297	1.0	1.0	1.0	0.9523809523809524	0.9545454545454546	3	3
9053485e-19f7-4d2b-b4b6-361d908cc708	1.0	0.9821428571428572	0.9836065573770492	0.9821428571428572	0.9824561403508772	0.9166666666666666	1.0	1.0	0.9824561403508772	0.8148148148148148	1.0	0.913793103448276	1.0	0.9629629629629628	0.9787234042553192	1.0	0.864406779661017	1.0	0.9591836734693876	0.9183673469387756	0.9285714285714286	0.9387755102040816	0.9384615384615383	1.0	0.9647058823529412	0.9777777777777776	0.9583333333333334	1.0	1.0	1.0	0.7450980392156863	0.7340425531914894	1.0	0.9836065573770492	1.0	0.9896907216494846	1.0	3	0
35120b68-e618-46a1-9641-1e635f633372	0.9726027397260274	0.9672131147540984	0.9855072463768116	0.9838709677419356	1.0	0.9125	0.9875	1.0	1.0	0.9342105263157896	0.9875	0.9736842105263158	0.9910714285714286	0.9135802469135802	0.9912280701754386	0.9156626506024096	0.7916666666666666	0.9746835443037974	0.9390243902439024	0.9857142857142858	0.8735632183908046	0.9863013698630136	0.9078947368421052	1.0	0.958904109589041	0.9125	0.9912280701754386	0.953125	1.0	0.967741935483871	0.5853658536585366	0.7191011235955056	0.986842105263158	0.9855072463768116	1.0	0.9824561403508772	0.9743589743589745	1	3
37d359b3-d8f5-44cf-8f30-57dfdbbab8c1	1.0	1.0	1.0	1.0	1.0	0.95	0.9615384615384616	1.0	1.0	1.0	0.9615384615384616	0.9230769230769232	1.0	0.9583333333333334	0.95	1.0	0.8571428571428571	0.9615384615384616	1.0	0.9	0.9615384615384616	1.0	0.9375	1.0	0.9642857142857144	0.95	0.95	1.0	0.9333333333333332	1.0	0.4473684210526316	0.8	0.967741935483871	1.0	1.0	1.0	0.9615384615384616	1	3
ba2e1bd2-56f5-4dfb-94b5-92c50c58b31e	1.0	0.90625	1.0	0.9090909090909092	1.0	0.9772727272727272	1.0	0.9767441860465116	1.0	0.9555555555555556	0.9803921568627452	0.9666666666666668	0.981132075471698	0.95	1.0	0.975	0.8333333333333334	0.9803921568627452	0.851063829787234	0.8372093023255814	0.9090909090909092	0.9772727272727272	0.975	0.9767441860465116	0.8979591836734694	1.0	1.0	1.0	1.0	1.0	0.72	0.7368421052631579	0.9607843137254902	1.0	1.0	0.9814814814814816	0.9433962264150944	3	3
697cb422-6fda-499a-b808-9ca2357b9b51	0.96875	1.0	1.0	1.0	1.0	0.8947368421052632	0.9722222222222222	1.0	1.0	0.9714285714285714	0.9722222222222222	0.8947368421052632	1.0	0.8888888888888888	0.9666666666666668	0.935483870967742	0.8823529411764706	0.9722222222222222	0.967741935483871	0.9629629629629628	0.8648648648648649	0.967741935483871	1.0	1.0	0.8222222222222222	0.9714285714285714	0.9666666666666668	1.0	1.0	1.0	0.75	0.85	1.0	1.0	1.0	1.0	0.945945945945946	3	3
195d8bd4-352c-4407-9319-797d915c72b8	1.0	1.0	1.0	1.0	1.0	0.9333333333333332	1.0	1.0	1.0	0.9655172413793104	1.0	0.918918918918919	0.9814814814814816	0.8947368421052632	1.0	0.9615384615384616	0.8888888888888888	0.9705882352941176	1.0	0.9565217391304348	1.0	0.9629629629629628	0.96	1.0	0.9	0.9333333333333332	0.9818181818181818	1.0	0.9565217391304348	1.0	0.7	0.6226415094339622	0.9787234042553192	1.0	1.0	1.0	1.0	1	3
9935bf3a-de25-401c-bf1b-5225a62b24f7	1.0	1.0	1.0	1.0	1.0	0.6176470588235294	1.0	1.0	1.0	0.8695652173913043	1.0	0.9705882352941176	1.0	1.0	1.0	0.9047619047619048	0.7560975609756098	1.0	1.0	0.9375	0.9444444444444444	0.95	0.92	1.0	0.9152542372881356	0.7241379310344828	0.975609756097561	1.0	1.0	1.0	0.6818181818181818	0.8	1.0	1.0	1.0	0.9534883720930232	1.0	3	3
cbf0063b-68e5-42ee-9292-dfbf918a7b08	1.0	0.975	1.0	1.0	0.9743589743589745	0.94	0.98	1.0	0.95	1.0	0.98	0.9655172413793104	0.9864864864864864	1.0	0.9733333333333334	1.0	0.8484848484848485	1.0	0.979591836734694	0.9545454545454546	0.9661016949152542	1.0	0.9069767441860463	1.0	0.9852941176470588	1.0	0.9864864864864864	1.0	1.0	1.0	0.6610169491525424	0.8024691358024691	1.0	1.0	1.0	0.9285714285714286	1.0	1	3
0cf58c62-a75d-413b-8ce3-4d90f4688b04	0.9722222222222222	0.9696969696969696	1.0	0.9696969696969696	1.0	0.9473684210526316	1.0	1.0	1.0	0.9487179487179488	1.0	0.975609756097561	1.0	0.9743589743589745	1.0	0.945945945945946	0.8409090909090909	1.0	0.9210526315789472	0.9069767441860463	0.9302325581395348	1.0	0.9714285714285714	1.0	0.8888888888888888	0.9487179487179488	1.0	1.0	1.0	1.0	0.7291666666666666	0.6792452830188679	0.9393939393939394	1.0	0.9696969696969696	0.918918918918919	1.0	3	1
7733c059-09bd-40b4-9812-4bedd68d9d01	1.0	1.0	1.0	1.0	1.0	0.9607843137254902	0.9680851063829788	0.9693877551020408	1.0	0.98	0.9479166666666666	0.945945945945946	1.0	0.9814814814814816	0.9830508474576272	1.0	0.824	1.0	0.9655172413793104	0.9130434782608696	0.9557522123893806	1.0	0.9411764705882352	0.9693877551020408	0.9333333333333332	0.9702970297029704	1.0	1.0	1.0	0.979591836734694	0.8255813953488372	0.6846153846153846	0.9863013698630136	1.0	1.0	0.9830508474576272	0.9895833333333334	0	0
c9c9c085-8e23-454c-aa36-cf59e8dbc587	1.0	0.96	1.0	1.0	1.0	0.9473684210526316	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7272727272727273	1.0	1.0	0.9545454545454546	0.8571428571428571	1.0	1.0	1.0	0.9117647058823528	1.0	0.975	1.0	1.0	1.0	0.9047619047619048	0.8	1.0	1.0	1.0	0.9302325581395348	0.9047619047619048	0	1
420197bd-db07-4df9-8f72-3d7d509ae1d0	1.0	0.9791666666666666	1.0	0.9791666666666666	1.0	0.9629629629629628	1.0	1.0	0.9787234042553192	0.9454545454545454	1.0	0.9830508474576272	1.0	0.9821428571428572	1.0	0.979591836734694	0.8484848484848485	1.0	1.0	0.9302325581395348	0.90625	1.0	0.9365079365079364	1.0	0.9577464788732394	0.9629629629629628	1.0	1.0	1.0	1.0	0.8	0.7659574468085106	0.9761904761904762	1.0	1.0	0.9636363636363636	1.0	0	0
d8edd309-518d-4358-8245-9e92d7af4441	1.0	0.9411764705882352	1.0	0.9411764705882352	1.0	0.9722222222222222	1.0	0.9736842105263158	0.9411764705882352	0.9736842105263158	1.0	1.0	1.0	1.0	1.0	1.0	0.85	1.0	1.0	1.0	0.9722222222222222	1.0	1.0	0.9487179487179488	0.9230769230769232	0.9736842105263158	1.0	1.0	1.0	1.0	0.825	0.723404255319149	0.925	1.0	1.0	0.9736842105263158	1.0	0	0
ed9b3b6b-c2c2-41a2-ac61-dd2cfbb321ba	0.9571428571428572	0.9574468085106383	1.0	0.9574468085106383	1.0	0.9305555555555556	0.9242424242424242	1.0	1.0	0.8701298701298701	0.9242424242424242	0.9333333333333332	1.0	0.9315068493150684	0.967032967032967	0.8472222222222222	0.68	1.0	0.9014084507042254	0.8524590163934426	0.8588235294117647	0.9857142857142858	0.9104477611940298	1.0	0.8852459016393442	0.9305555555555556	0.935483870967742	1.0	1.0	1.0	0.6323529411764706	0.6708074534161491	1.0	1.0	1.0	0.9347826086956522	0.9230769230769232	3	3
